name, constant_write, var_write, read
g_2, 1, 1, 2
g_10, 1, 1, 1
g_45, 0, 0, 1
g_49, 0, 0, 0
g_51, 0, 0, 1
g_84, 0, 0, 0
g_108, 0, 0, 0
g_222, 0, 0, 1
g_241, 1, 1, 1
g_253, 0, 0, 0
g_255, 0, 0, 0
g_256, 0, 0, 1
g_279, 0, 0, 1
g_370, 0, 0, 1
g_416, 0, 0, 1
g_419, 1, 1, 0
g_504, 0, 0, 0
g_656, 0, 0, 0
g_677, 0, 0, 1
g_703, 0, 0, 0
crc32_context, 0, 4, 29
crc32_tab, 0, 0, 0
g_354, 0, 0, 1
g_358, 0, 0, 1
g_355, 0, 0, 0
g_359, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
