var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_15,1,1,2
g_62,1,1,9
g_63,0,0,8
g_67,2,2,12
g_95,0,0,3
g_99,1,1,4
g_101,0,0,1
g_106,1,1,4
g_109,0,0,8
g_193,0,0,2
g_220,0,0,3
g_241,0,0,2
g_399,0,0,1
g_450,0,0,1
g_580,0,0,7
g_625,2,2,9
g_828,0,0,2
g_837,0,0,0
g_928,0,0,3
g_1242,0,0,0
g_1452,0,0,2
crc32_context,0,8,43
crc32_tab,0,0,9
g_141,1,0,6
g_371,0,0,9
g_142,0,0,7
g_370,0,0,7
g_1265,0,0,3
g_102,0,0,2
g_66,0,0,6
g_1097,0,0,3
g_104,0,0,12
g_103,0,0,5
g_140,0,2,6
g_290,0,0,2
g_499,0,0,8
g_1000,0,0,1
g_1098,0,0,0
g_291,0,0,0
g_871,0,0,0
g_1099,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
