var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,28
__undefined,0,0,0
g_13,0,0,6
g_51,0,0,3
g_70,0,0,3
g_81,0,0,0
g_85,0,0,0
g_92,0,0,0
g_149,0,0,0
g_154,0,0,0
g_223,0,0,11
g_222,0,0,4
g_255,0,0,4
g_314,0,0,3
g_323,0,0,2
g_365,0,0,0
g_371,1,0,3
g_370,0,0,7
g_436,0,0,2
g_435,0,0,7
g_565,0,0,2
g_720,1,1,0
g_889,0,0,0
g_1014,0,0,0
g_1040,1,1,7
g_1148,0,1,0
g_1210,0,1,3
__PRETTY_FUNCTION__.0,0,0,0
__PRETTY_FUNCTION__.1,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
