name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 8, 45
__undefined, 0, 0, 0
g_20, 0, 0, 0
g_26, 0, 0, 18
g_35, 0, 0, 0
g_59, 2, 2, 5
g_70, 0, 0, 0
g_72, 0, 0, 0
g_74, 2, 4, 7
g_93, 3, 1, 10
g_96, 4, 1, 8
g_115, 0, 1, 0
g_121, 5, 3, 6
g_130, 2, 1, 0
g_149, 1, 1, 6
g_155, 0, 0, 0
g_190, 1, 1, 2
g_194, 0, 0, 5
g_193, 0, 0, 3
g_192, 0, 1, 8
g_201, 1, 1, 0
g_208, 1, 1, 2
g_234, 1, 1, 0
g_237, 2, 1, 0
g_258, 1, 0, 10
g_257, 2, 1, 7
g_286, 0, 0, 3
g_304, 0, 0, 8
g_303, 0, 0, 20
g_302, 0, 0, 11
g_387, 0, 0, 0
g_440, 5, 0, 4
g_442, 3, 2, 4
g_457, 1, 1, 0
g_589, 0, 0, 0
g_588, 0, 0, 0
g_627, 0, 0, 0
g_630, 0, 1, 0
g_694, 0, 0, 0
g_701, 1, 1, 2
g_759, 1, 3, 0
g_779, 0, 0, 1
g_794, 0, 0, 0
g_793, 0, 0, 0
g_792, 2, 1, 0
g_808, 0, 0, 3
g_838, 0, 0, 21
g_924, 0, 0, 0
g_934, 0, 0, 1
g_936, 0, 0, 0
g_970, 0, 0, 1
g_969, 0, 0, 2
g_987, 4, 3, 0
g_988, 3, 0, 0
g_1068, 0, 0, 0
g_1067, 0, 0, 2
g_1066, 0, 0, 2
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
