name, constant_write, var_write, read
g_202, 1, 5, 6
g_201, 1, 0, 16
g_9, 0, 0, 3
g_15, 0, 0, 1
g_53, 0, 1, 0
g_78, 4, 3, 2
g_85, 0, 0, 2
g_90, 2, 2, 4
g_100, 3, 3, 0
g_102, 2, 4, 0
g_114, 3, 2, 3
g_116, 0, 0, 0
g_204, 2, 1, 3
g_240, 2, 2, 2
g_251, 4, 3, 2
g_306, 2, 1, 1
g_321, 0, 0, 0
g_325, 2, 1, 1
g_433, 0, 0, 2
g_536, 0, 1, 0
g_602, 0, 0, 0
g_603, 0, 2, 1
g_671, 0, 0, 0
g_695, 0, 0, 0
g_814, 0, 0, 0
crc32_context, 0, 8, 40
crc32_tab, 0, 0, 0
g_14, 0, 0, 18
g_727, 0, 0, 2
g_115, 0, 0, 13
g_943, 0, 0, 0
g_951, 0, 0, 1
g_952, 0, 0, 0
g_726, 0, 0, 2
g_274, 0, 0, 0
g_572, 0, 0, 1
g_139, 0, 0, 1
g_273, 0, 0, 1
g_454, 1, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
