name, constant_write, var_write, read
g_13, 0, 2, 17
g_26, 3, 3, 4
g_28, 3, 12, 15
g_29, 2, 1, 15
g_30, 1, 1, 0
g_31, 2, 1, 0
g_33, 0, 0, 8
g_34, 1, 1, 7
g_188, 0, 0, 1
g_189, 3, 9, 12
g_192, 2, 2, 14
g_414, 0, 0, 2
g_418, 0, 0, 0
g_456, 2, 2, 1
g_521, 1, 2, 3
g_557, 4, 2, 6
g_590, 1, 0, 4
g_592, 0, 0, 0
g_599, 1, 1, 6
g_651, 1, 1, 6
g_951, 0, 0, 3
g_952, 0, 0, 3
g_953, 0, 1, 1
g_980, 0, 0, 1
g_986, 0, 1, 2
g_991, 0, 0, 4
g_1059, 0, 0, 2
crc32_context, 0, 4, 36
crc32_tab, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
