name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 0, 0
__undefined, 0, 0, 0
g_10, 0, 0, 0
g_16, 3, 6, 0
g_81, 0, 4, 0
g_109, 8, 5, 16
g_113, 2, 1, 0
g_118, 4, 1, 6
g_143, 0, 5, 0
g_149, 0, 2, 0
g_151, 1, 1, 0
g_152, 3, 3, 14
g_178, 2, 1, 21
g_179, 1, 2, 6
g_183, 4, 4, 8
g_185, 2, 5, 0
g_187, 9, 10, 20
g_206, 3, 2, 0
g_207, 7, 8, 8
g_290, 12, 5, 4
g_348, 5, 6, 8
g_418, 0, 0, 0
g_441, 1, 0, 10
g_452, 1, 3, 0
g_479, 2, 3, 0
g_480, 1, 2, 0
g_586, 2, 0, 3
g_704, 2, 1, 3
g_705, 2, 3, 4
g_723, 0, 1, 0
g_780, 0, 1, 0
g_921, 0, 1, 0
g_940, 2, 1, 1
g_941, 0, 1, 0
g_942, 1, 0, 1
g_943, 2, 1, 1
g_947, 1, 0, 2
g_953, 0, 1, 0
g_960, 4, 2, 1
g_1009, 1, 1, 3
g_1036, 2, 0, 1
g_1049, 1, 0, 1
g_1151, 0, 1, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 41, 0
_IO_stdin_used, 0, 0, 0
