name, constant_write, var_write, read
crc32_context, 0, 48, 49
crc32_tab, 0, 0, 0
g_211, 4, 0, 1
g_17, 0, 3, 1
g_225, 0, 0, 4
g_5, 14, 10, 1
g_11, 0, 0, 0
g_106, 6, 11, 3
g_167, 8, 8, 1
g_102, 1, 0, 4
g_87, 6, 0, 0
g_160, 7, 13, 2
g_97, 14, 0, 1
g_213, 0, 7, 1
g_216, 0, 6, 1
g_144, 2, 3, 1
g_185, 0, 3, 0
g_114, 0, 3, 0
g_179, 1, 3, 0
g_203, 3, 0, 1
g_273, 1, 0, 2
g_635, 3, 0, 0
g_590, 3, 0, 0
g_378, 0, 1, 1
g_724, 0, 0, 0
g_326, 0, 2, 0
g_297, 1, 1, 0
g_280, 0, 2, 0
g_777, 0, 1, 0
g_606, 0, 0, 1
g_224, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
