var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_77,2,1,59
g_141,1,1,4
g_38,0,0,6
g_39,0,0,7
g_67,1,2,23
g_85,0,0,22
g_98,2,2,3
g_114,1,1,5
g_134,3,2,2
g_158,4,1,4
g_160,2,2,1
g_171,0,0,15
g_188,0,0,9
g_190,2,2,12
g_195,2,1,6
g_426,0,0,5
g_394,0,0,2
g_87,0,0,17
g_817,0,0,7
g_818,0,0,9
g_62,0,0,28
g_61,0,0,14
g_86,0,0,21
g_151,1,0,18
g_152,1,0,15
g_481,0,0,15
g_404,0,0,12
g_393,0,0,2
g_405,0,0,5
g_235,0,0,5
g_648,0,0,10
g_649,0,0,3
g_236,0,0,3
g_630,0,0,1
g_473,0,1,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
csmith_sink_,0,14,0
_IO_stdin_used,0,0,0
