name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 8, 43
__undefined, 0, 0, 0
g_8, 1, 0, 2
g_17, 0, 0, 0
g_56, 0, 0, 0
g_69, 1, 1, 0
g_88, 1, 1, 0
g_90, 1, 1, 0
g_121, 1, 0, 0
g_125, 1, 1, 0
g_128, 0, 0, 2
g_132, 1, 0, 0
g_131, 1, 0, 9
g_142, 0, 0, 0
g_177, 4, 3, 0
g_240, 0, 0, 4
g_243, 0, 0, 4
g_246, 0, 0, 0
g_333, 0, 0, 0
g_379, 0, 0, 0
g_409, 0, 0, 0
g_408, 0, 0, 0
g_516, 0, 0, 0
g_623, 0, 0, 1
g_625, 0, 0, 0
g_665, 0, 0, 1
g_674, 0, 0, 0
g_673, 0, 0, 0
g_712, 0, 0, 0
g_804, 0, 0, 3
g_803, 0, 0, 0
g_805, 0, 0, 0
g_974, 0, 0, 0
g_973, 0, 0, 0
g_1003, 0, 0, 0
g_1002, 0, 0, 6
g_1098, 0, 0, 0
g_1148, 2, 1, 5
g_1236, 0, 1, 0
g_1261, 0, 0, 1
g_1395, 0, 0, 0
g_1394, 0, 0, 0
g_1417, 0, 0, 0
g_1416, 0, 0, 0
g_1415, 0, 0, 0
g_1414, 0, 0, 0
g_1413, 0, 0, 0
g_1412, 0, 0, 0
g_1441, 0, 0, 0
g_1440, 0, 0, 0
g_1467, 0, 0, 1
g_1489, 0, 0, 1
g_1608, 0, 0, 0
g_1607, 0, 0, 1
g_1637, 0, 0, 0
g_1665, 0, 0, 0
g_1688, 0, 0, 1
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
