var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,25
__undefined,0,0,0
g_2,1,0,13
g_5,0,0,0
g_9,1,1,10
g_11,2,2,19
g_52,3,9,22
g_63,0,0,0
g_98,1,1,12
g_107,0,0,0
g_114,0,0,0
g_113,0,0,5
g_122,4,4,0
g_165,4,3,18
g_502,0,0,0
g_527,0,2,5
g_526,0,0,0
g_525,0,0,11
g_524,0,0,8
g_642,0,0,0
g_734,3,4,15
g_1098,0,0,0
g_1221,0,0,3
g_1303,0,0,0
g_1306,0,0,2
l_1271.0,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
