var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,59
__undefined,0,0,0
g_2,1,3,7
g_81,0,0,0
g_82,0,0,7
g_109,0,0,0
g_125,0,0,0
g_133,0,0,0
g_161,0,0,0
g_173,0,0,0
g_195,0,0,2
g_209,0,0,0
g_212,1,1,0
g_216,0,0,0
g_218,0,1,2
g_220,0,0,0
g_229,0,0,0
g_231,0,0,0
g_232,0,0,0
g_234,0,0,0
g_282,0,0,3
g_335,0,0,1
g_337,0,0,4
g_404,0,0,4
g_408,0,0,3
g_464,0,0,0
g_465,0,0,0
g_475,0,0,1
g_479,0,0,2
g_498,0,0,3
g_500,0,0,0
g_527,0,0,0
g_543,3,1,0
g_581,0,0,0
g_612,1,3,4
g_623,0,0,0
g_639,1,0,0
g_670,0,1,0
g_676,0,1,4
g_694,0,0,1
g_695,1,1,0
g_723,0,0,4
g_724,0,1,1
g_725,0,0,0
g_729,0,0,1
g_733,0,0,0
g_767,0,0,0
g_828,0,1,0
g_850,0,1,0
g_883,0,0,0
g_885,0,0,0
g_930,1,2,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
