name, constant_write, var_write, read
g_17, 1, 1, 2
g_20, 2, 2, 2
g_73, 0, 0, 1
g_82, 2, 1, 2
g_115, 0, 0, 0
g_117, 0, 0, 0
g_122, 0, 0, 0
g_130, 0, 0, 0
g_132, 0, 0, 0
g_173, 0, 0, 1
g_200, 0, 0, 2
g_270, 0, 0, 0
g_274, 0, 0, 1
g_350, 0, 0, 0
g_519, 0, 0, 0
g_560, 0, 0, 0
crc32_context, 0, 8, 33
crc32_tab, 0, 0, 0
g_144, 0, 0, 0
g_18, 0, 0, 6
g_566, 0, 0, 0
g_19, 0, 0, 2
g_145, 0, 0, 1
g_230, 0, 0, 0
g_146, 0, 0, 0
g_147, 0, 0, 0
g_567, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
