name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 0, 0
__undefined, 0, 0, 0
g_2, 4, 1, 5
g_6, 1, 0, 2
g_12, 5, 3, 6
g_37, 0, 0, 0
g_36, 2, 0, 5
g_113, 1, 0, 1
g_123, 3, 1, 3
g_235, 0, 0, 0
g_234, 0, 0, 2
g_233, 0, 0, 1
g_232, 0, 0, 1
g_251, 1, 0, 1
g_394, 1, 0, 1
g_405, 0, 0, 0
g_404, 0, 0, 0
g_459, 0, 0, 0
g_513, 0, 0, 0
g_515, 1, 0, 1
g_581, 1, 0, 1
g_612, 1, 0, 4
g_708, 1, 0, 2
g_714, 0, 0, 0
g_717, 0, 0, 0
g_774, 1, 0, 1
g_779, 0, 0, 1
g_810, 0, 0, 0
g_820, 0, 0, 0
g_966, 0, 2, 0
g_1042, 1, 0, 0
g_1093, 1, 0, 2
g_1097, 0, 0, 0
g_1120, 1, 2, 2
g_1221, 0, 0, 0
g_1331, 1, 0, 1
g_1413, 1, 1, 0
g_1475, 1, 0, 0
g_1566, 0, 0, 0
g_1576, 1, 0, 0
g_1636, 0, 0, 0
g_1734, 0, 0, 2
g_1787, 1, 0, 1
g_1824, 0, 0, 4
g_1862, 0, 0, 0
g_1918, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 32, 0
_IO_stdin_used, 0, 0, 0
