      program_name  constant_write  var_write  read
88    program_9899              20         41   393
89    program_8338               1          5    44
90    program_1914               1         10    13
91    program_3180              10         37   251
92    program_3792              28         46   462
93    program_9364               1         12   161
94    program_6486              12         80   112
95    program_3894               5          8   144
96    program_9965               3         25    90
97    program_6710              20         38   279
98    program_9062               6         35   185
99    program_4280              18         73   450
100   program_9776               1         24    22
101   program_7926               2         31   381
102   program_8200              11         23   432
103   program_1098               1          8    12
104    program_501              21        111   288
105   program_8961               9         11   171
106   program_3659               7         46   318
107   program_4812               4         11   121
108   program_6006              15         25   337
109   program_7477              31        108   141
110   program_5178              16         36   457
111   program_9955              15         66   253
112   program_4732              24        139   161
113   program_9040               3         11   263
114   program_3229              11         69   317
115   program_5704               4         10    84
116   program_2657               1         29    37
117   program_1280               1         31   102
118   program_9316              17         50   375
119   program_6436               7         15   287
120   program_1617               1          5    29
121   program_3980               9         64   118
122   program_4336               1          9    77
123    program_343               9         16   330
124   program_2115              10         56   150
125   program_3364              13         61   199
126   program_6816               1          9    72
127   program_7028               1          5    28
128   program_6842               0          4   263
129   program_4203               6         60   417
130   program_9203               0          9    89
131   program_7324              28         57   324
132   program_8507               1         19    17
133   program_3996               5         20   150
134   program_3359               0          4     2
135   program_7978               6         16   127
136   program_4482              17         71   232
137   program_2182               7         11   204
138   program_7885              16         19   257
139   program_1912               3         28   146
140   program_9277              20        168   259
141   program_5063              13         34   192
142   program_3974              11         39   190
143   program_6001              29         48   353
144   program_7391               6         22   287
145   program_3483               8         21   510
146   program_3018               9         22   216
147   program_9952               7         16   229
148   program_7884              13         71   456
149   program_3091              12         32   152
150   program_2537               1          9   186
151   program_5007               4         20    91
152   program_5598               2         25    85
153   program_1514               3          7   191
154   program_5257              26        156   265
155   program_2550               9         33   493
156   program_9118               8         17   227
157   program_2446              27        121   355
158   program_3988               9         13   199
159   program_9070              28         49   248
160   program_4184               3         18    75
161   program_8074              15         87   257
162   program_7196               5         25   153
163   program_5168              32         39   440
164   program_5172               4          8    86
165     program_29               2         10    43
166   program_1140              12         18   342
167     program_43               2         13    69
168   program_2509               8         15   221
169   program_6281               3         18   197
170   program_2465              16         68   269
171    program_174              16         43   146
172    program_876               7         48   187
173   program_6278              14         30   274
174   program_5351              25        102   871
175   program_9269              11         23   241
176   program_6238              13        222   277
177    program_219              17         29   246
178   program_9390               7         31   431
179   program_2589               1          9    49
180   program_1572               1         25   116
181   program_7267              27         42   502
182   program_6271              14         31    98
183   program_3123              29         79   158
184   program_1574               5         23   134
185   program_4299               1          7   136
186   program_3507              13         65   373
187   program_7112               5         18   233
188   program_7158              14         34   387
189   program_7752               2         20   206
190   program_8926               1         43    25
191   program_9186              14         43   390
192   program_1194              10         17   361
193   program_8774               1          5    51
194    program_816               8         34   339
195   program_4145              12         51   250
196   program_6522               5         16   278
197   program_1257              22         51   191
198   program_3233               0          5   116
199   program_6385               6         11    73
200   program_4633              19        143   280
201   program_9323              11         66   291
202   program_6494              19         58   242
203   program_5426              14         78   418
204   program_8249               7         14   165
205   program_3665              11         29   193
206   program_3103               8         52   184
207   program_4374               2         14    23
208   program_4181              15         89   131
209   program_7738               8         25   149
210   program_9814               8         41   276
211   program_6777               7         22   263
212   program_5895              11         20   270
213   program_6974               8         23   294
214    program_345               9         41   283
215   program_3112               4         16   151
216   program_6701               7         10   168
217   program_8969               5         32   152
218   program_8253              10         34   180
219   program_5675              23         44   411
220   program_9127              25         60   194
221   program_5093              12         88   133
222   program_2203               8         25   292
223   program_4979              13         20   387
224   program_3478               9         50   113
225   program_1720               0         51    17
226   program_5029               7         49   247
227   program_9641              12         58   300
228   program_6537               2         17   109
229   program_9928              24         30   311
230   program_1916               1         13   181
231   program_4876              15         19   328
232   program_5231              28        134   251
233   program_6482              10         19   204
234   program_5380               3         45   263
235   program_2884               2         53    66
236   program_7117               9         21   278
237   program_8957               1          5    39
238   program_9052              19         91   241
239   program_1892               1         22    21
240   program_9289              17         97   221
241   program_7045               9         20   262
242   program_9414               3          8   103
243   program_7713               5         20   151
244   program_3741               4         27   186
245   program_7055               1          6    12
246   program_4612               2          5    55
247   program_2687              19         25   366
248   program_5314              11         29   318
249   program_2410               2         20    49
250   program_3814               7         18   290
251   program_2973              11         20   298
252   program_6889              30         42   657
253   program_1073               3          7    52
254   program_7513               3         14   167
255   program_5923              11         79   187
256   program_1234              16         34   411
257   program_8313               6         11   115
258   program_6876               7         13   104
259   program_3863              21         37   304
260   program_1091              15         33   139
261   program_6632               6         35   335
262   program_7020               0          9    56
263   program_4395               3         44    32
264   program_1567              12         27   346
265   program_9054              19         93   316
266   program_7623              18         47   357
267    program_869               3          9   142
268   program_1840              17         30   201
269   program_2982              10         28   232
270   program_8525               4         36    97
271   program_1327               3         24   214
272    program_877              14         15   359
273    program_571               1          5    30
274   program_1958              13         43   418
275   program_2240              27        150   301
276   program_9049               1          5    41
277   program_1213               1         36    33
278   program_9221               6         29   126
279   program_1986               7        134   131
280   program_6322               1         28   238
281   program_7992              17         35   268
282   program_9028              20         57   287
283   program_3126              14         40   161
284   program_8809               4         15   143
285   program_8398              13         32   243
286   program_6468               2         22   102
287   program_4759               5         10   121
288   program_4287              13         18   405
289   program_1740              16         98   210
290   program_5057               1          4    32
291   program_2888               2         36   250
292   program_2529               4         10   149
293    program_661              16         26   262
294   program_3523               0          8    88
295   program_7455               4         29   249
296   program_2180              14         34   390
297   program_2869              20         36   757
298   program_5763               5         33   192
299   program_7606               1          5    36
300   program_1650              14        113   141
301   program_1891               1          3    12
302   program_6870               4         24   415
303   program_8777               4         22   149
304   program_7599               9         24   153
305   program_7767              11         94   175
306    program_496               5         60   123
307   program_9080               3         17   139
308   program_8744               4         33   220
309   program_4844              10         21   152
310   program_6051              14         31   254
311   program_4724              14         39   295
312   program_5614               3         43    71
313   program_8838              27        151   280
314   program_3748               2          5    55
315   program_1853               1         37    30
316   program_7804              15         64   318
317   program_1864              33        174   243
318   program_8634              15         47   205
319   program_2628               5         29    82
320   program_3066              36        103   179
321   program_7595              12         64   129
322   program_3552              26         93   208
323   program_2522              16         23   370
324   program_5775               4         18    51
325   program_9885               2          6    77
326   program_4671               2         10    71
327   program_9065               8         20   165
328   program_5705               0          9   191
329   program_8453              18         46   199
330   program_9150               7         33   220
331   program_8597              16         29   278
332   program_7504               8         79   176
333   program_8095              11         61   162
334   program_7691              32         62   448
335   program_3848               8         51   218
336   program_1506              15         32   192
337   program_4414              13         39   114
338   program_4755               1          9    56
339   program_7963              27        100   241
340    program_254               8         11   292
341   program_3471               4         22   276
342   program_3615               3         12   345
343   program_7952              14         61   277
344   program_7498               3         44    25
345   program_2423              16         30   276
346   program_3742               7         24   113
347   program_8614              14         58   564
348    program_632               0         11    30
349   program_2814               5         41   209
350   program_8483              17         24   279
351    program_557              20         57   191
352   program_6869               2         29    39
353   program_3139              22         73   223
354   program_3745              17         82   484
355   program_4370              28        129   176
356   program_7955               2          6    61
357   program_9983               1          9    85
358   program_8247               2         38    63
359   program_2435               4         21    57
360   program_7594               1          8    54
361   program_6415               3          8   231
362   program_5672               3          5   143
363   program_3697               4         57   165
364    program_435               9         43   230
365   program_4115               6         13   171
366   program_4319              22         67   324
367   program_1034              24         48   462
368   program_5752               9         19   155
369   program_1448              27        136   260
370   program_7317               2          8    28
371   program_5863               2         18    29
372   program_2650              14         80   272
373   program_9093              14        125   211
374   program_2696               5         36    68
375   program_4284              12         63   131
376    program_823               5         36   150
377   program_6308              26         51   315
378   program_7765               3         45   186
379   program_1645               6        100   168
380   program_2259               1         45    60
381   program_8652              13         24   289
382   program_8935               5         10   381
383   program_2889               3         30   120
384   program_6984               0         11   120
385   program_9382               7         25   455
386   program_7006              32        107   240
387   program_3505              10        101   164
388   program_9469              10         33   126
389   program_9250              24         29   301
390   program_7185               1         28    33
391   program_8771              10         34   114
392   program_8680              11         51   264
393   program_2603               9         14   341
394   program_8261              28         34   423
395   program_4448               1         14    15
396   program_7079               0          4   117
397   program_7400               2         26    26
398   program_9493               3         14    12
399   program_7947              12         41    96
400    program_749              18         37   272
401   program_9234               4         16    82
402   program_9162               6         16   330
403   program_2262               8         32   214
404   program_3832               3         18   307
405   program_6466               7         58   110
406    program_921               6         54    94
407   program_4127              47         87   548
408   program_8688               2         23   101
409   program_9348               8         65   353
410   program_1066              19         23   395
411   program_6183              21        127   233
412   program_3416               3         23   103
413   program_5692              11         25   561
414    program_298               1          9     8
415   program_2141               4         11   288
416   program_8914              23        139   241
417    program_742               9         84   222
418   program_4123               0          4    62
419   program_5778              21        159   239
420   program_3877               8         55   109
421   program_2380               7         41   132
422   program_4076               9         15   192
423   program_6514               7         16   119
424   program_9726               1          5    75
425   program_2752               9         80   204
426   program_8707              10         18   126
427   program_4797              27         83   166
428   program_3642              11         29   283
429   program_4766              16         32   278
430   program_7034              12        108   132
431   program_1711              15         46   573
432   program_3031               7         11   193
433   program_3171               5         13    96
434   program_7072               3         27   145
435   program_3315               4         39    72
436   program_5768              22         32   260
437    program_349               9         15   149
438   program_7035              14         24   306
439    program_478               2          9    10
440   program_3007               6         16   320
441    program_963               0          8   113
442    program_357               1          5    78
443   program_4926              26         47   622
444   program_6915              11        124   264
445   program_3380               4         10   104
446   program_3861              23         31   161
447   program_6521              17        123   274
448   program_4420               7         20   330
449   program_4948              18         75   229
450   program_6014              18         50   161
451   program_2463               4         14    85
452   program_7169               1         26    22
453   program_5608              10         32   143
454   program_7890              15         26   231
455   program_5575               9         72   148
456   program_4901              14         33   229
457   program_4967              17        120   113
458   program_5869              15         68    89
459   program_9897               4         10   106
460   program_5269              10         20   224
461   program_5271              31        103   166
462   program_2064              13         16   579
463   program_9760               3         12   384
464   program_5527               0         28    70
465   program_2139               8         16   247
466   program_3726              10         21   326
467   program_8958               4          8    56
468   program_5870              22         30   370
469   program_4338              14         26   429
470   program_2594              11         18   220
471   program_6139               6         20   168
472   program_6689               6         34   196
473   program_2319              16         55   267
474   program_8501              10         27   245
475   program_5109              15        100   159
476   program_2697               9         70   362
477   program_9090              10         74   210
478   program_6912              12         71   163
479   program_8668               7         17   187
480   program_5362               6         52   253
481   program_1932              23         23   418
482   program_5793               3         15    50
483   program_2040               2          8    24
484   program_8884              12         57   238
485    program_895              15         92   241
486   program_7540              10         26   745
487   program_2903               2         26    21
488   program_1287              21         30   239
489   program_1315               1          5    59
490   program_6941               9         30   183
491   program_7604              13         43    65
492    program_613               8         10   164
493   program_6676               6         18   451
494   program_2221               5         32    31
495    program_885              20         98   148
496   program_6120              12         64   458
497   program_8613              14         24   248
498   program_6221              19         43   346
499   program_9131               1          6    57
500   program_2683              14         35   250
501   program_1322               1          5    54
502    program_703               4          9   136
503   program_2439              24         39   335
504    program_929              16         76   430
505   program_2196              12         28   262
506   program_5950               7         16   174
507   program_2049              14         33   340
508   program_3682               1         38    75
509   program_1939              22        136   212
510   program_1141               7         95   144
511    program_271               7         26   127
512   program_8850               5         98   113
513   program_2339              18        101   288
514   program_8837              10         14   287
515   program_5759               1          9    84
516   program_6513               6         24   253
517   program_8687               7         18   302
518   program_7272              10         44   310
519   program_2445               0         26    14
520   program_2033               8        102    63
521   program_8375               6         25   104
522   program_1021               5         16   181
523   program_9810               5         25   124
524   program_2507               6         31   151
525   program_5834               4         33   159
526   program_3973              15         45   225
527   program_8353               5          9   276
528   program_2455              15        109   290
529   program_7994               3         19    38
530   program_8918               4         32    77
531   program_8756               7         27   257
532   program_9963               4          7    20
533   program_4212              15         38   188
534   program_4218               8         20   339
535   program_6778               9         13   127
536   program_8381               0         18    16
537   program_9051               9        107   152
538   program_6219               5         52   230
539   program_3433               9         22   168
540   program_7782              11         41   282
541   program_4823               3         36   192
542   program_8883              13         28   347
543   program_7290              10         41   272
544    program_726               7         27   171
545   program_4486               1          8    40
546   program_1510              14         22   240
547   program_6424               8         16   186
548   program_1070              14         30   497
549    program_291              14         43   210
550   program_6413              10         48   330
551   program_2077               2         13   181
552   program_1421              21         12   613
553   program_2285               2          6    36
554   program_9310               2         20   312
555   program_7373               9         40   291
556   program_2001              21         15   212
557   program_4565              11         47    59
558   program_5277               6         23   318
559   program_6972              17         23   293
560   program_5591               9         65   289
561   program_4348              13        111   154
562   program_6820              22         57   335
563   program_9264              15         53   151
564   program_4614              17        144   288
565    program_145              12         18   517
566   program_8557              14         16   308
567   program_7278               1          3     4
568   program_9701               9         52   294
569   program_8860               5         40   135
570    program_511               5         17   106
571   program_8741              12         16   246
572   program_8146               2         14    16
573   program_1591               7         33    65
574   program_1330               3          7    46
575   program_6161               5         29   231
576   program_7428              12         80   151
577   program_8857              10         76   125
578   program_8304              13         45   209
579    program_803              14         28   292
580   program_1505               6         29    77
581   program_7188               1          5    37
582   program_1570              17        135   229
583   program_4868              15         21   211
584   program_9557              15         21   189
585   program_5158               3         19    56
586   program_1114              16        100   278
587   program_6147               5         10   117
588    program_717               3         29    55
589   program_6483              13         96   218
590   program_2416              13         85   191
591   program_3759              10         31   130
592    program_790               1          5    59
593   program_5049              16        102   115
594    program_972              13         64   307
595   program_3670              12         16   250
596   program_1588               1          5    49
597   program_4003               7         33   270
598   program_9585               8         31   147
599   program_7576              27        154   283
600   program_5691              16         26   301
601   program_4044               4         24   176
602   program_9174              15         44   305
603   program_7292               1          4   190
604   program_1413               6         54   362
605   program_8670               0         16    16
606   program_1496               9         44   133
607   program_2419              16         86   159
608    program_515               4         46   134
609   program_1292              13         34   404
610   program_5651               2          8    29
611   program_6579               1          7     9
612   program_3198               7         35   163
613   program_3903               9         25   212
614    program_935               0          6    73
615   program_8576               6         14   179
616   program_8354              15         70   182
617   program_7749               6         82   220
618   program_7111              12         35   336
619   program_7956               1          9    89
620   program_3953              21         46   212
621    program_278               1         35    41
622    program_191              12         30   276
623   program_6453               2          6    67
624   program_3696              19         37   341
625   program_5012              19         31   272
626   program_7597               4         10   149
627   program_8226               4         85   194
628   program_8463               2         12   238
629   program_1870              17         72   286
630   program_5379               4         20   342
631   program_7505               8         13   114
632   program_2607              20         28   350
633   program_6256              10         27   240
634   program_8647              11         26   100
635   program_9343               7         33   461
636   program_7993              14        139   318
637   program_7350               5          9   108
638   program_4869               4          5     8
639    program_361               0          4    30
640   program_1594               6         23   247
641   program_5737               3         16   170
642   program_1334               2         15    27
643   program_9329              21        148   143
644   program_9559              11         20   215
645   program_6731              20        224   334
646   program_7377              36         58   500
647   program_1450               2         14   126
648    program_676              22        122   245
649   program_2692               0          4    84
650   program_7200              20         29   199
651   program_6670              14        131   250
652   program_6209              14         47   293
653   program_8669               3         21   102
654   program_3473              18         34   299
655   program_2234               2         11    63
656   program_8000              10         27   337
657   program_6489              15         98   190
658   program_7164               0          8    64
659   program_7394               2          5    39
660   program_8332              22        119   207
661   program_7220               6         54   142
662   program_5881               0          4   150
663   program_3577               7         42   135
664   program_5560              28         41   416
665   program_7243              30         45   821
666   program_6267               7         67   244
667   program_5341               5         15   202
668   program_7900              16         97   150
669   program_4623              28         42   949
670   program_6397              14         89   168
671   program_5186              11         68   194
672   program_9640               6         23    91
673    program_662               5         23   293
674   program_1786               2         16    75
675   program_3871              17         45   319
676   program_7802              23         51   278
677   program_6440               5        122   128
678   program_2868               0          9    60
679    program_868               4         14   117
680    program_734              21        124   161
681   program_2822               3         10    98
682   program_2718              15         35   310
683   program_9448               2          9   181
684   program_5217               0         25    10
685    program_346              18         32   338
686   program_1855              11         49   193
687   program_7932              31        159   204
688   program_5710              17         81   185
689   program_9235               0          4    29
690   program_7753               0         10    85
691   program_1814               0          9    64
692   program_6962               9         37   228
693   program_5069              14         27   299
694   program_8997              12         20    45
695   program_7446              15         19   255
696   program_9956               1          9    59
697   program_2710               7         60   330
698   program_6509              23         26   282
699   program_6273              17        163   221
700   program_2277              12         24   347
701   program_9217               9         38   262
702   program_5798              10         33   146
703   program_1733               3          9    96
704   program_7222               3         17    89
705    program_689              18         58   389
706   program_4875               7         17   305
707   program_3097               3          9   106
708   program_2205              15         27   264
709   program_5083               2         12   176
710   program_6202               2         35    76
711   program_1904              19         64   241
712   program_2925               2          5    56
713   program_5115               8         12   130
714   program_8025               3          9   297
715   program_1571               9          7   143
716   program_9717              10         51   320
717   program_8676               5         54   168
718   program_5965               1          5    50
719    program_890               2          9   203
720   program_2228               2          6    49
721   program_3809              11        115   118
722   program_3603               6         13   261
723   program_4217               8         35   297
724   program_1488               9         23   329
725   program_7405               0         18   209
726   program_5431              19         93   182
727   program_2712               1          5    79
728   program_6694               4         18   112
729   program_3591               9         13   413
730   program_7536              19         41   358
731   program_4497               7         53    64
732   program_4097              12         69   152
733   program_2059               3         19    69
734   program_9741              12         60   190
735   program_6665               3         10    71
736   program_8214              10         14   764
737   program_9430              20         38   386
738   program_1951               3          7   122
739   program_5957               5         46   173
740   program_8351               2         15    18
741   program_8299               5         45   186
742   program_1679               9         20   337
743   program_7038              15         53   242
744   program_3660               1         40   195
745   program_6300               7         48    79
746   program_4463               9         62   114
747    program_946              21         48   477
748   program_4918              12         32   254
749   program_1350               4         22   148
750   program_7632               2         19    41
751   program_2284               8         53   271
752    program_264               1          9    79
753   program_2672               8         18   138
754   program_7107               6         58   195
755   program_2350              19         42   260
756    program_233               9         26   183
757    program_212              18         34   609
758   program_8171              34        124   272
759   program_2577               0         10    32
760   program_9855               7         10   199
761    program_335               9         10   180
762   program_9241               5         69   145
763   program_9510               4         10    98
764   program_1758               2          9    65
765   program_2415              11         20   216
766   program_1363               3         14   581
767    program_214               9         21    92
768   program_4687               1         25    21
769   program_7271              16         27   341
770   program_9237              33         40   459
771   program_6887               1         13   337
772   program_7836               3         11   137
773   program_9394              13         21   352
774   program_5986               2         17    12
775   program_7621              20         45   194
776   program_4985               1          8    16
777   program_2146              11         37   180
778   program_1950               9         26   251
779   program_6801              15         29   285
780   program_1628               3         18    50
781   program_5365               4         30    81
782   program_6425              17        111   314
783   program_1537              21         27   310
784   program_1313              15         47   402
785    program_280               2         28   177
786   program_6119               3          5    50
787   program_1110              13         80   123
788   program_6277               3         12    73
789   program_5140              22         86   272
790   program_2735              19        116   217
791   program_5641              16         37   339
792   program_4137              12         18   277
793   program_1694               3          9    23
794   program_9311              20         26   284
795   program_2742              28         47   328
796   program_7820               7         17   160
797   program_9546              15         18   517
798   program_7480               2         89    37
799   program_7879               1         24    12
800   program_8389              11         17   276
801   program_5665              13         58   295
802   program_3024               1          4    68
803   program_1652              14         73    85
804   program_1377               1          9    54
805   program_2482               5         11   106
806   program_5878              13         54   150
807   program_9877              17        100   269
808   program_3777               8         14   190
809   program_4230               9         39   212
810   program_1090              12         32   465
811   program_6906               9         13   100
812   program_1258               0          4   107
813   program_3543               0          4   108
814   program_1459               1         36   167
815   program_6412              13         69   255
816   program_7577              14         27   174
817   program_3693              17         41   335
818   program_1440              14         59   238
819   program_9520               8         18   360
820   program_8655               3         25   107
821   program_4729               6         22   242
822   program_4776               1          8    15
823   program_3592              13         32   368
824   program_5200               1          7   112
825   program_7811               5         17   152
826   program_5250              10         19   305
827   program_8106               7         46   223
828   program_6086               1          9   118
829   program_4622               9         48   167
830   program_4439              32        136   283
831   program_8782               5         11   140
832   program_5516               1          6    82
833   program_4745               1          9    14
834   program_5738               4         11   158
835   program_5686              10         18   292
836   program_3451               0         44    21
837   program_5070               3         19   247
838   program_8808               4         24    58
839   program_2655               2          9   122
840   program_2827              15         24   364
841   program_5949              22        115   301
842   program_3360               7         31   140
843   program_1255              18         30   613
844   program_1058              18         83   132
845   program_1902              12         14   230
846   program_8266               8         15   270
847   program_8993               7         27    57
848   program_9280              14        145   198
849   program_3964              16        100   125
850   program_6110              10         22   235
851   program_5361              10         37   205
852   program_4873               4         16    30
853   program_7225               5         28    66
854   program_6947               4          8   141
855   program_6073               3          7    40
856    program_386               1         13    82
857   program_7378               1         24    14
858   program_8485               4         23   119
859   program_8633              12         57   177
860   program_8758               9         33   146
861   program_4180              11         20   200
862   program_9582               2         18    22
863   program_7938              19         31   258
864   program_8917               2         11    99
