      program_name  constant_write  var_write  read
242   program_1490              10          6    27
243   program_9628               9         15     5
244   program_9604               0          4     5
245   program_2364              11        150    22
246   program_2666               5        408     7
247   program_6636              13          1     0
248   program_6571               0         38     2
249   program_3349              13          3     0
250   program_5678              28          4     2
251   program_9357              28         26     9
252   program_3137              18          7     0
253   program_4244               0         39     2
254   program_7302              32         10     1
255   program_8659               3         13     8
256   program_3766               8         22     6
257   program_4464               5          1     0
258   program_6134              55         21     9
259   program_7017              42         29     6
260    program_284               0         22     2
261   program_3652              40         86    28
262   program_8268               9         73    15
263   program_6794              21          2     0
264   program_9227               0         48     3
265   program_5074              75          0     0
266   program_1486               1        147     4
267   program_3057              31          0     0
268   program_6643               1         85     2
269   program_6682              14         22    13
270   program_2894              16          6     1
271   program_7911               0         80     3
272   program_9549              20         21    20
273   program_8128              19          0     0
274   program_8038              58         19     2
275   program_6902               8          1     0
276   program_1267              11         61    45
277   program_1332              22          0     0
278   program_9358               0        165     2
279   program_9399               0         29     3
280   program_7883              44         44    11
281   program_5723              14         17     6
282   program_4052               5         16     3
283   program_2409              14        132    24
284   program_2310              18         19     6
285   program_8932              25        403    21
286   program_7893              16          8     4
287   program_4197               0          8     2
288   program_3067               0         16     2
289   program_8576               1        168     2
290   program_5359              11        188    12
291   program_4974               1        123     4
292   program_9550              52          0     0
293   program_5705               1        392     4
294   program_1037              26          4     0
295   program_7565              24         23    11
296   program_9681               7        136     6
297    program_775              12         68     8
298   program_6303               0         29     2
299   program_9054              63         41    14
300   program_5595              97         49    19
301   program_8299               0        238     2
302   program_2111              23         40    25
303   program_4943               2         82     6
304   program_8927               1         78     2
305   program_5157              15          0     0
306   program_1729               6        158    30
307    program_872               7        111    15
308   program_8390               2        170     3
309   program_7534               0        233     2
310   program_9320              34          9     1
311   program_1097               4          1     1
312   program_3685              15          5     1
313   program_7697               1         28     2
314   program_5797              12         24     7
315   program_4258              33          0     0
316   program_3505               1        319     2
317   program_8899               2        308     6
318   program_6644               6          6     8
319   program_3599              16          3     1
320   program_8328               3         58     6
321   program_1722               3         46     5
322   program_2431               3         26    12
323   program_2355              18          0     0
324   program_7747              14        229    10
325   program_3281               6        112    16
326   program_1859               0         24     2
327   program_7945               0        223     2
328   program_8834               7        393     7
329   program_9338              10          0     0
330   program_9735               9          0     0
331   program_9802               0        190     2
332   program_3768              14          8     6
333   program_6808               0         68     2
334   program_9750              20         59    27
335   program_3892              11        422    14
336   program_4159               0         82     3
337   program_5927              26         27     9
338   program_1963              12          4     0
339   program_4729              20         98    31
340   program_2681               0        159     2
341   program_4497              62          9     4
342   program_2498              15          0     0
343   program_4007              25        323    21
344   program_2253              22          2     0
345   program_4284              33          5     1
346    program_504              31         23     6
347   program_5069               0         64     2
348   program_2396               0         55     2
349   program_8928              14         28    18
350   program_4128               7          2     1
351   program_3059              10         85    32
352   program_1487              15       1046    35
353   program_4866               9          0     0
354    program_540              32         37    22
355   program_9263               4          0     0
356   program_6093               6        104    11
357   program_6273              39          4     0
358    program_142              16          4     0
359   program_7750              18          6     7
360   program_1170               0        300     2
361   program_9600              30         15    17
362   program_9540               5         63     8
363   program_8794               1        185     4
364    program_665               0         71     2
365   program_6040               7          3    12
366   program_3756              26          2     4
367   program_7293               5          4    12
368   program_7378              22          2     1
369   program_3439              19        301    25
370   program_2136               0        141     2
371   program_2257               3          0     0
372    program_144              19         18    28
373   program_6314              32         63    32
374   program_9374              14         21     7
375   program_1466              15          2     3
376   program_1623               0        309     2
377   program_2350               7        131     7
378   program_1274              29          0     0
379   program_5986              18          0     0
380     program_66               5         21     9
381   program_8488              25          0     0
382    program_645              17          4     1
383   program_9095               6          0     0
384   program_9806              20          4     3
385   program_3063              29          6     8
386   program_9712              31          0     0
387   program_8710               0          0     2
388   program_3331              14        154    14
389   program_4671               0        151     2
390   program_9256               8        224    12
391   program_1201               0        118     2
392   program_6640              24          8     1
393   program_3172               2          0     0
394   program_8173              17          6     0
395   program_2951              76         96    43
396   program_3450               4          3     1
397    program_885              13        212     9
398   program_5629               0        133     3
399   program_4973              33          0     0
400   program_8682              33          3     1
401   program_2538              78         27     5
402   program_7472               3         77     7
403   program_1764               4         71     6
404   program_9605              33          0     0
405    program_301               6          1     0
406   program_1933               7        340     4
407   program_2884              41         29    16
408   program_2636               2        256     5
409    program_182              24          0     0
410    program_261               1        347     9
411   program_6253              52         71    37
412   program_3186              26          4     0
413   program_3125              23          0     0
414   program_5508               4          2     1
415   program_4773               0         87     2
416   program_7504               0        107     2
417   program_7072              30          2     1
418   program_3567              22          2     0
419   program_5357               0         68     5
420   program_6821               5          0     0
421   program_1733               5          0     0
422   program_2994              30          0     0
423   program_2767               6          0     0
424   program_6097               3        278     9
425   program_5673               0         40     2
426   program_6756               1        177     7
427   program_8429              30          9     5
428   program_6063              45         25    21
429   program_7627              18        110     8
430   program_8102               3        131     3
431   program_4132              16          1     0
432   program_4929               0        142     3
433   program_5467               3         69     4
434    program_619              18          0     0
435   program_1574              15          2     0
436   program_8114               0        268     2
437   program_5981              26          0     0
438   program_4463              13          0     0
439   program_8746              34          8     3
440   program_9316               0         48     2
441   program_9215              27          4     1
442   program_3620               0         28     2
443   program_6400               4         24     5
444   program_4501              13         61    19
445   program_8067               2         41     3
446   program_7088               7          2     1
447   program_3859              27        336    33
448    program_666               2        412     4
449   program_6513               2         56    12
450   program_3000               0        204     2
451   program_2219               1        266     4
452   program_6415               1          1     3
453   program_9812              13         23     8
454   program_2667               0          3     4
455   program_7168               2        259     7
456   program_4367              10        230     8
457   program_2349              19          0     0
458   program_2331               3         67    13
459   program_4805               7          0     0
460   program_4657               0         87     2
461   program_8755              37          2     0
462   program_8471              54          2     1
463   program_3336               0         45     3
464   program_4513               0         32     2
465   program_8887               0          8     2
466   program_7877               1        290     5
467   program_5304              11          0     0
468   program_9171               0         32     2
469   program_3132               5          0     0
470   program_2797               2         50     3
471   program_5700              13          0     0
472   program_4304               0         50     5
473   program_6228               0         55     2
474   program_2555               0         98     7
475   program_5686               0         58    16
476   program_5813              41          6     1
477   program_2676              13          1     1
478   program_4828               1         41     3
479   program_3021               4          0     0
480   program_9197              25          3     2
481   program_4500              33         19    11
482   program_2255              23          6     1
483   program_6154              38         23    26
484   program_9136               0         49     3
485   program_2752              23        135    10
486   program_9721               0         32     2
487   program_6231              11        147    18
488   program_5320              30         10    13
489   program_4992               0        125     7
490   program_8527              22         21    13
491   program_2641               3         67     7
492   program_3820               0        111    15
493   program_5833              15          0     0
494   program_7045               2        182     3
495   program_1575              17          2     1
496   program_5953              12          0     0
497   program_9795               1        224     4
498   program_6478               4        165     4
499   program_7665              35         55    48
500   program_6942              17          0     0
501   program_7369               0         13     3
502   program_3716               4          0     0
503   program_2104               9          2     1
504   program_5422              20          0     0
505   program_9243              10          3     0
506   program_7456              22         22     7
507   program_4763              24          0     0
508   program_2897              76          4     2
509   program_1123               0        127     2
510   program_3837              16        168    19
511   program_8645               4         35     6
512   program_3667               0        207     2
513   program_8555               0        174     2
514   program_7323              11          5    19
515   program_9250               6          1     0
516   program_9603              12         11     2
517   program_5543               0         85     4
518   program_5594               0        191     2
519   program_6160               9          4     1
520   program_6552               3        118     2
521   program_6128               0         24     2
522   program_6516              21         18     7
523   program_3480              16         17     5
524   program_3423               4         53    10
525   program_6607               8         62    25
526   program_7620               9          6     6
527   program_3230              15          4     3
528   program_5606               1         47    18
529   program_9247               6          6    26
530   program_1968              24          0     0
531   program_6183              19        987    22
532   program_1809               0         39     2
533    program_262               0         41     6
534   program_4090              25          8     1
535   program_7300              22          7     3
536   program_7629              22         14     1
537   program_2273               1        104     9
538   program_8846               3         26    10
539   program_8181              29         14     7
540   program_5506              21          4     3
541   program_1583               5         55     8
542   program_1962               2         57     3
543   program_8213               0        255     2
544   program_6418              22          2     1
545   program_6747              17          0     1
546   program_8822               0         63     2
547   program_6135              43         38    13
548   program_6302              20          6     2
549   program_6476               2        210     3
550   program_9204              16          8     1
551   program_8105              26          0     0
552   program_2910               8         38    19
553   program_2888               1        270     2
554   program_9980               5         70     4
555   program_4662              18        147    15
556   program_6891               0         36     2
557   program_7723              23        162    28
558   program_6086               1        334     6
559   program_5787              28          7     3
560   program_7948              20         25    11
561   program_9317              14        131     6
562   program_2816               4        402    11
563    program_297              40         23    17
564   program_6479              10         93     9
565    program_788               0         70    11
566   program_6339              25         15     4
567   program_4040               0        177     2
568   program_3472              10         10     7
569   program_5484              24          0     0
570   program_6171              18          4     0
571   program_4838              24          0     0
572   program_4072               0        199     2
573    program_108              15          2     1
574   program_6831               3        120     6
575   program_7265               0        199     3
576   program_4754              58         34    17
577   program_6596               8        240     7
578   program_7313               7          0     0
579   program_3484              16         23    14
580   program_3986              24          5     0
581   program_9965               1        292     3
582   program_8166               0         66     3
583   program_2325               2        151    11
584   program_7812              25          5     4
585   program_7247              12         10     3
586    program_676              24          0     0
587   program_3819               1        253     2
588   program_4028              14          4     1
589    program_914              18          0     0
590   program_3024               0        115     2
591   program_6325              24         27    20
592   program_3269              47          6     3
593   program_5125              19         12     6
594   program_8276              86        102   158
595   program_5709              18         10     4
596   program_2089              23         14     6
597    program_864              15          4     2
598   program_1459              29          0     0
599   program_6546               0        135     2
600   program_6100               3        157     7
601   program_5335               0         53     3
602   program_1659              11          3     0
603   program_6055               0        127     2
604    program_838              40          8     2
605   program_4462              40          4     1
606   program_1410               0        268     2
607   program_8926              41          3     2
608   program_7775              18          4     0
609   program_9440               2        247     3
610   program_8478              23          3     3
611   program_7865               0        412     3
612   program_6297              14          7     1
613   program_3518              12         29    40
614   program_2834              23          3     5
615   program_9930              60         19     7
616   program_9676               1         41     2
617   program_2172              18         14     5
618   program_9562               2         38     4
619   program_5044              18          2     1
620   program_3713               0         48     2
621   program_7026              66          9     4
622   program_6522               6          2     0
623   program_9831               1         99     3
624   program_4242               5          5     0
625   program_1990              11        112    10
626    program_661              24         23    51
627   program_3303               0         10     5
628   program_2495              39         33     7
629   program_3192               5          0     0
630    program_554               0         64     2
631   program_2202               7         13    22
632   program_1152               1        106     3
633   program_5548               0         16     2
634   program_2000               6        226     5
635   program_3500              23          0     0
636   program_6945               8        217    11
637   program_7761              17          0     0
638   program_1007               2        152     3
639    program_896              29          3     0
640   program_7290               1         91     3
641   program_4093               6          0     0
642   program_8376               6          0     0
643   program_2251               0        134     2
644   program_6496              13          8     0
645   program_2875               2        257     5
646   program_7362               7          1     0
647   program_2588               7          1     1
648   program_5835               3         76     2
649    program_888               6          0     0
650   program_9415               0         95     2
651   program_8553              52          8     3
652   program_6790              27          4     5
653   program_7805              24         22     8
654     program_10              47          4     1
655   program_5385               8          2     7
656   program_5579              36        360    33
657   program_3534              30         29    12
658   program_5766               1        117     4
659   program_8451              35         15     2
660   program_9275               5         31     9
661    program_407              24         12     0
662   program_6488               1         57     3
663   program_9502               5         72     4
664   program_9347              10         58    41
665   program_4519              13          3     6
666   program_4006              26         10     0
667   program_9744               0         14     4
668   program_8035              32         21     9
669   program_1100               8          0     0
670   program_4792               0        206     2
671   program_2678               0         23     6
672   program_3395               7         11     4
673   program_2097              32         29     7
674   program_4674              16          4     6
675   program_8189               4        183     2
676   program_7266              37          8     4
677   program_1522               0        199     2
678   program_6562              46         24    17
679   program_2823              22          5     1
680   program_7405               0         78     4
681   program_3556               9         54     8
682   program_4097               0         87     2
683   program_7786               0         31     2
684   program_2274              22        263    32
685    program_342               1         71    14
686    program_237              22          0     0
687   program_3348               2         17     2
688   program_1676               9          1     1
689   program_2242               0         20     2
690   program_2781              19          4     3
691   program_6300              21          3     0
692   program_4989              15        211     8
693   program_2977               1        163     2
694    program_633               5          0     0
695   program_1606              48          9    10
696   program_9894               0         17     7
697   program_1893              23          1     0
698    program_780              20          0     0
699   program_6278              37        188    35
700    program_264               0        228     2
701   program_2125              16          0     0
702   program_5368               8        191     2
703   program_7173               0         26     2
704   program_1879               0        270     2
705   program_8054              70          2     1
706   program_6148               0        354     3
707   program_3508              17          9    10
708   program_8744              13         13     6
709   program_8008               7         68    17
710   program_4447               2        125     5
711   program_5160              13          9     3
712   program_1945              28          2     0
713   program_6984               0        139     6
714   program_4050              10         10     3
715   program_9874               0        246     2
716   program_9401               4          5     1
717   program_3577               0         48     2
718   program_4453               0         19     2
719   program_1004               0        168     2
720   program_9266               0        156     2
721   program_8283               0         82     6
722    program_979              39          2     1
723    program_732               0         27     2
724   program_8695              18        102    16
725   program_3958              25          8     4
726   program_9794               3        139    13
727   program_8430              13          4     1
728   program_2314               8          4     1
729   program_4669               0          2     3
730   program_3814              18        549    47
731   program_7490              11          6    11
732   program_1692              15          6    40
733    program_931              12        331    13
734   program_3805               9          0     0
735   program_2076               5         27     6
736   program_8068              26          0     0
737   program_6625              14          4     2
738   program_4004              27         13    10
739   program_5990              90         64    27
740   program_9052               2        134     7
741   program_3644              21         13     6
742   program_4124               8          0     0
743   program_4886               4        218     3
744   program_9125               3         22     4
745   program_6383               6         55    10
746   program_7061              36          5     4
747   program_7372               6          0     0
748   program_2597              26          0     0
749   program_3044               5         14     6
750    program_940               6          6     6
751   program_2248              18          1     0
752    program_626              11          2     0
753   program_8643              33          7    14
754   program_6677               0         48     2
755   program_2215               4          0     0
756   program_7536              47         33    18
757   program_6492              10          3     0
758   program_2004              23          0     0
759   program_9760               4        130     9
760   program_9856              34         27    11
761    program_586              12          4    18
762   program_8091               1        150     3
763   program_3897              27          0     0
764   program_3549               1         33    14
765   program_9854               4          0     0
766   program_2319               0        279     2
767   program_1560               0        405     2
768   program_3512               4         72     5
769   program_1191               0        114     5
770   program_4450               1        111     2
771   program_4325              10          7    18
772   program_6075               0        110     3
773   program_3723               0         78     2
774   program_4757               2          5     6
775    program_765               0         86     2
776   program_1720              51          0     0
777    program_133              16          1     0
778   program_4870               5          0     0
779   program_6843               0         32     2
780     program_60               0         55     9
781   program_6203               8          4     2
782   program_4297              40         49    30
783    program_667              23         14    14
784   program_5046              18          0     0
785   program_3005              19         13     7
786   program_9426               1         83    12
787   program_6550               1         28     5
788   program_1715              22         21    27
789   program_8207              27          2     1
790   program_2348               4        127    12
791   program_8622               5         65    16
792   program_2840               4         11     4
793   program_3835              17         11    70
794    program_492               2          2     3
795   program_1759               6        726    16
796   program_4853              27         15     3
797   program_1611               0         88     2
798   program_9927              28          2     0
799   program_8938              78         20     1
800   program_1703              29          0     0
801   program_1689               0         40     2
802   program_8435               0         79     2
803   program_5167               0         64     2
804   program_7038               0        152     2
805   program_4363               0        126     2
806   program_9411              20          0     0
807   program_9919               0        166     2
808   program_6861              29          0     0
809   program_6362              28         31    16
810   program_7104               7          7     7
811   program_1494              10         10     3
812   program_3176              21          0     0
813   program_2129               7          0     0
814   program_4019              22        752    21
815   program_9942              36          0     0
816   program_1009              17          0     0
817   program_6540              28         27    11
818   program_1145               1         85     2
819   program_1691              11          0     0
820   program_4860               0         79     2
821   program_2765              19         12     4
822   program_6576              21          4     1
823    program_230              23          0     0
824   program_9864              11          0     0
825   program_7053              18          4     5
826    program_585               2          8     3
827   program_3487              28          0     0
828   program_7522               0         16     2
829   program_7019              13         18     6
830   program_7411               0        115     2
831   program_7279              23          2     1
832   program_8364               0        190     2
833   program_6487               0         40     2
834   program_5831               5        356     6
835   program_1266              10        418    17
836   program_9251               9         45     7
837   program_9026               7         49     3
838    program_283               1        362     4
839   program_2962               0        174     4
840   program_3824              30          3     0
841   program_4536              11          2     5
842   program_9647              18          0     0
843   program_3356               0        104     5
844   program_7307              13         12    15
845    program_973              13        105     7
846   program_3150              57        113    34
847   program_7241               2         84     8
848   program_6511              40        218    53
849     program_46              17         15    23
850   program_1751              21         31    26
851   program_8292               0         12     2
852   program_1467              25         16    14
853   program_4196               1        168     2
854   program_8100               4         90    16
855   program_3580               3         53     4
856    program_542               0         32     2
857   program_6173              47         21    11
858   program_1283              32          2     0
859   program_2449              11          0     0
860   program_2609              30          4     0
861   program_4131              32         21     9
862   program_3656               0         60     3
863   program_7390              22          0     0
864   program_8350               0        120     6
