      program_name  constant_write  var_write  read
226   program_2659              30         21    22
227   program_1695               7          5     1
228   program_9715               2          4    11
229   program_9267               1          8    12
230   program_5476              18         18     9
231   program_5249               1          8     9
232   program_8883              19         15    12
233   program_5367               9         21    10
234   program_8057               4          9    15
235    program_930              17         36    20
236   program_4207              42         19     8
237   program_1490              10          6    24
238   program_9628              37         55    17
239   program_9604               1          4     5
240   program_2364              17          7    22
241   program_2666               8         10    19
242   program_6636               5          7    16
243   program_6571               1         10    10
244   program_3349               4         13     0
245   program_5678              29          9    57
246   program_9357              40          6     2
247   program_3137              20          7     0
248   program_4244               3          4     6
249   program_7302              24         30     2
250   program_8659               4          4    12
251   program_3766              12         25    12
252   program_4464               6          1     0
253   program_6134              67         26    84
254   program_7017              29         58    23
255    program_284               0          5     5
256   program_3652              34         59    34
257   program_8268              13          7    13
258   program_6794              22          3     0
259   program_9227               2          8     9
260   program_5074              75          0     0
261   program_1486               2         11    11
262   program_3057              31          1     1
263   program_6643               1          8    13
264   program_6682              12         50    24
265   program_2894              17          6     2
266   program_7911               1         10    10
267   program_8128              16         10     6
268   program_8038              35         26     7
269   program_6902               4          6     5
270   program_1332              21          2     2
271   program_9358               1          8     9
272   program_9399               2          4     5
273   program_7883               5          8     6
274   program_5723              43          8     0
275   program_4052               5          5    11
276   program_2310              62         18     9
277   program_8932              21         28    18
278   program_7893              23         31     8
279   program_4197               2          4    10
280   program_3067               5         10    21
281   program_8576               6          9    13
282   program_5359              19         11    18
283   program_4974               3          9     9
284   program_9550              50          3     3
285   program_5705               4         15    13
286   program_1037               9         22     4
287   program_7565              28         42     7
288   program_9681              24         18    21
289    program_775              33         23    25
290   program_6303               6          4     7
291   program_9054              35         77    22
292   program_5595              79         83   102
293   program_8299               1          8    14
294   program_2111              32         45    35
295   program_4943               5          7     8
296   program_8927               5          4     7
297   program_5157              16          0     0
298   program_1729               9         12    37
299    program_872               5          5    11
300   program_8390              14          9    11
301   program_7534               2          9     9
302   program_9320              51         41    11
303   program_1097               5          2     4
304   program_3685              11          9     5
305   program_7697               5          9    12
306   program_5797              22         48     7
307   program_4258              33          0     0
308   program_3505               4          9    10
309   program_8899               4          9    13
310   program_6644               6          2     7
311   program_3599               4         18    11
312   program_8328              20          5    38
313   program_1722               6          9    18
314   program_2431               9          6    45
315   program_2355              10         15     4
316   program_7747              41         21    19
317   program_3281               8         16    36
318   program_1859               1          8    10
319   program_7945               0          8     9
320   program_8834              12         13    27
321   program_9338              25          8    12
322   program_9735               9          2     2
323   program_9802               2          8    12
324   program_3768              33         19    13
325   program_6808               6          4     8
326   program_9750              31         10    25
327   program_3892              19         16    18
328   program_4159               0          9    10
329   program_5927              52         39    18
330   program_1963              12          4     0
331   program_4729              21          9    17
332   program_2681               2          9    10
333   program_4497              35          6     3
334   program_2498              23          3     1
335   program_4007              11         15    19
336   program_2253              20         11     7
337   program_4284              28         22     6
338    program_504              27         53    22
339   program_5069               5          4     6
340   program_2396               9         12     9
341   program_8928              15         10    41
342   program_4128              17          0     0
343   program_1487              26         30    24
344   program_4866               8          2     1
345    program_540              15         32    35
346   program_9263               4          9     6
347   program_6093               8         10    39
348   program_6273              26         19     4
349    program_142              17          4     1
350   program_7750              17          9    10
351   program_1170               0          8     9
352   program_9600               9         17    37
353   program_9540              13          7    13
354   program_8794               6          6     8
355    program_665               0          4     7
356   program_6040              13         13    26
357   program_3756              29         18    22
358   program_7293               7          1    16
359   program_7378              22          3     3
360   program_3439               1          5     7
361   program_2136               2          8     9
362   program_2257               4          0     0
363    program_144              20         26    45
364   program_9374              46         11     0
365   program_1466              13         10     0
366   program_1623               0          8     9
367   program_2350               9          9    10
368   program_1274              41         18     7
369   program_5986              19          0     0
370     program_66               3         12     4
371   program_8488              25          0     0
372    program_645              42         14     2
373   program_9095               9          6     2
374   program_9806              18          7    23
375   program_3063              45         27    17
376   program_9712              32          1     1
377   program_8710              32         35    25
378   program_3331              13         18    36
379   program_4671               2          8     9
380   program_9256              10         11    22
381   program_1201               2          8    13
382   program_6640              14         19     5
383   program_3172               2          1     1
384   program_8173              19          7     0
385   program_2951              43         62    35
386   program_3450               7          8    21
387    program_885              25         21    12
388   program_5629               7         10    14
389   program_4973              14         20    12
390   program_8682              20         22     4
391   program_2538              77         37    17
392   program_7472               4          7    10
393   program_1764              11          6    14
394   program_9605               7         26    16
395    program_301               8          4     1
396   program_1933              10         16    24
397   program_2884              73         27    16
398   program_2636               1          9     9
399    program_182              17         34    18
400    program_261               3         12    11
401   program_6253              36         24    10
402   program_3186              39          8     5
403   program_3125              23          1     0
404   program_5508               6          2     1
405   program_4773               3          4     5
406   program_7504               2          6     5
407   program_7072              16         45    11
408   program_3567              21          3     2
409   program_5357               0          4     5
410   program_6821               5          0     0
411   program_1733               9          1     8
412   program_2994              30          1     3
413   program_2767               7          0     0
414   program_6097               6          4    28
415   program_5673               0          8    10
416   program_6756               2         13    15
417   program_8429              28         20    51
418   program_6063              17         23    13
419   program_7627              26         17    20
420   program_8102               9         10    21
421   program_4132              22         22     8
422   program_4929               4          5    11
423   program_5467               1          4     9
424    program_619              20          4     3
425   program_1574              25         13     7
426   program_8114               1          8     9
427   program_5981              27          0     0
428   program_4463              13          1     1
429   program_8746              15         30    16
430   program_9316               2          8    10
431   program_9215              26          6     3
432   program_3620               1          4     7
433   program_6400               6          5    19
434   program_4501              21          4    32
435   program_8067               6          8    14
436   program_7088              12          2     0
437   program_3859              22         20    41
438    program_666               8         16    13
439   program_6513               3          9    20
440   program_3000              26          8    15
441   program_2219               7          8    13
442   program_6415               3          4    12
443   program_9812              37         21     1
444   program_2667               3          5     5
445   program_7168              12         10    14
446   program_4367              15          8    10
447   program_2349              27          1     1
448   program_2331               4          4    19
449   program_4805               6          5    16
450   program_4657               3          8     9
451   program_8755              31         48    31
452   program_8471              54          2     1
453   program_3336               1          5     9
454   program_4513               2          8     9
455   program_8887               1          4     5
456   program_7877               3          8    11
457   program_5304              12          3     2
458   program_9171               6          4     5
459   program_3132               6          1     2
460   program_2797              10          6     9
461   program_5700              13          1     1
462   program_4304              14          7     9
463   program_6228               2          4     6
464   program_2555               2         10    11
465   program_5686              20          6    36
466   program_5813              43         28    17
467   program_2676              27         15    13
468   program_4828               3          6    10
469   program_3021               4          1     2
470   program_9197              45         16     9
471   program_4500              33         24    12
472   program_2255              25          6     1
473   program_6154              43         29    16
474   program_9136               4          8    14
475   program_2752              36          6     9
476   program_9721               1          4    10
477   program_6231              21         15    20
478   program_5320              21          6    43
479   program_4992               1         12     9
480   program_8527              28         17    21
481   program_2641               7          9    19
482   program_3820               3          8    27
483   program_5833              15          1     1
484   program_7045              18         16    15
485   program_1575              18          3     2
486   program_5953              15          2     1
487   program_9795               3         14    11
488   program_6478              10         11    15
489   program_7665              20         31    36
490   program_6942              15          4     3
491   program_7369               2          5     7
492   program_3716               2          3     4
493   program_2104              14          8     1
494   program_5422              19          1     0
495   program_9243              12          9     4
496   program_7456              73         16     0
497   program_4763              37          1     0
498   program_2897              76         27     6
499   program_1123               1          8     9
500   program_3837              13         14    21
501   program_8645               6          8    10
502   program_3667               1          4     5
503   program_8555               0          9     9
504   program_9250              10          0     0
505   program_9603              10         19     7
506   program_5543               1          4     5
507   program_5594               3          8     9
508   program_6160              40          0     0
509   program_6552               4         12    12
510   program_6128               1          8     9
511   program_6516              35         12     0
512   program_3480              17         22    10
513   program_3423               7         11    26
514   program_6607              17          9    36
515   program_7620              12          6    14
516   program_3230              17          4     2
517   program_5606               4         10    33
518   program_1968              26          9     5
519   program_6183               9         16    17
520   program_1809               4          4     6
521    program_262               1          8    11
522   program_4090              25          8     1
523   program_7300              18         13    16
524   program_7629              24         21     1
525   program_2273               2         12    18
526   program_8181              32          8     5
527   program_5506              19          6    17
528   program_1583               7          8    34
529   program_1962               5          5    12
530   program_8213               4          8     9
531   program_6418              22         14     6
532   program_6747               9          0     0
533   program_8822               0          8     9
534   program_6135              31         54    23
535   program_6302              29          7     4
536   program_6476              16          8    23
537   program_9204              21         14     6
538   program_8105              27          0     0
539   program_2888               2         11    15
540   program_9980              23         10    23
541   program_4662              12         12    13
542   program_6891               5          6     7
543   program_7723              21         15    33
544   program_6086               1          8    11
545   program_5787              44          0     0
546   program_7948              11          5     6
547   program_9317               8         17    15
548   program_2816               4          5     7
549    program_297              58         55    50
550   program_6479              30         14    23
551    program_788               0          4    13
552   program_6339              41         29     0
553   program_4040               3          4     5
554   program_3472              15         13    26
555   program_5484              25          0     0
556   program_6171              17          7     3
557   program_4838              26          7     3
558   program_4072               1          8     9
559    program_108              13          7     1
560   program_6831               2          0     0
561   program_7265              19          9    18
562   program_4754              17         30    29
563   program_6596               9         10    17
564   program_7313               8          1     3
565   program_3484              11         37    47
566   program_3986              51         14     0
567   program_9965               4         10     9
568   program_8166               1          5     8
569   program_2325               9          9    19
570   program_7812              47          3    23
571   program_7247              22         12     0
572    program_676               7         18    11
573   program_3819              11         11    11
574   program_4028              14          6     0
575    program_914              31         14     4
576   program_3024               1          4     6
577   program_6325              48         22    11
578   program_3269              34         23    13
579   program_5125              15         21     4
580   program_8276              83         84   122
581   program_5709              32          6     1
582   program_2089              15         32    10
583    program_864              19         21    14
584   program_1459               8         22     7
585   program_6546               2          8    10
586   program_6100               3         14    14
587   program_5335               2          4     7
588   program_1659              12          4     4
589   program_6055               2          8     9
590    program_838              79         27    12
591   program_4462              41         10     5
592   program_1410               9         10    30
593   program_8926              41         15     1
594   program_7775              12         14     4
595   program_9440              12         11    13
596   program_8478              23          1     6
597   program_7865               4         10    12
598   program_6297              10         12     2
599   program_3518              10         11    38
600   program_2834              44         14     7
601   program_9930              39         17     9
602   program_9676               0          5    10
603   program_2172              35         38    12
604   program_9562               7          9    10
605   program_5044              36          1     1
606   program_3713               1          8    11
607   program_7026              27         14    10
608   program_6522              14          6     8
609   program_9831               1          4    19
610   program_4242              16         30    24
611   program_1990              10         11    15
612    program_661              48         34    40
613   program_3303               2          8    10
614   program_2495              36         31    17
615   program_3192               6          1     1
616    program_554               1          4     7
617   program_1152               6          5     8
618   program_5548               4          4     5
619   program_2000              35         12    12
620   program_3500              17         40    34
621   program_6945              19         11    35
622   program_7761              20          4     2
623   program_1007               6          8    10
624    program_896              14         18     6
625   program_7290               2         10    10
626   program_4093              14          3     0
627   program_8376               4          3     2
628   program_2251               1          8    11
629   program_6496              14          8     0
630   program_2875               8          8    11
631   program_7362               8          1     0
632   program_2588              14          6    10
633   program_5835              27         20    37
634    program_888               5          5     7
635   program_9415               1          8     9
636   program_8553              52          7     5
637   program_6790              14          1     4
638   program_7805              25         42    11
639     program_10              42         11     3
640   program_5385               8          5    26
641   program_5579              19          6    37
642   program_3534              30         83    31
643   program_5766               5         13    13
644   program_8451              35         16     1
645   program_9275               4          4    14
646    program_407              25         16     0
647   program_6488              10          6    15
648   program_9502               9         11    33
649   program_9347              14         12    30
650   program_4519              24         11     6
651   program_4006              46         48     4
652   program_9744               6          5    22
653   program_8035              29         32    36
654   program_1100               9          0     0
655   program_4792               0          4    12
656   program_2678               1          4     5
657   program_3395              23         13     2
658   program_2097              33         47     3
659   program_4674              12          8    29
660   program_7266              44         15     7
661   program_1522               0          8     9
662   program_6562              25         27    32
663   program_2823              16         17    10
664   program_7405               1         10    11
665   program_3556               8         22    51
666   program_4097               1          4     5
667   program_7786               1          4     8
668   program_2274              14         21    71
669    program_342               4          8    14
670    program_237              30          0     0
671   program_3348              15          7    32
672   program_1676              16          4     3
673   program_2242               1          4    10
674   program_2781              12          5     8
675   program_6300              18          8     1
676   program_4989              13         12    15
677   program_2977               7          9     9
678    program_633               5          1     2
679   program_1606              38         45    39
680   program_9894               1          4    11
681   program_1893              17          9     5
682    program_780              28          1     0
683   program_6278              31         40    50
684    program_264               1          8    10
685   program_2125              18          0     0
686   program_5368              19         15    13
687   program_7173               6          5     5
688   program_1879               2         13    15
689   program_8054              70          2     1
690   program_6148               3          9    16
691   program_3508              12         12    20
692   program_8744              16         19    29
693   program_4447               4         18    13
694   program_5160              33          9     1
695   program_1945              29          6     0
696   program_6984               1         15    13
697   program_4050              21         22     0
698   program_9874               1          8    13
699   program_9401              13          9     2
700   program_3577               3          8     6
701   program_4453               4         11    11
702   program_1004               2          9    11
703   program_9266               1          4     5
704   program_8283               3          8    10
705    program_979              40          4     1
706   program_8695              17         12    23
707   program_3958              27         24     8
708   program_9794               4         10    24
709   program_8430              13          7     1
710   program_2314               9          5     2
711   program_4669               2          8     9
712   program_3814               7         11    18
713   program_7490              11          8    17
714   program_1692              12          3    40
715    program_931              17         15    32
716   program_3805              11          0     0
717   program_2076               4          9    26
718   program_8068              26          1     0
719   program_6625              33          0     0
720   program_4004              29         41    31
721   program_5990              44         66    24
722   program_9052              10         13     9
723   program_3644              13         24    11
724   program_4124              13          0     0
725   program_4886              14         14    23
726   program_9125              10          7    37
727   program_6383               5          8    11
728   program_7061              15         15    45
729   program_7372               6          1     0
730   program_2597              38          1     0
731   program_3044               9          4    13
732    program_940               7          7     4
733   program_2248              16          4     4
734    program_626              13          2     1
735   program_6677               2          8    16
736   program_2215               5          0     0
737   program_6492              23         15    10
738   program_2004              23          4     3
739   program_9760               3          5    42
740   program_9856              69         66    26
741    program_586              25         12    64
742   program_8091              14         12    17
743   program_3897              30          0     0
744   program_3549               6          8    18
745   program_9854               8          0     0
746   program_2319               2          8     9
747   program_1560               1          8    10
748   program_3512               7         11    18
749   program_1191               3          5    14
750   program_4450              10          8    11
751   program_4325              17          4    13
752   program_6075               6          5     8
753   program_3723               1          6    15
754   program_4757              17          9    34
755    program_765               2          8    13
756   program_1720              51          0     0
757    program_133              36         30    14
758   program_4870               4          2     1
759   program_6843               2          4     7
760     program_60               3          4    10
761   program_6203              25          0     0
762   program_4297              45         28    40
763    program_667              30         28    51
764   program_5046              17          2     2
765   program_3005              26         24    24
766   program_9426               8          6    13
767   program_6550               1          9    13
768   program_8207              25          4     3
769   program_2348               4          4    13
770   program_8622               4          4    29
771   program_2840              15         11    12
772   program_3835              17         14    72
773   program_1759               6         10    24
774   program_4853              32         23     7
775   program_1611              14          5    11
776   program_9927              27          4     2
777   program_8938              11         90     9
778   program_1703              54         24    22
779   program_1689               1          8     9
780   program_8435               1          4     5
781   program_5167               0          4     5
782   program_7038               0          8    11
783   program_4363               0          8    11
784   program_9411              21          0     0
785   program_9919               3          4    10
786   program_6861              20         11     5
787   program_6362               0          0     0
788   program_7104               8         15     4
789   program_1494               8         14     4
790   program_3176              22          0     0
791   program_2129               8          0     0
792   program_4019              42         23    27
793   program_9942              17         23     1
794   program_1009              18          0     0
795   program_6540              67         19     2
796   program_1145               4          6    12
797   program_1691              54         30    20
798   program_4860               1          4     8
799   program_2765              35         15     4
800    program_230              19         11     1
801   program_9864              14          1     1
802   program_7053               9         15    35
803    program_585              23          8     0
804   program_3487              28          1     0
805   program_7522               3          4     7
806   program_7019              21         25     0
807   program_7411               1          4    15
808   program_7279              26          2     1
809   program_8364               1          8    10
810   program_6487               8          9    11
811   program_5831              18         13    28
812   program_1266              11          9    15
813   program_9251              14         17    13
814   program_9026               8          5    18
815    program_283              12         29    19
816   program_2962               1          9    10
817   program_3824              32         15     7
818   program_4536              11          5     5
819   program_9647              20          0     0
820   program_3356               1          8     9
821   program_7307               2          1     8
822    program_973              24          9    43
823   program_3150              32        126    11
824   program_7241              10          6    13
825   program_6511              33         33    67
826     program_46              15         12    29
827   program_1751              24         27    84
828   program_8292               2          5     7
829   program_1467              25          7    28
830   program_4196               6         10     9
831   program_8100               8         10    25
832   program_3580               6          6     5
833    program_542               3          9     9
834   program_6173              47         25    13
835   program_1283              32          4     3
836   program_2449              13          0     0
837   program_2609              70         13     3
838   program_4131              13         22    16
839   program_3656              11          6    11
840   program_7390              22          0     0
841   program_8350               0          8     9
842     program_49               4         28     2
843   program_6439              23         11     3
844   program_6442               2          5     5
845   program_6553               9         11     2
846   program_9816              25          7     8
847   program_9466               5          7    13
848   program_2610              11          0     0
849   program_9508              20         18    24
850   program_4444               5          7    25
851   program_3655               5         10    45
852   program_5055               1         17    14
853   program_8864              19         18    19
854   program_9261              35         32    27
855   program_2424              11          8    23
856   program_9061              31         35    11
857   program_3882              36         39     7
858   program_8110               1          9    10
859   program_7027               0          9    13
860   program_2630              19          1     0
861   program_1755              20          0     0
862   program_4788              15         13    13
863   program_7176              64         51    22
864    program_815              27         18    23
