,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
0,36,10,10,10,29,10,10,10
1,22,13,12,12,21,10,10,10
2,23,19,19,19,20,12,10,10
3,27,12,12,12,23,9,9,9
4,30,24,23,23,29,12,12,12
5,32,12,10,10,21,10,10,10
6,68,26,26,26,63,16,14,14
7,38,15,15,15,37,12,12,12
8,26,16,15,15,21,10,10,10
9,25,13,13,13,22,9,9,9
10,17,13,13,13,16,13,13,13
11,30,14,14,14,29,15,13,13
12,40,11,11,11,32,10,10,10
13,46,21,18,18,40,17,16,16
14,32,23,23,23,22,13,13,13
15,40,18,15,16,37,10,10,10
16,61,41,40,40,47,28,21,20
17,57,34,34,34,43,24,18,18
18,33,20,20,19,24,13,13,13
19,56,37,36,36,55,21,17,17
20,39,12,12,12,38,10,10,10
21,64,11,11,10,45,14,9,9
22,28,24,21,21,27,18,18,18
23,25,17,16,16,22,13,10,10
24,41,14,14,13,27,12,9,9
25,64,16,16,15,42,14,9,9
26,24,15,15,15,17,11,11,11
27,31,20,20,20,27,14,14,14
28,37,20,20,20,35,13,12,12
29,67,9,9,9,40,9,9,9
30,30,10,10,10,29,10,10,10
31,43,13,13,11,32,14,10,10
32,54,31,31,31,47,26,21,21
33,36,25,22,22,30,16,15,15
34,40,24,22,22,32,16,16,16
35,65,14,14,14,36,11,11,11
36,30,19,19,19,24,14,14,14
37,32,24,24,24,20,14,14,14
38,77,37,36,36,60,20,20,20
39,23,20,12,12,22,10,10,10
40,34,17,17,17,31,13,11,11
41,38,27,15,15,35,9,9,9
42,46,10,10,10,33,9,9,9
43,50,23,23,22,44,14,14,14
44,23,12,12,12,20,9,9,9
45,26,20,20,20,25,10,10,10
46,55,25,24,23,51,19,18,18
47,32,25,23,22,24,16,16,16
48,26,11,9,9,16,9,9,9
49,34,25,25,25,31,17,15,15
50,62,18,18,18,48,10,10,10
51,33,14,14,12,32,10,10,10
52,60,23,23,23,57,10,10,10
53,47,38,33,33,44,20,12,12
54,57,24,24,24,52,13,11,11
55,58,44,39,39,57,16,13,13
56,29,16,10,10,28,10,10,10
57,62,34,29,29,59,23,22,22
58,40,23,22,22,37,16,15,15
59,25,17,10,10,17,9,9,9
60,27,14,14,14,23,10,9,9
61,66,44,26,26,63,13,12,12
62,31,13,13,12,28,12,9,9
63,61,26,24,24,53,16,14,14
64,43,27,19,19,42,11,11,11
65,40,32,29,29,31,16,16,16
66,40,30,30,30,38,24,24,24
67,31,24,21,21,28,16,12,12
68,26,17,17,17,25,16,12,12
69,52,27,9,9,48,9,9,9
70,30,13,13,13,25,11,10,10
71,18,13,10,10,17,10,10,10
72,25,15,15,15,18,10,10,10
73,46,29,25,25,42,17,14,14
74,45,11,10,10,36,10,10,10
75,41,13,13,13,32,12,10,10
76,46,35,32,32,43,21,16,16
77,30,18,17,17,26,16,14,14
78,43,10,10,10,26,9,9,9
79,51,32,31,31,48,25,23,23
80,21,17,15,15,20,13,11,11
81,56,26,24,22,53,12,12,12
82,27,17,11,11,21,10,10,10
83,47,31,19,18,44,15,15,15
84,65,25,25,25,51,11,11,11
85,36,10,9,9,30,9,9,9
86,44,27,27,27,34,19,19,19
87,43,19,19,19,31,17,15,15
88,59,39,37,37,49,16,15,15
89,31,12,12,12,28,10,10,10
90,31,10,10,10,21,9,9,9
91,34,14,14,14,32,11,11,11
92,47,33,31,31,42,22,15,15
93,26,17,16,16,20,14,14,14
94,33,27,22,22,32,11,10,10
95,68,20,20,20,51,17,17,17
96,36,19,17,17,35,15,14,14
97,82,31,29,29,72,22,16,15
98,44,29,28,28,36,12,11,11
99,57,20,20,20,54,13,13,13
100,34,11,11,10,28,11,9,9
101,43,25,23,23,34,18,18,18
102,32,26,24,24,25,18,17,17
103,27,13,13,13,20,9,9,9
104,37,31,31,31,34,9,9,9
105,61,31,29,29,45,20,20,20
106,54,34,34,34,44,15,13,13
107,26,18,18,17,22,13,13,13
108,23,17,17,17,22,12,12,13
109,41,32,29,28,38,18,14,14
110,64,31,10,10,55,10,10,10
111,35,10,10,10,32,10,10,10
112,38,30,28,28,33,13,9,9
113,34,22,22,22,25,13,13,13
114,34,16,13,13,31,9,9,9
115,30,18,18,18,26,15,11,11
116,34,13,9,9,31,9,9,9
117,38,23,22,22,27,16,15,15
118,18,13,13,13,17,10,10,10
119,31,10,10,10,30,10,10,10
120,28,11,11,11,16,10,10,10
121,32,24,20,20,29,12,11,11
122,47,18,18,18,41,17,12,12
123,65,31,25,25,54,20,15,15
124,36,24,24,24,35,18,17,17
125,44,23,21,21,43,11,11,11
126,34,19,19,19,24,10,10,10
127,19,11,11,11,16,10,10,10
128,20,15,15,15,19,11,11,11
129,71,41,38,37,56,18,16,16
130,76,11,11,11,45,11,11,11
131,52,33,29,29,46,23,21,24
132,45,10,9,9,27,9,9,9
133,88,13,12,12,66,10,10,10
134,22,10,10,10,13,10,9,9
135,70,29,25,25,45,12,12,12
136,26,21,12,9,23,9,9,9
137,23,17,17,17,19,13,13,13
138,71,43,40,40,60,29,27,27
139,14,12,12,12,13,10,10,10
140,55,37,9,9,52,9,9,9
141,50,27,24,24,43,18,18,18
142,55,35,34,34,52,23,22,22
143,80,29,13,12,58,12,9,9
144,31,21,21,21,22,9,9,9
145,41,23,10,10,37,10,10,10
146,39,24,24,24,32,21,17,16
147,28,16,16,16,24,11,11,11
148,87,9,9,9,78,9,9,9
149,51,21,17,17,50,11,11,11
150,60,26,24,24,49,16,16,16
151,37,22,22,22,27,14,12,12
152,23,13,12,12,20,9,9,9
153,30,18,18,18,26,14,14,14
154,53,37,29,29,49,17,13,13
155,60,37,36,36,55,33,32,32
156,36,20,19,19,35,14,11,11
157,34,28,27,27,33,11,11,11
158,25,17,17,16,23,15,14,14
159,22,9,9,9,19,9,9,9
160,30,19,16,16,29,10,10,10
161,35,30,29,29,34,24,24,24
162,32,13,13,10,31,10,10,10
163,53,38,34,34,49,22,18,18
164,21,14,14,14,20,10,10,10
165,30,12,12,12,22,10,10,10
166,40,27,27,27,30,16,16,16
167,39,14,14,14,38,11,11,11
168,28,13,13,13,27,13,13,13
169,20,15,14,14,19,16,14,14
170,41,27,21,21,38,17,17,17
171,27,18,16,16,26,10,10,10
172,43,26,20,20,42,17,14,14
173,68,37,36,36,62,29,27,27
174,50,37,37,37,46,33,21,21
175,25,21,21,21,24,20,20,20
176,45,32,30,30,41,11,11,11
177,51,33,12,12,42,10,10,10
178,60,40,39,39,50,24,22,22
179,32,11,10,10,26,10,10,10
180,29,15,15,15,24,12,12,12
181,76,44,39,39,72,29,29,29
182,25,20,20,20,22,20,19,19
183,27,18,9,9,24,9,9,9
184,50,28,26,22,39,11,11,11
185,39,16,16,16,32,10,10,10
186,20,16,15,14,17,10,10,10
187,31,21,20,19,23,15,13,13
188,66,38,36,36,62,17,15,15
189,31,21,21,21,30,18,18,18
190,33,13,13,13,25,11,9,9
191,37,27,25,25,25,19,19,19
192,33,22,18,18,24,18,18,18
193,53,11,11,11,32,10,10,10
194,50,29,25,25,46,21,21,21
195,31,10,9,9,28,9,9,9
196,30,17,16,16,26,10,10,10
197,27,20,16,16,23,12,11,11
198,29,21,21,21,24,15,15,15
199,22,14,14,14,18,13,13,13
200,38,35,10,10,37,10,10,10
201,36,20,20,20,32,17,16,16
202,17,15,14,14,16,10,10,10
203,78,49,43,43,67,28,27,27
204,31,20,17,16,21,15,11,11
205,36,19,19,19,32,16,14,13
206,21,16,13,13,17,9,9,9
207,27,12,11,11,24,9,9,9
208,39,32,29,29,36,21,15,15
209,31,20,20,20,25,12,12,12
210,41,23,23,23,38,17,11,11
211,54,36,31,31,49,20,16,16
212,33,15,15,15,28,11,11,11
213,37,24,25,24,36,16,13,13
214,46,25,22,22,35,14,14,14
215,33,17,16,16,31,15,16,16
216,27,17,17,15,24,14,14,14
217,51,26,15,15,35,20,20,20
218,54,32,31,31,41,15,14,14
219,69,42,39,39,57,28,28,28
220,40,25,14,11,35,12,11,11
221,31,22,17,17,28,17,17,17
222,55,32,27,27,49,17,15,15
223,29,19,19,18,27,14,14,14
224,30,22,20,20,27,9,9,9
225,40,9,9,9,25,9,9,9
226,54,32,32,32,48,27,27,27
227,46,33,27,27,35,9,9,9
228,20,12,11,11,17,9,9,9
229,25,22,21,21,24,17,14,13
230,53,27,26,26,44,17,13,13
231,68,33,32,32,62,19,17,17
232,47,40,17,17,44,10,10,10
233,37,25,25,25,25,17,17,17
234,17,15,15,14,16,12,12,12
235,86,23,23,21,72,22,14,16
236,28,18,17,17,21,16,15,15
237,43,12,11,11,26,12,10,10
238,28,23,21,21,27,15,14,14
239,58,13,13,13,35,9,9,9
240,34,28,25,25,33,14,13,13
241,54,32,32,32,51,13,11,11
242,56,20,18,18,53,21,13,13
243,38,20,20,20,27,12,12,12
244,28,16,15,15,25,14,14,14
245,22,10,9,9,18,9,9,9
246,38,14,13,13,34,13,10,10
247,32,15,15,15,23,13,11,11
248,62,35,33,33,61,23,21,21
249,67,29,28,28,46,9,9,9
250,41,24,23,23,35,25,25,25
251,68,35,25,25,60,18,18,18
252,51,39,38,37,42,19,15,15
253,25,12,9,9,21,9,9,9
254,44,27,26,26,43,13,11,11
255,39,32,30,30,38,15,11,11
256,54,33,32,32,53,19,18,18
257,47,23,20,19,44,15,15,15
258,26,14,14,14,25,10,10,10
259,45,27,21,21,43,14,11,11
260,30,13,13,12,25,15,9,9
261,33,24,24,24,30,15,15,15
262,50,12,12,12,33,10,10,10
263,41,18,16,16,32,12,9,9
264,56,35,34,34,55,29,29,29
265,61,32,29,29,45,21,18,18
266,69,39,33,33,65,21,20,20
267,28,17,17,17,20,10,10,10
268,29,18,17,17,26,14,13,13
269,58,35,31,31,55,20,15,15
270,39,19,18,18,31,12,12,12
271,31,17,17,17,27,11,10,10
272,27,15,15,15,23,10,10,10
273,30,11,10,10,19,10,10,10
274,34,22,22,22,27,13,13,13
275,60,49,41,41,59,28,36,36
276,34,11,11,11,24,10,10,10
277,53,13,9,9,44,9,9,9
278,65,28,27,27,52,11,9,9
279,44,34,33,33,41,25,19,19
280,24,20,20,20,23,20,20,20
281,52,30,24,24,38,13,12,12
282,40,24,18,18,39,14,13,13
283,24,14,9,9,21,9,9,9
284,64,22,10,10,46,10,10,10
285,42,25,25,23,36,15,11,11
286,59,23,23,23,49,10,10,10
287,22,14,12,12,20,12,12,12
288,27,18,18,18,22,13,13,13
289,36,13,13,13,35,10,10,10
290,23,14,14,14,19,11,10,10
291,37,24,14,14,29,11,11,11
292,40,27,24,24,39,13,13,13
293,39,20,19,19,35,18,16,16
294,55,22,21,21,45,15,15,15
295,45,30,29,29,33,11,9,9
296,40,20,15,15,33,12,12,12
297,37,22,19,19,27,12,12,12
298,38,20,18,18,33,13,13,13
299,31,11,11,11,23,11,11,10
300,28,24,21,21,25,14,12,12
301,23,13,13,13,17,9,9,9
302,50,27,27,27,48,21,21,21
303,22,14,9,9,19,9,9,9
304,44,24,24,24,35,11,11,11
305,39,34,24,24,36,9,9,9
306,33,24,24,24,30,11,11,11
307,24,17,10,10,23,10,10,10
308,56,32,30,30,46,17,16,16
309,41,16,14,14,29,10,10,10
310,49,32,28,28,48,25,23,23
311,24,17,17,17,23,10,10,10
312,76,24,23,23,61,12,11,11
313,44,29,25,25,41,19,16,16
314,20,11,10,10,19,10,10,10
315,54,13,13,10,49,15,9,9
316,22,17,11,11,21,10,10,10
317,47,31,30,30,44,14,11,11
318,26,18,16,16,25,10,10,10
319,26,21,15,15,23,12,12,12
320,31,24,24,24,28,9,9,9
321,38,30,27,27,35,15,13,13
322,34,26,22,22,31,17,16,16
323,32,17,17,17,31,14,14,14
324,39,15,15,15,32,12,12,12
325,46,17,14,14,32,10,10,10
326,53,12,12,12,35,10,10,10
327,41,23,22,22,38,13,10,10
328,26,20,20,20,25,18,16,16
329,22,15,15,15,19,9,9,9
330,32,10,11,11,29,9,9,9
331,70,38,31,31,53,14,10,10
332,39,14,14,14,38,12,12,12
333,41,32,30,30,40,19,16,16
334,52,12,11,11,48,9,9,9
335,26,20,15,15,25,10,10,10
336,42,26,23,23,32,16,15,15
337,20,15,15,15,18,10,10,10
338,27,11,11,11,20,10,10,10
339,40,23,20,20,37,19,16,16
340,24,18,17,16,22,14,14,14
341,48,30,27,27,45,19,17,17
342,38,25,16,16,32,10,10,10
343,49,11,10,10,48,10,10,10
344,50,17,15,15,47,9,9,9
345,27,14,14,14,22,12,12,12
346,20,13,13,11,19,10,10,10
347,45,29,22,22,38,17,17,17
348,34,13,12,10,20,14,11,12
349,42,12,12,12,39,11,11,11
350,32,19,18,18,27,16,14,14
351,70,40,36,36,58,21,19,19
352,26,16,14,10,23,10,10,10
353,45,40,40,40,44,35,33,34
354,79,38,37,37,76,21,15,15
355,37,17,17,9,34,9,9,9
356,54,13,13,13,35,10,10,10
357,36,15,11,11,33,10,10,10
358,65,10,10,10,49,9,9,9
359,19,13,13,13,15,12,12,12
360,24,16,16,16,21,12,12,12
361,22,16,16,16,17,12,11,11
362,25,16,16,16,19,14,14,14
363,36,18,18,18,33,15,14,14
364,40,26,26,26,37,21,20,20
365,53,17,17,16,49,12,12,12
366,36,18,15,15,35,10,10,10
367,66,36,35,35,61,13,10,10
368,23,17,15,15,22,13,11,11
369,40,28,27,27,37,9,9,9
370,24,11,9,9,19,9,9,9
371,49,18,18,18,34,11,11,11
372,47,29,27,27,41,25,25,25
373,38,28,25,25,35,10,10,10
374,30,18,16,16,27,9,9,9
375,41,21,19,18,36,14,13,13
376,21,11,11,11,20,11,11,11
377,58,27,23,22,50,13,13,13
378,19,13,13,13,16,11,10,10
379,33,23,20,20,29,15,14,14
380,73,14,11,11,56,9,9,9
381,28,24,21,21,25,17,17,17
382,42,21,20,20,30,15,15,15
383,47,24,22,22,38,18,13,13
384,36,17,17,17,32,16,15,15
385,46,25,21,21,39,16,16,16
386,39,37,32,32,37,19,19,19
387,36,23,16,16,35,13,13,13
388,31,14,14,14,25,11,10,10
389,23,15,15,15,20,12,9,9
390,77,10,9,9,60,9,9,9
391,24,13,15,15,23,10,10,10
392,34,14,14,14,33,11,11,11
393,35,25,22,22,27,18,18,18
394,35,25,16,16,34,14,12,12
395,31,13,13,13,27,9,9,9
396,97,20,20,20,74,22,17,17
397,19,11,11,10,16,9,9,9
398,25,10,9,9,21,9,9,9
399,74,33,31,29,57,24,18,17
400,39,25,22,22,36,11,9,9
401,46,17,17,17,44,10,10,10
402,38,27,25,25,31,16,13,13
403,58,27,27,27,50,15,15,15
404,55,37,36,35,46,38,36,35
405,51,21,20,20,43,17,17,17
406,31,21,20,20,28,14,14,14
407,53,34,33,33,52,17,12,12
408,39,18,18,18,38,11,11,11
409,65,9,9,9,62,9,9,9
410,37,29,26,26,30,13,13,13
411,54,29,29,29,53,24,24,24
412,26,18,15,15,25,10,10,10
413,29,17,17,17,25,9,9,9
414,26,11,11,11,21,10,9,9
415,36,21,20,20,28,17,17,17
416,39,29,28,17,36,10,10,10
417,43,26,20,20,42,13,13,13
418,48,10,10,10,34,10,10,10
419,52,43,28,27,49,18,15,15
420,32,11,10,10,29,10,10,10
421,19,12,12,12,15,9,9,9
422,34,17,15,15,32,12,12,12
423,22,13,13,13,18,10,10,10
424,50,15,15,15,39,12,12,12
425,31,27,27,27,30,20,17,17
426,18,14,13,13,17,13,13,13
427,37,25,21,20,34,14,13,13
428,30,25,21,21,26,14,12,12
429,44,23,21,21,43,10,10,10
430,49,17,17,17,45,13,11,11
431,34,19,18,18,21,15,15,15
432,70,27,19,19,67,10,10,10
433,35,21,21,21,28,10,10,10
434,37,18,18,18,28,13,13,13
435,18,13,13,13,15,11,11,11
436,72,28,16,16,67,13,10,10
437,21,16,16,16,20,17,13,13
438,38,20,19,19,30,13,12,12
439,24,11,11,11,16,9,9,9
440,33,20,19,19,23,14,14,14
441,54,22,22,22,43,15,13,13
442,60,15,11,11,44,10,10,10
443,22,20,16,16,21,12,12,12
444,43,35,25,25,40,14,13,13
445,43,23,23,22,42,20,18,18
446,33,19,16,16,27,9,9,9
447,53,42,35,35,52,10,10,10
448,41,27,22,22,37,16,16,16
449,36,28,14,9,32,9,9,9
450,39,22,10,10,38,10,10,10
451,31,12,12,11,26,12,9,9
452,49,11,11,11,36,9,9,9
453,33,12,10,10,32,10,10,10
454,25,18,18,18,22,12,12,12
455,27,21,20,20,24,15,15,15
456,21,18,17,17,20,12,10,10
457,41,18,18,18,38,9,9,9
458,35,23,22,22,32,11,9,9
459,54,24,23,23,49,13,13,13
460,38,23,23,22,37,21,20,20
461,39,31,31,31,37,22,20,20
462,33,23,22,22,24,13,13,13
463,42,24,23,22,29,16,16,16
464,24,14,14,14,21,9,9,9
465,53,14,14,14,45,10,10,10
466,36,22,19,19,32,13,10,10
467,33,17,17,16,22,10,10,10
468,54,31,28,28,44,12,12,12
469,36,20,19,19,25,14,12,12
470,29,19,17,17,25,16,11,11
471,30,25,22,22,27,23,19,19
472,44,19,15,15,36,12,12,12
473,47,12,12,12,46,10,10,10
474,42,27,22,22,29,11,10,10
475,35,26,22,22,32,9,9,9
476,86,39,35,36,74,26,23,23
477,47,25,15,15,44,12,12,12
478,33,29,14,14,32,15,13,13
479,28,17,17,17,27,13,13,13
480,50,35,33,33,47,23,22,22
481,28,18,16,16,21,13,13,13
482,21,15,14,14,18,11,11,11
483,25,14,14,14,18,9,9,9
484,30,11,11,11,29,11,11,11
485,42,29,28,28,41,19,13,13
486,32,25,22,22,24,14,14,14
487,60,10,10,10,38,9,9,9
488,31,18,18,18,27,15,15,15
489,33,17,17,17,25,14,14,14
490,57,27,24,24,45,12,11,11
491,24,17,15,15,21,14,9,10
492,34,18,18,18,26,11,10,10
493,34,24,22,22,25,13,13,13
494,68,12,9,9,45,9,9,9
495,38,28,28,28,36,26,19,19
496,49,13,10,10,45,10,10,10
497,61,38,36,36,59,15,14,14
498,42,35,28,28,41,18,18,18
499,44,12,12,12,35,10,10,10
500,55,27,24,24,44,20,20,20
501,46,13,13,13,31,15,12,12
502,27,17,15,15,25,11,11,11
503,28,17,17,17,20,11,11,11
504,65,43,40,40,62,23,17,17
505,30,9,9,9,27,9,9,9
506,30,18,14,14,29,11,11,11
507,79,30,28,28,68,16,15,15
508,38,10,10,10,30,10,9,9
509,40,32,31,31,37,16,15,15
510,30,21,9,9,27,9,9,9
511,41,19,15,15,33,11,11,11
512,82,12,12,11,65,11,11,11
513,48,29,26,26,45,11,11,11
514,25,20,20,20,24,14,14,14
515,53,16,15,14,49,14,12,12
516,32,23,18,18,31,15,13,13
517,44,31,31,31,43,19,15,15
518,60,37,29,29,51,22,21,21
519,49,10,9,9,22,9,9,9
520,47,13,13,13,42,9,9,9
521,85,30,24,23,60,12,12,12
522,20,12,12,12,17,12,15,15
523,32,20,20,20,29,19,18,18
524,22,10,9,9,19,9,9,9
525,22,17,16,9,19,9,9,9
526,67,31,30,30,53,27,25,25
527,29,17,16,16,27,14,14,14
528,70,34,34,34,69,14,14,14
529,32,18,18,16,26,13,9,9
530,23,15,13,13,20,9,9,9
531,48,33,31,31,42,22,20,20
532,29,14,14,14,20,9,9,9
533,39,25,21,21,37,16,14,14
534,46,18,17,17,45,14,11,11
535,23,16,16,16,22,15,15,15
536,38,11,11,9,30,12,9,9
537,44,23,23,23,41,13,13,13
538,40,20,19,19,36,19,19,19
539,33,20,17,17,32,12,12,12
540,49,30,22,22,40,9,9,9
541,51,21,21,21,43,15,15,15
542,56,30,27,27,40,13,12,12
543,24,15,14,14,23,11,11,11
544,32,13,12,12,30,10,10,10
545,27,12,12,12,21,10,10,10
546,47,32,31,31,37,19,13,13
547,21,17,17,17,20,12,12,12
548,65,37,36,35,63,33,30,31
549,53,29,29,29,47,16,16,16
550,57,31,31,31,44,16,12,12
551,54,28,28,28,51,20,18,18
552,29,24,24,24,21,13,13,13
553,29,12,10,10,16,10,10,10
554,46,20,18,18,45,12,12,12
555,42,20,19,19,35,14,12,12
556,23,17,15,15,22,10,10,10
557,26,17,9,9,22,9,9,9
558,31,21,20,19,23,16,16,16
559,49,34,34,34,48,26,23,23
560,87,37,24,24,82,16,14,14
561,58,35,33,33,55,25,24,24
562,69,45,44,44,56,18,14,14
563,23,12,12,12,20,9,9,9
564,50,35,24,24,49,20,20,20
565,39,25,20,20,30,15,15,15
566,44,22,22,22,37,17,17,17
567,24,11,11,11,14,9,9,9
568,46,35,31,31,42,24,23,23
569,62,19,19,19,52,9,9,9
570,23,18,18,18,22,15,15,15
571,49,32,28,28,37,11,10,10
572,35,11,9,9,25,9,9,9
573,22,16,15,15,20,10,10,10
574,27,14,13,13,25,10,10,10
575,53,32,24,24,47,13,12,12
576,36,29,22,22,31,16,13,13
577,29,22,21,21,26,21,21,21
578,89,22,22,21,71,13,12,12
579,63,32,28,28,47,15,13,13
580,21,15,15,15,18,9,9,9
581,24,13,11,11,22,11,11,11
582,55,20,17,17,52,12,11,11
583,39,24,18,18,35,13,10,10
584,30,21,19,19,25,13,13,13
585,41,15,15,15,28,11,10,10
586,54,42,11,11,53,11,11,11
587,24,16,15,15,18,15,14,14
588,53,27,27,27,42,16,14,14
589,60,24,18,18,57,13,11,11
590,45,29,9,9,41,9,9,9
591,62,32,26,26,50,12,12,12
592,39,12,12,12,37,10,10,10
593,39,32,13,9,36,9,9,9
594,74,28,28,28,66,14,12,12
595,27,20,19,19,26,14,13,13
596,31,14,14,14,27,10,10,10
597,47,27,11,11,37,9,9,9
598,46,18,10,10,45,10,10,10
599,48,38,34,34,44,23,19,19
600,31,20,20,20,24,18,15,15
601,37,20,20,20,29,16,16,16
602,45,27,26,26,41,18,16,16
603,24,13,12,12,17,9,9,9
604,36,25,20,18,25,16,15,15
605,30,13,12,12,27,12,10,10
606,33,19,19,19,32,13,13,13
607,35,30,27,27,34,15,14,14
608,70,28,27,27,62,16,10,10
609,64,44,40,40,61,29,26,29
610,36,12,12,12,23,11,9,9
611,32,15,15,15,20,9,9,9
612,19,10,9,9,16,9,9,9
613,66,34,32,32,59,20,15,15
614,67,17,17,17,51,13,13,13
615,49,24,24,24,45,12,10,10
616,44,22,18,18,39,12,12,12
617,38,32,32,32,37,25,23,23
618,60,33,29,29,50,22,22,22
619,83,11,11,11,56,10,10,10
620,50,36,28,28,43,22,18,18
621,68,15,13,12,50,11,11,11
622,40,18,16,16,29,12,12,12
623,58,19,19,19,37,12,12,12
624,57,29,29,29,50,24,23,23
625,42,12,10,10,37,10,10,10
626,19,12,12,12,18,10,10,10
627,27,24,13,12,25,12,10,10
628,35,27,27,27,34,10,10,10
629,30,19,17,16,27,9,9,9
630,50,25,23,23,49,17,17,17
631,26,14,14,14,22,12,12,12
632,48,12,12,12,47,10,10,10
633,59,27,25,25,47,15,15,15
634,36,24,19,19,34,13,13,13
635,81,42,40,40,67,36,30,30
636,45,25,24,24,43,16,15,15
637,41,17,15,15,29,13,13,13
638,26,10,10,10,15,9,9,9
639,38,12,12,12,18,11,11,11
640,55,32,31,31,44,18,13,13
641,23,18,18,18,20,11,11,11
642,35,13,13,13,25,9,9,9
643,60,20,20,20,55,9,9,9
644,56,33,32,32,48,16,12,12
645,58,29,13,10,55,10,10,10
646,52,35,31,30,41,20,19,19
647,18,15,15,15,17,11,11,11
648,36,28,9,9,33,9,9,9
649,21,14,14,14,19,13,12,12
650,37,31,28,25,36,16,16,16
651,38,9,9,9,35,9,9,9
652,60,38,32,32,50,13,11,11
653,24,14,14,14,23,12,12,12
654,50,26,24,24,39,13,12,12
655,27,16,16,16,25,12,11,11
656,48,28,21,21,36,13,13,13
657,28,23,23,23,25,9,9,9
658,38,13,13,13,37,15,11,11
659,38,13,12,12,25,17,11,11
660,42,13,12,9,39,9,9,9
661,38,33,33,33,37,18,17,17
662,139,10,10,10,108,10,10,10
663,19,13,13,13,18,10,10,10
664,55,35,28,28,51,21,19,19
665,34,22,14,14,24,12,10,10
666,59,39,37,37,56,22,19,19
667,38,21,18,18,32,13,11,11
668,39,33,32,32,36,26,26,26
669,24,19,19,19,23,18,18,18
670,43,21,19,19,40,11,11,11
671,40,12,12,12,36,10,10,10
672,18,11,11,11,17,10,10,10
673,43,25,21,21,35,14,14,14
674,27,13,12,12,24,13,13,13
675,51,40,38,37,48,29,28,28
676,34,19,10,10,31,10,10,10
677,44,30,28,28,41,25,22,22
678,40,17,16,16,35,17,14,13
679,63,19,19,19,56,11,11,11
680,46,33,28,28,43,18,16,16
681,29,16,16,14,24,12,10,10
682,23,20,16,16,22,10,10,10
683,40,22,21,21,30,17,17,17
684,37,9,9,9,34,9,9,9
685,37,24,20,20,36,19,12,12
686,25,19,17,16,22,10,10,10
687,40,32,9,9,37,9,9,9
688,43,28,22,22,40,9,9,9
689,22,11,11,11,17,9,9,9
690,48,17,17,17,46,13,13,13
691,38,16,15,15,26,12,12,12
692,40,27,27,27,37,13,12,12
693,29,16,15,15,28,10,10,10
694,21,14,14,13,18,10,10,10
695,26,19,19,19,23,13,13,13
696,61,11,11,11,34,10,10,10
697,77,40,40,40,62,30,23,23
698,27,14,14,14,25,13,13,13
699,56,29,9,9,52,9,9,9
700,37,30,27,27,36,21,21,21
701,54,35,32,32,50,23,23,23
702,51,28,27,24,43,12,10,10
703,30,17,17,17,21,9,9,9
704,17,12,12,12,14,9,9,9
705,84,65,53,53,75,38,36,37
706,20,16,16,16,19,13,12,12
707,42,10,10,10,40,10,10,10
708,45,23,20,20,39,10,10,10
709,29,23,23,23,27,15,12,12
710,19,13,13,13,16,9,9,9
711,40,24,23,23,39,16,13,13
712,30,15,15,13,27,11,10,10
713,20,12,12,12,17,13,12,12
714,32,21,19,19,23,10,10,10
715,53,22,21,21,41,14,14,14
716,52,27,27,27,49,16,14,14
717,73,25,23,23,62,16,13,13
718,40,11,11,11,27,10,10,10
719,90,27,26,26,83,13,12,12
720,29,14,14,14,27,12,10,10
721,44,32,30,30,39,17,14,14
722,35,14,14,14,31,13,13,13
723,35,21,17,17,28,17,14,14
724,55,34,32,32,46,20,19,19
725,34,19,18,18,31,15,15,15
726,49,25,22,22,43,13,11,11
727,63,16,16,16,50,17,13,13
728,29,14,14,14,25,10,10,10
729,33,22,22,22,24,14,14,14
730,60,38,36,36,50,23,20,20
731,45,19,17,17,41,12,11,11
732,35,11,10,10,34,10,10,10
733,19,17,17,17,18,14,12,12
734,60,24,22,22,57,10,10,10
735,26,15,15,15,16,12,9,9
736,24,21,20,20,19,15,15,15
737,48,28,24,24,47,19,19,19
738,34,23,21,21,28,19,18,18
739,74,28,13,13,64,9,9,9
740,43,11,11,11,28,12,9,9
741,42,28,10,10,41,10,10,10
742,76,35,34,34,74,18,14,14
743,31,20,19,19,30,11,11,11
744,42,25,25,25,41,17,14,14
745,36,17,9,9,33,9,9,9
746,25,11,9,9,22,9,9,9
747,45,28,27,27,43,17,14,14
748,62,41,40,40,53,19,18,18
749,27,19,18,18,26,16,16,16
750,21,15,14,14,18,9,9,9
751,33,25,25,25,32,14,13,13
752,56,13,10,10,43,10,10,10
753,17,15,15,15,16,14,13,13
754,36,25,14,12,34,10,10,10
755,43,24,23,23,41,18,17,17
756,56,21,19,19,46,13,10,9
757,66,44,39,39,55,23,23,23
758,27,22,21,21,26,12,12,12
759,27,15,15,15,24,9,9,9
760,20,16,16,16,19,11,11,11
761,23,15,15,15,18,11,9,9
762,46,13,13,13,43,11,11,11
763,23,14,14,14,20,9,9,9
764,33,17,16,16,22,10,10,10
765,55,29,13,13,49,10,10,10
766,27,18,17,17,18,11,11,11
767,27,12,11,11,26,10,10,10
768,69,10,9,9,36,9,9,9
769,34,13,10,10,33,10,10,10
770,37,26,21,21,23,15,14,14
771,34,20,20,20,33,14,13,13
772,44,15,14,14,39,10,10,10
773,39,28,27,27,31,23,23,23
