,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
2278,55,24,21,21,49,17,16,16
2279,30,20,20,20,27,12,12,12
2280,35,25,24,24,30,22,21,21
2281,35,20,19,19,30,16,13,14
2282,30,15,14,14,25,14,13,13
2283,48,29,25,24,45,9,9,9
2284,37,24,17,17,34,9,9,9
2285,40,35,33,33,39,16,16,16
2286,49,16,16,16,45,11,11,11
2287,37,22,18,18,34,9,9,9
2288,53,11,10,10,32,10,10,10
2289,57,11,9,9,30,9,9,9
2290,44,16,13,12,40,12,9,9
2291,48,25,25,25,40,16,15,15
2292,48,17,17,17,41,14,14,14
2293,39,11,11,11,23,10,10,10
2294,19,13,13,13,16,9,9,9
2295,40,28,27,27,38,18,18,18
2296,31,18,18,18,24,13,13,13
2297,71,38,29,29,55,24,22,22
2298,39,24,17,17,34,13,11,11
2299,62,32,29,29,45,11,11,11
2300,30,16,15,15,24,15,13,13
2301,43,34,29,29,42,16,13,13
2302,53,35,35,35,45,18,16,16
2303,34,9,9,9,31,9,9,9
2304,19,11,11,11,18,10,10,10
2305,29,25,25,25,26,10,10,10
2306,31,15,15,15,29,12,11,11
2307,47,33,25,25,44,16,16,16
2308,45,27,27,27,42,23,15,15
2309,59,32,32,32,56,18,16,16
2310,35,20,20,20,28,14,13,14
2311,30,20,20,18,29,12,10,10
2312,41,15,15,14,26,11,9,9
2313,30,18,18,18,24,13,12,12
2314,29,18,14,13,24,10,10,10
2315,61,22,22,21,47,15,9,9
2316,42,29,10,10,40,10,10,10
2317,45,14,14,14,33,15,11,11
2318,27,18,18,18,23,15,13,12
2319,34,27,27,27,31,9,9,9
2320,32,19,19,19,29,13,11,11
2321,62,12,10,10,44,10,10,10
2322,74,46,45,45,70,25,25,25
2323,40,31,28,28,33,18,18,18
2324,41,13,13,13,38,12,12,12
2325,57,12,12,12,35,10,10,10
2326,30,20,20,20,25,17,16,16
2327,27,15,15,15,20,9,9,9
2328,50,39,37,37,39,26,25,24
2329,29,22,21,21,28,12,12,12
2330,26,11,10,10,19,9,9,9
2331,48,10,9,9,35,9,9,9
2332,24,15,12,11,23,13,10,10
2333,25,12,12,12,23,12,12,12
2334,41,21,20,20,31,16,15,15
2335,18,14,13,13,15,9,9,9
2336,35,13,11,11,31,11,11,11
2337,35,18,18,18,32,12,12,12
2338,50,33,26,26,49,17,15,15
2339,49,26,21,21,48,18,16,16
2340,62,21,21,21,47,11,11,11
2341,31,12,11,11,28,10,9,9
2342,36,22,21,21,25,14,14,14
2343,65,30,28,28,61,10,10,10
2344,19,12,10,10,16,9,9,9
2345,26,15,15,12,22,14,10,9
2346,42,29,24,24,38,10,9,9
2347,34,11,11,11,17,10,10,10
2348,40,24,24,24,35,16,16,16
2349,38,19,15,14,31,13,10,10
2350,42,13,11,11,40,10,10,10
2351,40,21,19,19,37,13,13,13
2352,65,10,10,10,55,10,10,10
2353,77,21,19,19,64,19,12,12
2354,34,12,12,11,20,12,9,9
2355,24,14,14,14,21,14,13,13
2356,36,22,21,21,35,17,17,17
2357,32,25,10,10,29,9,9,9
2358,41,10,9,9,31,9,9,9
2359,28,20,20,20,27,17,14,14
2360,47,25,24,24,44,20,15,15
2361,36,22,19,19,23,13,13,13
2362,44,11,10,10,34,10,10,10
2363,47,19,19,19,43,19,13,13
2364,61,11,10,10,40,10,10,10
2365,25,11,11,11,17,9,9,9
2366,42,33,33,31,38,17,15,15
2367,27,19,17,16,25,12,12,12
2368,33,12,9,9,23,9,9,9
2369,64,13,13,13,40,16,13,13
2370,27,13,10,10,20,10,10,10
2371,44,28,10,10,43,10,10,10
2372,75,11,11,11,38,10,10,10
2373,54,28,25,25,51,22,19,17
2374,40,11,11,9,37,9,9,9
2375,43,22,23,21,38,9,9,9
2376,34,24,17,17,29,12,12,12
2377,50,29,23,23,44,9,9,9
2378,51,24,23,19,50,16,16,16
2379,39,10,9,9,27,9,9,9
2380,57,32,31,31,47,25,25,25
2381,67,39,39,39,52,20,17,16
2382,55,37,33,33,47,17,14,14
2383,41,12,12,12,26,11,11,11
2384,30,19,16,16,27,16,15,15
2385,27,17,14,14,24,14,11,11
2386,29,22,21,21,28,11,11,11
2387,34,22,22,22,23,11,11,11
2388,68,39,39,36,56,24,23,14
2389,52,15,15,15,40,10,10,10
2390,34,19,19,19,26,18,12,12
2391,31,19,14,14,30,13,13,13
2392,55,33,30,30,51,11,10,10
2393,39,22,19,19,37,14,14,14
2394,25,19,19,19,22,10,10,10
2395,60,31,26,26,52,18,15,15
2396,22,18,18,18,21,13,13,13
2397,36,20,19,19,35,16,15,15
2398,43,30,27,27,42,24,21,21
2399,53,37,34,34,49,28,27,27
2400,49,20,19,17,34,23,19,19
2401,48,33,31,31,38,26,26,26
2402,67,38,36,36,54,11,11,11
2403,26,19,15,15,19,10,10,10
2404,50,32,30,30,46,25,25,25
2405,46,19,11,11,43,11,11,11
2406,46,24,24,23,40,19,19,19
2407,45,9,9,9,24,9,9,9
2408,44,23,22,22,43,16,15,15
2409,33,19,18,18,22,13,13,13
2410,50,21,10,10,45,10,10,10
2411,42,22,22,22,41,13,11,11
2412,46,24,10,10,41,10,10,10
2413,67,42,42,41,56,29,29,29
2414,38,15,15,14,29,13,11,11
2415,54,11,10,10,38,10,10,10
2416,47,24,23,23,46,14,13,13
2417,74,31,29,29,63,16,16,16
2418,31,14,14,13,30,12,11,11
2419,43,12,12,12,40,11,11,11
2420,27,11,11,11,26,10,10,10
2421,37,22,22,22,34,19,18,18
2422,30,23,14,14,29,14,14,14
2423,18,11,11,10,15,9,9,9
2424,28,20,20,20,23,10,10,10
2425,18,14,14,14,17,13,12,12
2426,44,31,30,30,39,15,15,15
2427,43,11,9,9,19,9,9,9
2428,30,22,14,14,27,9,9,9
2429,29,13,13,13,16,11,11,11
2430,34,19,19,19,33,14,14,14
2431,63,10,9,9,42,9,9,9
2432,40,24,21,21,39,15,12,12
2433,34,13,11,11,33,10,10,10
2434,68,36,32,32,56,17,16,16
2435,48,26,18,18,44,15,15,15
2436,50,9,9,9,46,9,9,9
2437,21,14,10,10,20,10,10,10
2438,35,15,15,13,29,10,10,10
2439,25,22,22,21,21,12,11,11
2440,46,28,26,26,34,19,15,15
2441,35,28,28,27,34,13,12,12
2442,19,16,16,16,18,10,10,10
2443,33,20,19,19,30,13,13,13
2444,79,12,12,11,65,11,11,11
2445,60,40,35,35,50,19,17,17
2446,30,15,15,15,26,13,13,13
2447,31,16,16,16,21,11,11,11
2448,42,26,24,24,32,18,16,16
2449,48,29,28,28,45,19,15,15
2450,51,28,25,25,38,15,14,14
2451,50,28,14,14,47,13,13,13
2452,63,26,25,25,52,17,17,17
2453,46,16,16,15,26,10,10,10
2454,30,17,17,17,27,15,14,14
2455,41,30,28,28,40,22,20,20
2456,42,30,10,10,41,10,10,10
2457,37,16,16,16,36,11,11,11
2458,51,39,30,30,48,13,13,13
2459,47,33,30,30,42,13,13,13
2460,100,11,10,10,71,10,10,10
2461,42,25,24,21,38,13,10,10
2462,36,25,25,25,33,22,21,21
2463,45,33,26,26,42,15,14,14
2464,38,24,23,23,35,13,13,13
2465,62,23,23,23,56,12,10,10
2466,30,21,19,19,24,15,14,14
2467,27,15,15,15,16,9,9,9
2468,51,40,38,38,48,27,26,26
2469,46,10,9,9,41,9,9,9
2470,28,17,17,17,25,9,9,9
2471,52,24,24,24,47,13,13,13
2472,31,21,21,21,18,14,14,14
2473,20,11,10,10,19,10,10,10
2474,27,18,18,18,26,15,14,14
2475,51,19,18,17,48,11,11,11
2476,47,27,23,23,44,16,14,14
2477,41,31,28,28,38,20,18,18
2478,24,14,14,14,21,10,10,10
2479,53,11,11,11,28,10,10,10
2480,65,23,15,15,57,11,11,11
2481,25,17,17,17,22,14,14,14
2482,37,28,27,27,30,25,24,24
2483,71,21,11,11,49,12,12,12
2484,45,25,24,24,40,18,17,17
2485,19,15,15,15,16,10,9,9
2486,43,35,33,33,40,30,29,29
2487,26,16,16,16,25,10,10,10
2488,31,23,21,21,23,10,10,10
2489,53,27,18,15,50,11,11,11
2490,47,20,20,20,38,14,11,11
2491,32,16,15,15,29,12,12,12
2492,33,21,17,17,31,11,11,11
2493,25,11,9,9,19,9,9,9
2494,34,21,18,18,31,15,14,14
2495,27,16,16,16,24,11,11,11
2496,61,25,25,25,52,17,17,17
2497,70,10,10,10,44,9,9,9
2498,51,30,29,29,43,25,23,23
2499,27,15,15,15,24,9,9,9
2500,15,13,13,13,14,10,10,10
2501,36,20,20,19,25,13,13,13
2502,29,12,11,11,28,11,11,11
2503,47,29,29,29,44,23,18,18
2504,30,18,18,18,24,16,9,9
2505,49,13,11,11,30,9,9,9
2506,29,24,23,23,20,13,13,13
2507,36,14,14,14,24,9,9,9
2508,25,20,18,18,24,16,16,16
2509,55,39,36,36,52,21,18,18
2510,31,17,17,17,20,13,12,12
2511,79,24,24,24,56,12,12,12
2512,23,17,16,16,20,10,10,10
2513,25,19,19,19,21,11,11,11
2514,23,18,17,17,22,16,15,15
2515,28,26,25,25,27,10,10,10
2516,50,28,20,20,40,13,13,13
2517,40,21,17,17,37,12,11,11
2518,27,20,20,19,21,14,14,14
2519,47,38,38,38,37,29,28,28
2520,58,28,24,24,51,9,9,9
2521,66,11,11,10,33,9,9,9
2522,27,19,18,18,19,13,12,12
2523,53,36,33,33,50,17,14,14
2524,41,25,25,25,34,24,21,21
2525,37,16,16,13,34,15,10,10
2526,31,17,15,15,28,13,13,13
2527,25,10,10,10,15,9,9,9
2528,69,18,18,18,60,12,11,11
2529,53,28,28,28,45,19,16,16
2530,68,15,15,14,43,10,10,10
2531,60,23,23,23,46,18,15,14
2532,40,26,26,24,37,18,13,12
2533,53,40,10,10,50,10,10,10
2534,46,19,18,18,36,16,15,15
2535,71,32,27,27,60,28,17,17
2536,51,24,20,20,44,14,14,14
2537,45,13,12,12,33,10,10,10
2538,24,18,17,17,21,14,14,14
2539,24,14,14,14,21,13,13,13
2540,59,18,18,18,43,10,10,10
2541,51,29,25,24,50,14,14,14
2542,44,26,24,22,42,17,17,17
2543,34,10,10,10,28,14,9,9
2544,31,10,10,10,30,10,10,10
2545,43,17,17,15,37,14,9,9
2546,20,14,13,13,17,9,9,9
2547,32,25,23,23,29,9,9,9
2548,39,29,26,26,30,15,15,15
2549,33,28,26,26,27,19,19,19
2550,89,28,28,28,61,19,14,14
2551,21,16,16,16,16,12,12,12
2552,35,20,19,19,30,16,16,16
2553,39,10,10,10,22,9,9,9
2554,46,9,9,9,42,9,9,9
2555,46,12,12,12,27,9,9,9
2556,73,43,34,34,68,21,15,16
2557,20,16,16,16,18,10,10,10
2558,35,31,14,14,34,10,10,10
2559,33,28,28,28,30,10,10,10
2560,53,29,27,27,50,18,16,16
2561,46,33,33,33,37,31,29,29
2562,37,16,16,16,30,9,9,9
2563,23,14,13,13,21,10,10,10
2564,52,31,31,31,39,11,10,10
2565,44,16,16,16,34,13,12,12
2566,20,10,9,9,16,9,9,9
2567,50,40,37,37,42,21,18,18
2568,63,24,14,14,52,10,10,10
2569,30,13,13,13,18,9,9,9
2570,77,42,40,39,57,31,29,29
2571,35,20,18,18,34,12,11,11
2572,24,18,18,18,21,10,10,10
2573,42,20,20,20,39,9,9,9
2574,29,14,14,14,22,11,9,9
2575,61,27,27,27,47,18,18,18
2576,59,40,35,35,52,22,21,21
2577,32,18,17,17,26,11,11,11
2578,40,9,9,9,24,9,9,9
2579,28,21,21,21,27,19,15,15
2580,30,16,14,14,26,9,9,9
2581,31,19,18,18,27,16,16,16
2582,58,16,16,16,35,11,11,11
2583,35,11,11,10,32,10,10,10
2584,50,19,19,18,46,19,14,13
2585,71,29,22,22,62,12,12,12
2586,45,31,31,31,44,23,19,19
2587,32,18,17,17,28,12,12,12
2588,29,19,19,19,23,13,13,13
2589,35,18,18,18,24,11,11,11
2590,28,17,17,17,24,13,13,13
2591,106,10,9,9,64,9,9,9
2592,63,35,35,35,59,30,28,28
2593,77,14,14,14,50,9,9,9
2594,35,22,22,21,31,16,15,15
2595,21,15,10,10,19,10,10,10
2596,36,25,24,24,33,18,18,18
2597,80,34,33,33,65,16,12,12
2598,31,24,23,23,26,14,13,13
2599,67,30,26,26,65,15,14,14
2600,34,11,11,11,33,10,10,10
2601,27,21,19,19,24,9,9,9
2602,31,24,21,20,27,12,12,12
2603,35,23,24,24,23,14,14,14
2604,42,37,34,34,41,19,17,16
2605,41,35,32,32,39,10,10,10
2606,20,10,9,9,14,9,9,9
2607,38,13,13,13,37,10,10,10
2608,30,21,21,21,24,13,13,13
2609,50,29,25,25,43,12,12,12
2610,31,12,12,12,28,9,9,9
2611,25,18,14,14,21,13,13,13
2612,57,24,24,24,48,20,15,15
2613,23,16,16,15,20,11,11,11
2614,29,17,16,16,28,10,10,10
2615,56,34,27,27,53,14,14,14
2616,30,24,10,10,26,9,9,9
2617,24,11,11,11,22,10,10,10
2618,27,13,13,11,23,12,12,12
2619,24,12,12,11,21,9,9,9
2620,21,16,16,16,18,9,9,9
2621,58,11,10,10,39,10,10,10
2622,59,37,32,32,56,18,13,13
2623,21,14,9,9,18,9,9,9
2624,38,17,13,13,37,11,11,11
2625,49,36,35,35,40,14,14,14
2626,77,27,27,27,57,12,12,12
2627,51,16,13,13,38,9,9,9
2628,39,27,26,26,32,19,17,17
2629,30,19,14,14,27,12,11,11
2630,35,23,23,23,25,19,18,18
2631,35,21,12,12,29,10,10,10
2632,48,15,14,14,43,13,13,13
2633,27,20,17,17,24,9,9,9
2634,30,18,18,18,27,17,17,17
2635,42,17,17,17,40,10,10,10
2636,48,30,26,26,36,19,14,14
2637,26,17,17,17,23,13,12,12
2638,27,15,15,15,24,12,12,12
2639,21,16,14,14,18,9,9,9
2640,45,18,17,17,43,10,10,10
2641,90,44,39,39,81,19,14,14
2642,30,12,11,11,18,10,10,10
2643,44,11,9,9,30,9,9,9
2644,23,19,18,18,22,10,10,10
2645,32,23,22,22,22,16,14,14
2646,26,18,14,13,25,12,12,12
2647,23,11,11,11,19,9,9,9
2648,32,10,10,10,31,10,10,10
2649,39,11,11,11,24,10,10,10
2650,33,24,19,19,32,10,10,10
2651,42,16,14,14,39,13,13,13
2652,29,19,10,10,27,10,10,10
2653,44,28,28,28,38,21,14,14
2654,59,35,35,35,58,25,20,20
2655,66,37,31,31,48,13,13,13
2656,23,18,18,18,22,10,10,10
2657,29,15,11,11,26,11,11,11
2658,45,21,20,20,42,11,11,11
2659,35,30,30,30,33,10,10,10
2660,37,26,22,22,34,17,16,16
2661,19,11,10,10,18,10,10,10
2662,16,12,12,12,15,10,10,10
2663,26,18,18,18,23,17,15,15
2664,63,21,13,13,36,9,9,9
2665,43,26,25,25,42,14,13,13
2666,28,18,18,18,27,10,10,10
2667,52,17,17,17,44,16,15,15
2668,38,11,11,11,37,10,10,10
2669,36,15,15,15,25,12,11,11
2670,34,12,12,12,25,12,11,11
2671,45,28,10,10,44,10,10,10
2672,48,9,9,9,43,9,9,9
2673,27,20,20,20,23,11,11,11
2674,34,14,13,13,33,10,10,10
2675,27,10,10,9,21,10,9,9
2676,30,16,15,15,25,9,9,9
2677,24,15,11,11,23,11,11,11
2678,54,39,36,36,50,20,17,17
2679,31,28,27,27,30,25,23,23
2680,46,10,9,9,40,9,9,9
2681,30,19,19,19,28,16,14,14
2682,68,38,27,25,59,23,11,11
2683,59,10,9,9,30,9,9,9
2684,48,28,26,26,45,29,29,29
2685,73,9,9,9,36,9,9,9
2686,59,15,14,14,35,14,13,13
2687,34,26,25,25,32,18,14,14
2688,39,23,21,20,33,16,15,15
2689,67,28,20,20,56,14,14,14
2690,29,18,15,15,26,16,13,13
2691,48,34,31,31,47,21,20,25
2692,43,29,29,29,36,21,21,21
2693,65,13,13,13,64,10,10,10
2694,31,16,15,15,22,12,12,12
2695,49,27,27,27,37,16,16,15
2696,24,12,12,12,18,11,11,11
2697,23,12,12,12,17,9,9,9
2698,66,10,9,9,54,9,9,9
2699,24,17,14,14,21,9,9,9
2700,48,23,22,22,44,13,11,12
2701,18,10,10,10,15,9,9,9
2702,27,19,16,15,23,12,9,9
2703,32,22,12,11,31,10,10,10
2704,42,16,16,16,40,14,14,14
2705,54,37,36,36,46,20,14,14
2706,57,26,26,26,54,17,17,17
2707,47,29,29,29,41,23,18,18
2708,35,24,24,24,34,12,11,11
2709,39,19,19,19,34,15,14,14
2710,48,15,15,14,33,14,11,10
2711,106,32,31,31,90,17,17,17
2712,27,17,16,16,25,12,11,11
2713,28,11,10,10,20,10,10,10
2714,45,30,29,29,38,24,19,19
2715,36,10,9,9,32,9,9,9
2716,81,24,24,24,65,20,17,16
2717,18,13,11,11,15,9,9,9
2718,40,16,16,16,32,9,9,9
2719,23,14,9,9,20,9,9,9
2720,43,30,23,23,39,16,15,15
2721,100,15,14,14,92,10,10,10
2722,51,40,39,39,45,28,25,25
2723,26,12,11,11,20,10,10,10
2724,33,22,21,21,32,13,12,12
2725,22,14,14,14,19,13,10,10
2726,27,11,9,9,24,9,9,9
2727,33,13,13,13,28,9,9,9
2728,52,22,22,22,44,17,16,16
2729,21,10,10,10,20,10,10,10
2730,24,14,14,14,23,11,11,11
2731,47,23,21,20,44,15,14,14
2732,31,28,27,27,30,24,24,24
2733,31,11,11,11,25,10,9,9
2734,52,27,26,26,51,15,15,15
2735,55,25,25,25,42,10,10,10
2736,39,32,22,19,36,9,9,9
2737,27,22,20,20,24,13,13,13
2738,38,16,13,13,22,10,10,10
2739,29,13,13,13,26,12,11,11
2740,60,41,39,39,47,17,17,17
2741,41,16,13,13,37,10,9,9
2742,34,13,9,9,23,9,9,9
2743,11,8,8,8,10,8,8,8
2744,27,14,14,14,22,9,9,9
2745,52,21,21,21,47,12,11,12
2746,46,9,9,9,40,9,9,9
2747,52,33,32,31,47,14,13,13
2748,32,18,18,18,29,15,13,13
2749,23,21,16,16,22,12,12,12
2750,26,17,17,17,21,17,16,16
2751,56,30,17,16,50,17,11,11
2752,42,10,10,10,35,9,9,9
2753,44,37,33,33,42,26,19,18
2754,41,11,11,11,40,10,10,10
2755,34,16,9,9,25,9,9,9
2756,82,11,10,10,42,10,10,10
2757,44,26,26,26,40,14,13,13
2758,28,14,14,14,22,12,12,12
2759,28,14,14,14,24,9,9,9
2760,25,17,16,15,20,14,13,13
2761,42,20,19,18,37,12,11,11
2762,18,16,15,15,17,15,14,14
2763,44,14,14,13,37,16,12,13
2764,52,30,30,30,47,9,9,9
2765,25,10,9,9,22,9,9,9
2766,41,11,11,11,39,11,11,11
2767,40,13,13,13,32,13,12,12
2768,52,32,31,31,49,24,22,22
2769,32,20,17,17,31,11,10,10
2770,31,22,22,22,24,15,15,15
2771,44,12,9,9,25,9,9,9
2772,39,25,25,25,30,16,15,15
2773,42,21,18,18,35,24,21,21
2774,41,28,25,25,40,17,16,16
2775,38,21,21,21,32,19,19,19
2776,47,13,12,12,46,10,10,10
2777,58,36,28,28,48,26,21,21
2778,27,22,20,20,26,17,15,15
2779,33,22,18,18,30,19,17,17
2780,83,36,22,22,67,19,18,18
2781,51,10,10,10,34,9,9,9
2782,61,25,9,9,52,9,9,9
2783,38,13,9,9,25,10,9,9
2784,30,19,19,19,29,15,15,15
2785,35,25,24,24,34,20,18,18
2786,26,10,9,9,15,10,9,9
2787,27,17,17,17,21,13,13,13
2788,65,39,32,31,54,19,16,16
2789,29,15,15,15,24,11,9,9
2790,37,22,13,13,28,10,10,10
2791,32,27,24,24,31,22,20,20
2792,43,33,31,31,42,19,15,15
2793,30,15,15,15,23,10,10,10
2794,32,13,13,13,23,10,10,10
2795,79,36,35,34,63,19,19,19
2796,39,10,9,9,21,9,9,9
2797,22,13,13,13,19,9,9,9
2798,46,27,27,27,42,21,19,19
2799,49,30,30,30,36,22,21,21
2800,26,16,16,16,22,9,9,9
2801,29,21,21,21,19,14,13,13
2802,29,18,17,17,20,14,13,13
2803,21,15,15,15,18,13,13,13
2804,56,37,35,35,46,24,21,21
2805,61,31,26,26,58,11,11,11
2806,78,13,13,9,35,16,10,10
2807,28,18,18,18,18,14,14,14
2808,42,23,9,9,39,9,9,9
2809,67,11,10,10,35,10,10,10
2810,55,41,37,37,50,22,22,22
2811,57,44,38,38,47,19,11,11
2812,26,17,17,17,25,10,10,10
2813,36,24,24,24,33,22,17,17
2814,35,21,21,21,27,13,11,11
2815,22,14,14,13,19,9,9,9
2816,23,18,11,11,22,10,10,10
2817,44,19,14,14,34,9,9,9
2818,25,20,19,18,22,14,11,11
2819,112,36,13,13,82,10,10,10
2820,30,23,22,22,23,16,16,16
2821,28,13,9,9,25,9,9,9
2822,38,32,33,33,29,23,23,23
2823,27,20,20,20,26,11,10,10
2824,38,26,24,24,37,12,12,12
2825,33,26,26,26,22,16,16,16
2826,29,15,15,15,28,16,11,11
2827,15,12,12,12,14,10,10,10
2828,51,17,15,15,48,11,10,10
2829,33,28,28,28,30,20,19,19
2830,29,12,12,12,28,12,11,11
2831,31,12,12,12,22,12,12,12
2832,24,14,14,14,16,10,10,10
2833,24,11,11,11,16,10,10,10
2834,65,11,11,11,53,10,10,10
2835,41,30,29,29,40,15,14,14
2836,44,35,29,29,40,13,12,12
2837,45,34,32,32,44,18,14,14
2838,43,31,27,27,39,15,15,15
2839,22,12,12,12,16,13,11,11
2840,32,19,12,11,31,10,10,10
2841,25,13,13,13,21,9,9,9
2842,32,11,11,11,16,10,10,10
2843,14,12,11,11,13,10,10,10
2844,45,12,10,10,36,10,10,10
2845,55,30,30,30,46,16,15,15
2846,48,39,38,38,45,32,25,25
2847,91,26,23,23,73,11,11,11
2848,24,15,15,15,23,12,11,11
2849,41,21,14,10,38,10,10,10
2850,49,23,22,22,46,14,14,14
2851,62,20,20,20,46,19,19,19
2852,24,13,13,13,21,10,10,10
2853,33,23,21,21,26,15,14,14
2854,48,12,10,10,47,10,10,10
2855,32,18,17,17,22,15,15,15
2856,24,19,18,18,19,16,16,16
2857,63,23,23,23,60,19,19,19
2858,51,25,24,23,39,19,14,14
2859,33,30,29,29,32,20,20,20
2860,29,10,10,10,28,10,10,10
2861,20,17,17,17,19,15,15,15
2862,32,21,20,20,29,12,12,12
2863,56,15,14,12,37,10,10,10
2864,35,14,14,14,26,11,11,11
2865,32,10,9,9,19,9,9,9
2866,45,27,23,23,44,13,13,13
2867,30,16,14,14,22,14,14,14
2868,38,20,19,19,37,14,14,14
2869,25,19,19,19,22,17,17,17
2870,61,37,36,36,51,27,19,20
2871,41,14,13,13,24,9,9,9
2872,31,23,10,10,30,10,10,10
2873,21,17,17,17,20,14,10,10
2874,31,21,20,20,30,14,14,14
2875,49,11,10,10,45,10,10,10
2876,40,15,14,14,35,13,13,13
2877,34,28,27,27,31,18,14,14
2878,28,19,11,11,24,9,9,9
2879,34,15,14,14,22,10,10,10
2880,79,20,14,14,62,10,10,10
2881,19,12,9,9,16,9,9,9
2882,39,18,17,15,26,17,11,11
2883,38,27,18,18,35,11,11,11
2884,73,44,42,42,62,20,15,15
2885,24,14,10,10,22,10,10,10
2886,63,10,9,9,60,9,9,9
2887,39,25,21,21,32,20,18,18
2888,22,16,15,15,20,10,10,10
2889,44,25,19,19,43,13,12,12
2890,26,16,16,16,25,16,15,15
2891,26,19,19,19,24,13,12,12
2892,59,39,36,36,52,19,19,19
2893,40,28,27,27,29,21,20,20
2894,29,21,21,21,23,16,14,14
2895,28,15,14,14,18,12,12,12
2896,37,23,23,23,25,20,20,20
2897,43,13,10,10,29,9,9,9
2898,25,20,18,18,24,14,13,13
2899,78,12,10,10,46,9,9,9
2900,47,23,23,23,39,19,19,19
2901,62,28,27,27,54,15,15,15
2902,32,23,23,23,29,14,9,9
2903,33,24,21,21,30,16,14,14
2904,45,20,20,20,33,16,13,13
2905,44,11,10,9,32,13,9,9
2906,24,11,9,9,20,9,9,9
2907,30,22,15,15,24,13,13,13
2908,52,19,19,19,42,9,9,9
2909,34,12,12,12,27,9,9,9
2910,45,11,11,11,35,9,9,9
2911,41,11,10,10,27,10,10,10
2912,50,10,10,10,38,10,10,10
2913,45,29,25,25,41,23,17,17
2914,27,11,11,11,19,9,9,9
2915,33,12,12,12,25,10,10,10
2916,26,20,18,18,25,17,15,15
2917,25,18,18,18,24,19,17,17
2918,38,21,20,19,26,14,12,12
2919,36,21,19,19,25,18,16,16
2920,52,27,25,25,47,14,11,11
2921,24,16,16,16,23,12,12,12
2922,39,12,12,12,35,11,11,11
2923,25,17,17,17,19,13,11,11
2924,85,37,16,16,77,11,11,11
2925,25,13,13,13,15,11,9,9
2926,27,11,9,9,24,9,9,9
2927,19,12,12,10,16,9,9,9
2928,32,16,16,16,24,10,10,10
2929,33,20,20,20,32,10,10,10
2930,22,17,17,17,21,11,11,11
2931,47,32,12,11,46,10,10,10
2932,44,17,17,16,37,17,12,12
2933,23,16,11,11,22,10,10,10
2934,25,12,11,11,17,9,9,9
2935,18,13,13,13,17,10,10,10
2936,43,29,28,27,42,18,15,16
2937,31,14,14,14,26,12,12,12
2938,44,34,18,18,43,12,12,12
2939,43,16,15,15,39,12,10,10
2940,42,12,12,10,30,10,10,10
2941,29,14,13,13,21,9,9,9
2942,53,37,34,34,48,21,20,20
2943,50,26,15,15,47,12,12,12
2944,40,31,29,29,37,9,9,9
2945,48,17,16,16,38,12,12,12
2946,26,16,15,15,18,11,11,11
2947,29,19,19,19,26,16,15,15
2948,38,31,27,26,35,19,18,18
2949,29,9,9,9,16,9,9,9
2950,40,24,22,22,32,16,15,15
2951,30,18,18,18,24,18,17,17
2952,51,31,27,27,40,24,21,21
2953,39,19,17,17,36,11,11,11
2954,33,20,20,18,32,12,12,12
2955,33,29,10,10,32,10,10,10
2956,28,16,16,16,25,23,23,23
2957,40,24,17,17,37,10,10,10
2958,38,11,11,10,24,11,9,9
2959,38,11,11,9,32,9,9,9
2960,30,24,23,23,29,22,22,22
2961,40,34,34,34,39,15,13,13
2962,42,11,10,10,36,9,9,9
2963,36,25,24,24,29,17,15,15
2964,33,18,18,18,31,15,15,15
2965,24,15,13,13,21,11,11,11
2966,43,31,31,31,35,23,21,21
2967,44,9,9,9,26,9,9,9
2968,26,12,12,12,25,10,10,10
2969,31,15,15,15,22,10,10,10
2970,38,30,28,27,33,14,11,11
2971,36,27,25,25,33,16,13,13
2972,31,12,12,12,28,10,10,10
2973,30,28,26,26,29,18,17,17
2974,32,19,19,19,29,9,9,9
2975,36,12,12,12,33,11,11,11
2976,43,13,10,10,38,10,10,10
2977,50,32,26,26,44,20,18,18
2978,54,15,15,15,53,10,10,10
2979,29,13,10,10,28,10,10,10
2980,74,38,34,34,62,24,24,24
2981,37,19,16,16,34,12,11,11
2982,28,19,17,17,20,10,10,10
2983,61,38,35,36,46,28,27,27
2984,26,15,15,15,23,13,12,12
2985,30,9,9,9,19,9,9,9
2986,57,23,23,23,53,14,13,13
2987,56,23,22,22,53,15,15,15
2988,56,28,27,27,50,16,14,14
2989,22,13,11,11,21,11,11,11
2990,68,37,35,35,62,18,17,17
2991,41,20,17,17,31,9,9,9
2992,50,44,37,37,47,27,17,17
2993,52,20,14,14,47,13,12,12
2994,20,13,13,13,19,11,10,10
2995,65,20,19,19,59,14,14,14
2996,45,35,19,19,42,11,11,11
2997,55,14,14,14,35,10,10,10
2998,42,30,12,12,39,9,9,9
2999,34,19,19,19,31,18,14,14
3000,32,24,21,21,29,12,12,12
3001,32,13,10,10,25,12,10,10
3002,46,23,11,11,45,10,10,10
3003,62,31,27,27,49,12,12,12
3004,27,20,20,20,26,15,14,14
3005,54,34,32,32,48,28,24,24
3006,43,33,9,9,40,9,9,9
3007,49,34,28,28,48,19,18,18
3008,49,23,23,22,45,21,18,18
3009,49,35,27,27,39,21,19,19
3010,72,33,27,27,65,19,16,16
