,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
7098,"{'nodes': 860, 'edges': 1316}","{'nodes': 39, 'edges': 61}","{'nodes': 36, 'edges': 58}","{'nodes': 34, 'edges': 47}","{'nodes': 867, 'edges': 1317}","{'nodes': 42, 'edges': 71}","{'nodes': 30, 'edges': 39}","{'nodes': 36, 'edges': 46}"
7099,"{'nodes': 177, 'edges': 303}","{'nodes': 180, 'edges': 319}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 178, 'edges': 303}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7100,"{'nodes': 458, 'edges': 692}","{'nodes': 28, 'edges': 38}","{'nodes': 24, 'edges': 33}","{'nodes': 26, 'edges': 37}","{'nodes': 455, 'edges': 683}","{'nodes': 27, 'edges': 36}","{'nodes': 18, 'edges': 23}","{'nodes': 18, 'edges': 23}"
7101,"{'nodes': 47, 'edges': 72}","{'nodes': 20, 'edges': 27}","{'nodes': 18, 'edges': 27}","{'nodes': 18, 'edges': 19}","{'nodes': 53, 'edges': 78}","{'nodes': 27, 'edges': 46}","{'nodes': 19, 'edges': 22}","{'nodes': 19, 'edges': 22}"
7102,"{'nodes': 1335, 'edges': 2055}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 1261, 'edges': 1937}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7103,"{'nodes': 979, 'edges': 1532}","{'nodes': 82, 'edges': 139}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1036, 'edges': 1606}","{'nodes': 21, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7104,"{'nodes': 196, 'edges': 324}","{'nodes': 222, 'edges': 406}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 195, 'edges': 321}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7105,"{'nodes': 2275, 'edges': 3489}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2287, 'edges': 3513}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7106,"{'nodes': 1906, 'edges': 2925}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}","{'nodes': 1993, 'edges': 3043}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}"
7107,"{'nodes': 1821, 'edges': 2825}","{'nodes': 431, 'edges': 762}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1853, 'edges': 2828}","{'nodes': 30, 'edges': 39}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7108,"{'nodes': 955, 'edges': 1485}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 899, 'edges': 1402}","{'nodes': 9, 'edges': 10}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}"
7109,"{'nodes': 1526, 'edges': 2379}","{'nodes': 232, 'edges': 425}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1536, 'edges': 2398}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7110,"{'nodes': 208, 'edges': 322}","{'nodes': 12, 'edges': 15}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 226, 'edges': 342}","{'nodes': 19, 'edges': 30}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
7111,"{'nodes': 1352, 'edges': 2096}","{'nodes': 207, 'edges': 367}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1558, 'edges': 2402}","{'nodes': 36, 'edges': 54}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7112,"{'nodes': 1601, 'edges': 2495}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1541, 'edges': 2397}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7113,"{'nodes': 1015, 'edges': 1652}","{'nodes': 35, 'edges': 53}","{'nodes': 19, 'edges': 25}","{'nodes': 20, 'edges': 27}","{'nodes': 987, 'edges': 1600}","{'nodes': 13, 'edges': 17}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
7114,"{'nodes': 85, 'edges': 135}","{'nodes': 92, 'edges': 159}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 86, 'edges': 135}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7115,"{'nodes': 602, 'edges': 923}","{'nodes': 17, 'edges': 23}","{'nodes': 15, 'edges': 19}","{'nodes': 15, 'edges': 19}","{'nodes': 645, 'edges': 981}","{'nodes': 16, 'edges': 21}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
7116,"{'nodes': 359, 'edges': 550}","{'nodes': 14, 'edges': 18}","{'nodes': 13, 'edges': 18}","{'nodes': 15, 'edges': 16}","{'nodes': 365, 'edges': 554}","{'nodes': 15, 'edges': 22}","{'nodes': 15, 'edges': 18}","{'nodes': 15, 'edges': 18}"
7117,"{'nodes': 300, 'edges': 471}","{'nodes': 19, 'edges': 25}","{'nodes': 20, 'edges': 27}","{'nodes': 20, 'edges': 27}","{'nodes': 260, 'edges': 401}","{'nodes': 20, 'edges': 27}","{'nodes': 15, 'edges': 18}","{'nodes': 15, 'edges': 18}"
7118,"{'nodes': 205, 'edges': 331}","{'nodes': 139, 'edges': 241}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 209, 'edges': 331}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7119,"{'nodes': 340, 'edges': 540}","{'nodes': 208, 'edges': 371}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 795, 'edges': 1201}","{'nodes': 28, 'edges': 45}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7120,"{'nodes': 795, 'edges': 1233}","{'nodes': 16, 'edges': 21}","{'nodes': 16, 'edges': 21}","{'nodes': 16, 'edges': 21}","{'nodes': 771, 'edges': 1189}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}"
7121,"{'nodes': 1058, 'edges': 1634}","{'nodes': 100, 'edges': 174}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1433, 'edges': 2201}","{'nodes': 29, 'edges': 42}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7122,"{'nodes': 2404, 'edges': 3822}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2250, 'edges': 3605}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7123,"{'nodes': 1261, 'edges': 1982}","{'nodes': 279, 'edges': 507}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1245, 'edges': 1957}","{'nodes': 40, 'edges': 50}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7124,"{'nodes': 489, 'edges': 752}","{'nodes': 11, 'edges': 12}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 884, 'edges': 1333}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
7125,"{'nodes': 741, 'edges': 1125}","{'nodes': 12, 'edges': 15}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 1442, 'edges': 2214}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
7126,"{'nodes': 273, 'edges': 473}","{'nodes': 462, 'edges': 862}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 275, 'edges': 474}","{'nodes': 29, 'edges': 34}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7127,"{'nodes': 1438, 'edges': 2338}","{'nodes': 207, 'edges': 366}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1452, 'edges': 2368}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7128,"{'nodes': 540, 'edges': 859}","{'nodes': 27, 'edges': 36}","{'nodes': 13, 'edges': 15}","{'nodes': 13, 'edges': 15}","{'nodes': 530, 'edges': 845}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7129,"{'nodes': 987, 'edges': 1492}","{'nodes': 24, 'edges': 31}","{'nodes': 24, 'edges': 31}","{'nodes': 24, 'edges': 31}","{'nodes': 1231, 'edges': 1837}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7130,"{'nodes': 178, 'edges': 303}","{'nodes': 284, 'edges': 524}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 179, 'edges': 303}","{'nodes': 22, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7131,"{'nodes': 1987, 'edges': 3034}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1911, 'edges': 2915}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7132,"{'nodes': 1476, 'edges': 2254}","{'nodes': 66, 'edges': 109}","{'nodes': 19, 'edges': 28}","{'nodes': 19, 'edges': 28}","{'nodes': 1523, 'edges': 2330}","{'nodes': 30, 'edges': 45}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}"
7133,"{'nodes': 2436, 'edges': 3778}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2439, 'edges': 3785}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7134,"{'nodes': 57, 'edges': 83}","{'nodes': 15, 'edges': 20}","{'nodes': 15, 'edges': 19}","{'nodes': 15, 'edges': 19}","{'nodes': 55, 'edges': 80}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7135,"{'nodes': 656, 'edges': 1002}","{'nodes': 17, 'edges': 21}","{'nodes': 15, 'edges': 18}","{'nodes': 15, 'edges': 18}","{'nodes': 1048, 'edges': 1591}","{'nodes': 16, 'edges': 19}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
7136,"{'nodes': 401, 'edges': 617}","{'nodes': 64, 'edges': 100}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 400, 'edges': 611}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7137,"{'nodes': 2630, 'edges': 4045}","{'nodes': 16, 'edges': 20}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2651, 'edges': 4086}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7138,"{'nodes': 1182, 'edges': 1814}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1138, 'edges': 1740}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7139,"{'nodes': 3016, 'edges': 4681}","{'nodes': 252, 'edges': 449}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 3166, 'edges': 4928}","{'nodes': 31, 'edges': 45}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7140,"{'nodes': 918, 'edges': 1416}","{'nodes': 25, 'edges': 38}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 983, 'edges': 1512}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7141,"{'nodes': 2098, 'edges': 3271}","{'nodes': 326, 'edges': 592}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 2036, 'edges': 3176}","{'nodes': 79, 'edges': 107}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7142,"{'nodes': 826, 'edges': 1285}","{'nodes': 112, 'edges': 197}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 752, 'edges': 1164}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7143,"{'nodes': 2377, 'edges': 3701}","{'nodes': 272, 'edges': 502}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2531, 'edges': 3923}","{'nodes': 22, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7144,"{'nodes': 2334, 'edges': 3582}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2516, 'edges': 3855}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7145,"{'nodes': 396, 'edges': 614}","{'nodes': 17, 'edges': 23}","{'nodes': 17, 'edges': 23}","{'nodes': 17, 'edges': 23}","{'nodes': 374, 'edges': 577}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7146,"{'nodes': 452, 'edges': 711}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 522, 'edges': 821}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7147,"{'nodes': 873, 'edges': 1335}","{'nodes': 14, 'edges': 17}","{'nodes': 13, 'edges': 15}","{'nodes': 13, 'edges': 15}","{'nodes': 886, 'edges': 1346}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7148,"{'nodes': 343, 'edges': 563}","{'nodes': 322, 'edges': 596}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 337, 'edges': 551}","{'nodes': 24, 'edges': 29}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7149,"{'nodes': 408, 'edges': 618}","{'nodes': 44, 'edges': 60}","{'nodes': 44, 'edges': 60}","{'nodes': 44, 'edges': 60}","{'nodes': 949, 'edges': 1465}","{'nodes': 37, 'edges': 55}","{'nodes': 33, 'edges': 47}","{'nodes': 33, 'edges': 47}"
7150,"{'nodes': 128, 'edges': 194}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 109, 'edges': 164}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7151,"{'nodes': 569, 'edges': 886}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 552, 'edges': 863}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7152,"{'nodes': 158, 'edges': 227}","{'nodes': 13, 'edges': 15}","{'nodes': 13, 'edges': 15}","{'nodes': 13, 'edges': 15}","{'nodes': 168, 'edges': 237}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7153,"{'nodes': 252, 'edges': 439}","{'nodes': 276, 'edges': 495}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 253, 'edges': 439}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7154,"{'nodes': 1115, 'edges': 1748}","{'nodes': 168, 'edges': 297}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1083, 'edges': 1698}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7155,"{'nodes': 39, 'edges': 57}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 43, 'edges': 62}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7156,"{'nodes': 2116, 'edges': 3306}","{'nodes': 72, 'edges': 121}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2234, 'edges': 3454}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7157,"{'nodes': 784, 'edges': 1201}","{'nodes': 26, 'edges': 35}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1288, 'edges': 1951}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7158,"{'nodes': 271, 'edges': 457}","{'nodes': 314, 'edges': 564}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 283, 'edges': 469}","{'nodes': 34, 'edges': 56}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7159,"{'nodes': 1597, 'edges': 2465}","{'nodes': 120, 'edges': 209}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2175, 'edges': 3346}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7160,"{'nodes': 774, 'edges': 1190}","{'nodes': 94, 'edges': 154}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1025, 'edges': 1565}","{'nodes': 14, 'edges': 19}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7161,"{'nodes': 123, 'edges': 186}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 125, 'edges': 188}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7162,"{'nodes': 2161, 'edges': 3319}","{'nodes': 31, 'edges': 43}","{'nodes': 27, 'edges': 37}","{'nodes': 32, 'edges': 43}","{'nodes': 2339, 'edges': 3604}","{'nodes': 20, 'edges': 28}","{'nodes': 26, 'edges': 35}","{'nodes': 27, 'edges': 37}"
7163,"{'nodes': 1507, 'edges': 2413}","{'nodes': 534, 'edges': 995}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1492, 'edges': 2387}","{'nodes': 32, 'edges': 37}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7164,"{'nodes': 848, 'edges': 1317}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1190, 'edges': 1852}","{'nodes': 15, 'edges': 22}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7165,"{'nodes': 499, 'edges': 774}","{'nodes': 86, 'edges': 147}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 505, 'edges': 781}","{'nodes': 17, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7166,"{'nodes': 1689, 'edges': 2707}","{'nodes': 264, 'edges': 477}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1876, 'edges': 2956}","{'nodes': 35, 'edges': 48}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7167,"{'nodes': 1545, 'edges': 2494}","{'nodes': 256, 'edges': 463}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1808, 'edges': 2883}","{'nodes': 22, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7168,"{'nodes': 563, 'edges': 900}","{'nodes': 192, 'edges': 349}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 521, 'edges': 830}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7169,"{'nodes': 1060, 'edges': 1654}","{'nodes': 8, 'edges': 10}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1154, 'edges': 1767}","{'nodes': 102, 'edges': 158}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
7170,"{'nodes': 568, 'edges': 891}","{'nodes': 96, 'edges': 165}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 600, 'edges': 922}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7171,"{'nodes': 922, 'edges': 1417}","{'nodes': 92, 'edges': 150}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 921, 'edges': 1409}","{'nodes': 13, 'edges': 18}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7172,"{'nodes': 394, 'edges': 609}","{'nodes': 56, 'edges': 80}","{'nodes': 56, 'edges': 78}","{'nodes': 56, 'edges': 78}","{'nodes': 347, 'edges': 514}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}"
7173,"{'nodes': 203, 'edges': 303}","{'nodes': 23, 'edges': 37}","{'nodes': 24, 'edges': 39}","{'nodes': 13, 'edges': 14}","{'nodes': 219, 'edges': 326}","{'nodes': 33, 'edges': 58}","{'nodes': 13, 'edges': 14}","{'nodes': 12, 'edges': 13}"
7174,"{'nodes': 1183, 'edges': 1798}","{'nodes': 57, 'edges': 79}","{'nodes': 37, 'edges': 48}","{'nodes': 37, 'edges': 48}","{'nodes': 1724, 'edges': 2587}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
7175,"{'nodes': 1087, 'edges': 1697}","{'nodes': 26, 'edges': 39}","{'nodes': 17, 'edges': 22}","{'nodes': 14, 'edges': 17}","{'nodes': 1070, 'edges': 1667}","{'nodes': 19, 'edges': 26}","{'nodes': 18, 'edges': 23}","{'nodes': 18, 'edges': 23}"
7176,"{'nodes': 575, 'edges': 927}","{'nodes': 176, 'edges': 312}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 570, 'edges': 919}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7177,"{'nodes': 714, 'edges': 1113}","{'nodes': 23, 'edges': 36}","{'nodes': 17, 'edges': 21}","{'nodes': 17, 'edges': 21}","{'nodes': 952, 'edges': 1471}","{'nodes': 17, 'edges': 23}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
7178,"{'nodes': 168, 'edges': 285}","{'nodes': 172, 'edges': 302}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 170, 'edges': 286}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7179,"{'nodes': 1221, 'edges': 1945}","{'nodes': 21, 'edges': 31}","{'nodes': 12, 'edges': 15}","{'nodes': 12, 'edges': 15}","{'nodes': 1745, 'edges': 2800}","{'nodes': 29, 'edges': 44}","{'nodes': 30, 'edges': 38}","{'nodes': 26, 'edges': 36}"
7180,"{'nodes': 921, 'edges': 1452}","{'nodes': 237, 'edges': 423}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 886, 'edges': 1393}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7181,"{'nodes': 54, 'edges': 78}","{'nodes': 10, 'edges': 11}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1820, 'edges': 2805}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7182,"{'nodes': 1870, 'edges': 2909}","{'nodes': 24, 'edges': 34}","{'nodes': 19, 'edges': 25}","{'nodes': 19, 'edges': 25}","{'nodes': 1743, 'edges': 2694}","{'nodes': 16, 'edges': 21}","{'nodes': 18, 'edges': 23}","{'nodes': 18, 'edges': 23}"
7183,"{'nodes': 641, 'edges': 1016}","{'nodes': 12, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1615, 'edges': 2545}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
7184,"{'nodes': 16, 'edges': 20}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 16, 'edges': 20}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
7185,"{'nodes': 2608, 'edges': 4136}","{'nodes': 323, 'edges': 573}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2338, 'edges': 3643}","{'nodes': 43, 'edges': 59}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7186,"{'nodes': 1785, 'edges': 2809}","{'nodes': 99, 'edges': 169}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1975, 'edges': 3054}","{'nodes': 29, 'edges': 43}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7187,"{'nodes': 1303, 'edges': 2024}","{'nodes': 113, 'edges': 195}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1253, 'edges': 1947}","{'nodes': 20, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7188,"{'nodes': 95, 'edges': 156}","{'nodes': 84, 'edges': 143}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 96, 'edges': 156}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7189,"{'nodes': 2030, 'edges': 3150}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 2081, 'edges': 3216}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
