,GCC_O0,GCC_O1,GCC_O2,GCC_O3,LLVM_O0,LLVM_O1,LLVM_O2,LLVM_O3
0,"{'nodes': 127, 'edges': 214}","{'nodes': 126, 'edges': 220}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 128, 'edges': 214}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
1,"{'nodes': 619, 'edges': 952}","{'nodes': 132, 'edges': 235}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 596, 'edges': 916}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
2,"{'nodes': 1269, 'edges': 1970}","{'nodes': 19, 'edges': 26}","{'nodes': 12, 'edges': 15}","{'nodes': 12, 'edges': 15}","{'nodes': 1240, 'edges': 1926}","{'nodes': 15, 'edges': 20}","{'nodes': 16, 'edges': 20}","{'nodes': 16, 'edges': 20}"
3,"{'nodes': 744, 'edges': 1147}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2851, 'edges': 4389}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
4,"{'nodes': 2827, 'edges': 4395}","{'nodes': 149, 'edges': 264}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2934, 'edges': 4536}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
5,"{'nodes': 136, 'edges': 222}","{'nodes': 78, 'edges': 132}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 135, 'edges': 218}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
6,"{'nodes': 349, 'edges': 570}","{'nodes': 375, 'edges': 697}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 388, 'edges': 621}","{'nodes': 31, 'edges': 46}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
7,"{'nodes': 1756, 'edges': 2760}","{'nodes': 294, 'edges': 543}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1878, 'edges': 2989}","{'nodes': 23, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
8,"{'nodes': 618, 'edges': 939}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 758, 'edges': 1146}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
9,"{'nodes': 1437, 'edges': 2229}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2649, 'edges': 4193}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
10,"{'nodes': 363, 'edges': 567}","{'nodes': 39, 'edges': 61}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 337, 'edges': 515}","{'nodes': 17, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
11,"{'nodes': 1450, 'edges': 2260}","{'nodes': 348, 'edges': 645}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1487, 'edges': 2303}","{'nodes': 48, 'edges': 59}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
12,"{'nodes': 193, 'edges': 329}","{'nodes': 192, 'edges': 341}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 192, 'edges': 326}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
13,"{'nodes': 549, 'edges': 887}","{'nodes': 456, 'edges': 850}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 660, 'edges': 1046}","{'nodes': 29, 'edges': 34}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
14,"{'nodes': 240, 'edges': 357}","{'nodes': 48, 'edges': 62}","{'nodes': 38, 'edges': 47}","{'nodes': 38, 'edges': 47}","{'nodes': 245, 'edges': 362}","{'nodes': 16, 'edges': 21}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
15,"{'nodes': 447, 'edges': 683}","{'nodes': 13, 'edges': 18}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 434, 'edges': 661}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
16,"{'nodes': 961, 'edges': 1505}","{'nodes': 528, 'edges': 968}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1052, 'edges': 1609}","{'nodes': 54, 'edges': 83}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
17,"{'nodes': 912, 'edges': 1377}","{'nodes': 55, 'edges': 80}","{'nodes': 54, 'edges': 76}","{'nodes': 55, 'edges': 77}","{'nodes': 927, 'edges': 1383}","{'nodes': 39, 'edges': 58}","{'nodes': 33, 'edges': 46}","{'nodes': 33, 'edges': 46}"
18,"{'nodes': 671, 'edges': 1076}","{'nodes': 348, 'edges': 645}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 652, 'edges': 1042}","{'nodes': 28, 'edges': 37}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
19,"{'nodes': 2441, 'edges': 3787}","{'nodes': 302, 'edges': 558}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2435, 'edges': 3777}","{'nodes': 23, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
20,"{'nodes': 75, 'edges': 117}","{'nodes': 14, 'edges': 19}","{'nodes': 12, 'edges': 15}","{'nodes': 11, 'edges': 12}","{'nodes': 87, 'edges': 132}","{'nodes': 25, 'edges': 42}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}"
21,"{'nodes': 1699, 'edges': 2640}","{'nodes': 192, 'edges': 336}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 1944, 'edges': 3010}","{'nodes': 70, 'edges': 111}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
22,"{'nodes': 532, 'edges': 804}","{'nodes': 52, 'edges': 83}","{'nodes': 18, 'edges': 25}","{'nodes': 9, 'edges': 10}","{'nodes': 791, 'edges': 1192}","{'nodes': 13, 'edges': 16}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
23,"{'nodes': 38, 'edges': 56}","{'nodes': 16, 'edges': 22}","{'nodes': 13, 'edges': 18}","{'nodes': 10, 'edges': 11}","{'nodes': 40, 'edges': 58}","{'nodes': 19, 'edges': 30}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
24,"{'nodes': 88, 'edges': 130}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 10, 'edges': 11}","{'nodes': 81, 'edges': 119}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
25,"{'nodes': 520, 'edges': 800}","{'nodes': 14, 'edges': 17}","{'nodes': 13, 'edges': 15}","{'nodes': 13, 'edges': 15}","{'nodes': 556, 'edges': 860}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
26,"{'nodes': 296, 'edges': 464}","{'nodes': 160, 'edges': 286}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 299, 'edges': 466}","{'nodes': 20, 'edges': 27}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
27,"{'nodes': 335, 'edges': 541}","{'nodes': 252, 'edges': 459}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 351, 'edges': 556}","{'nodes': 26, 'edges': 41}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
28,"{'nodes': 15, 'edges': 19}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 15, 'edges': 19}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
29,"{'nodes': 938, 'edges': 1492}","{'nodes': 132, 'edges': 231}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1134, 'edges': 1797}","{'nodes': 16, 'edges': 21}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
30,"{'nodes': 91, 'edges': 139}","{'nodes': 25, 'edges': 37}","{'nodes': 24, 'edges': 37}","{'nodes': 21, 'edges': 24}","{'nodes': 100, 'edges': 149}","{'nodes': 23, 'edges': 38}","{'nodes': 19, 'edges': 22}","{'nodes': 19, 'edges': 22}"
31,"{'nodes': 775, 'edges': 1200}","{'nodes': 52, 'edges': 80}","{'nodes': 17, 'edges': 22}","{'nodes': 17, 'edges': 22}","{'nodes': 747, 'edges': 1154}","{'nodes': 17, 'edges': 23}","{'nodes': 20, 'edges': 27}","{'nodes': 20, 'edges': 27}"
32,"{'nodes': 1263, 'edges': 1942}","{'nodes': 131, 'edges': 214}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1301, 'edges': 1976}","{'nodes': 40, 'edges': 58}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
33,"{'nodes': 2160, 'edges': 3447}","{'nodes': 132, 'edges': 197}","{'nodes': 50, 'edges': 75}","{'nodes': 45, 'edges': 65}","{'nodes': 2528, 'edges': 3899}","{'nodes': 17, 'edges': 22}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
34,"{'nodes': 196, 'edges': 327}","{'nodes': 232, 'edges': 425}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 203, 'edges': 337}","{'nodes': 21, 'edges': 26}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
35,"{'nodes': 1590, 'edges': 2461}","{'nodes': 117, 'edges': 188}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1576, 'edges': 2433}","{'nodes': 18, 'edges': 24}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
36,"{'nodes': 1901, 'edges': 2834}","{'nodes': 137, 'edges': 198}","{'nodes': 68, 'edges': 95}","{'nodes': 67, 'edges': 94}","{'nodes': 2189, 'edges': 3204}","{'nodes': 51, 'edges': 72}","{'nodes': 49, 'edges': 69}","{'nodes': 48, 'edges': 68}"
37,"{'nodes': 414, 'edges': 655}","{'nodes': 218, 'edges': 380}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 434, 'edges': 671}","{'nodes': 29, 'edges': 38}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
38,"{'nodes': 2511, 'edges': 3856}","{'nodes': 90, 'edges': 154}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2484, 'edges': 3819}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
39,"{'nodes': 1323, 'edges': 2100}","{'nodes': 19, 'edges': 28}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 1309, 'edges': 2022}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
40,"{'nodes': 2216, 'edges': 3419}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 2177, 'edges': 3364}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
41,"{'nodes': 46, 'edges': 69}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 11, 'edges': 14}","{'nodes': 28, 'edges': 39}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
42,"{'nodes': 1034, 'edges': 1610}","{'nodes': 240, 'edges': 424}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1069, 'edges': 1652}","{'nodes': 30, 'edges': 38}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
43,"{'nodes': 1781, 'edges': 2770}","{'nodes': 11, 'edges': 14}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 1917, 'edges': 2982}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
44,"{'nodes': 1878, 'edges': 2898}","{'nodes': 181, 'edges': 326}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2024, 'edges': 3117}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
45,"{'nodes': 808, 'edges': 1248}","{'nodes': 19, 'edges': 27}","{'nodes': 12, 'edges': 15}","{'nodes': 12, 'edges': 15}","{'nodes': 745, 'edges': 1145}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 14, 'edges': 17}"
46,"{'nodes': 1263, 'edges': 1921}","{'nodes': 152, 'edges': 227}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1555, 'edges': 2340}","{'nodes': 55, 'edges': 78}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
47,"{'nodes': 20, 'edges': 27}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 20, 'edges': 27}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
48,"{'nodes': 675, 'edges': 1030}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 701, 'edges': 1091}","{'nodes': 16, 'edges': 21}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
49,"{'nodes': 266, 'edges': 441}","{'nodes': 312, 'edges': 577}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 270, 'edges': 444}","{'nodes': 24, 'edges': 29}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
50,"{'nodes': 168, 'edges': 280}","{'nodes': 222, 'edges': 406}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 167, 'edges': 277}","{'nodes': 20, 'edges': 25}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
51,"{'nodes': 1319, 'edges': 2036}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 1299, 'edges': 1998}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
52,"{'nodes': 2561, 'edges': 4034}","{'nodes': 429, 'edges': 793}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2619, 'edges': 4116}","{'nodes': 37, 'edges': 48}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
53,"{'nodes': 186, 'edges': 284}","{'nodes': 18, 'edges': 23}","{'nodes': 17, 'edges': 22}","{'nodes': 17, 'edges': 22}","{'nodes': 205, 'edges': 311}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
54,"{'nodes': 1120, 'edges': 1790}","{'nodes': 391, 'edges': 725}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1025, 'edges': 1618}","{'nodes': 27, 'edges': 32}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
55,"{'nodes': 392, 'edges': 616}","{'nodes': 172, 'edges': 311}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 411, 'edges': 644}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
56,"{'nodes': 1905, 'edges': 2959}","{'nodes': 34, 'edges': 50}","{'nodes': 22, 'edges': 30}","{'nodes': 18, 'edges': 22}","{'nodes': 1899, 'edges': 2945}","{'nodes': 21, 'edges': 27}","{'nodes': 17, 'edges': 21}","{'nodes': 17, 'edges': 21}"
57,"{'nodes': 15, 'edges': 19}","{'nodes': 24, 'edges': 33}","{'nodes': 20, 'edges': 25}","{'nodes': 20, 'edges': 25}","{'nodes': 26, 'edges': 34}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}"
58,"{'nodes': 933, 'edges': 1463}","{'nodes': 19, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 966, 'edges': 1486}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
59,"{'nodes': 305, 'edges': 465}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 323, 'edges': 493}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
60,"{'nodes': 2024, 'edges': 3115}","{'nodes': 104, 'edges': 171}","{'nodes': 28, 'edges': 38}","{'nodes': 22, 'edges': 29}","{'nodes': 2241, 'edges': 3446}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
61,"{'nodes': 1788, 'edges': 2774}","{'nodes': 14, 'edges': 19}","{'nodes': 14, 'edges': 19}","{'nodes': 11, 'edges': 12}","{'nodes': 1076, 'edges': 1659}","{'nodes': 21, 'edges': 34}","{'nodes': 11, 'edges': 12}","{'nodes': 11, 'edges': 12}"
62,"{'nodes': 1080, 'edges': 1727}","{'nodes': 198, 'edges': 348}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1027, 'edges': 1642}","{'nodes': 27, 'edges': 34}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
63,"{'nodes': 2772, 'edges': 4300}","{'nodes': 210, 'edges': 374}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 3052, 'edges': 4738}","{'nodes': 19, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
64,"{'nodes': 1573, 'edges': 2399}","{'nodes': 109, 'edges': 159}","{'nodes': 75, 'edges': 106}","{'nodes': 74, 'edges': 104}","{'nodes': 1640, 'edges': 2470}","{'nodes': 24, 'edges': 33}","{'nodes': 22, 'edges': 29}","{'nodes': 22, 'edges': 29}"
65,"{'nodes': 531, 'edges': 848}","{'nodes': 200, 'edges': 343}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}","{'nodes': 559, 'edges': 892}","{'nodes': 26, 'edges': 36}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
66,"{'nodes': 1872, 'edges': 2868}","{'nodes': 32, 'edges': 47}","{'nodes': 22, 'edges': 31}","{'nodes': 12, 'edges': 15}","{'nodes': 1842, 'edges': 2823}","{'nodes': 16, 'edges': 20}","{'nodes': 15, 'edges': 19}","{'nodes': 15, 'edges': 19}"
67,"{'nodes': 1838, 'edges': 2887}","{'nodes': 432, 'edges': 805}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1732, 'edges': 2731}","{'nodes': 34, 'edges': 40}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
68,"{'nodes': 2247, 'edges': 3548}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 2552, 'edges': 4062}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}"
69,"{'nodes': 172, 'edges': 273}","{'nodes': 114, 'edges': 198}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 177, 'edges': 277}","{'nodes': 17, 'edges': 24}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
70,"{'nodes': 2572, 'edges': 3957}","{'nodes': 92, 'edges': 159}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2654, 'edges': 4077}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
71,"{'nodes': 201, 'edges': 306}","{'nodes': 46, 'edges': 71}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 197, 'edges': 293}","{'nodes': 13, 'edges': 18}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
72,"{'nodes': 508, 'edges': 794}","{'nodes': 14, 'edges': 17}","{'nodes': 13, 'edges': 16}","{'nodes': 13, 'edges': 16}","{'nodes': 437, 'edges': 674}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
73,"{'nodes': 815, 'edges': 1230}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 809, 'edges': 1209}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
74,"{'nodes': 137, 'edges': 227}","{'nodes': 122, 'edges': 213}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 141, 'edges': 230}","{'nodes': 19, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
75,"{'nodes': 1797, 'edges': 2762}","{'nodes': 86, 'edges': 137}","{'nodes': 27, 'edges': 40}","{'nodes': 25, 'edges': 36}","{'nodes': 1712, 'edges': 2628}","{'nodes': 19, 'edges': 26}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
76,"{'nodes': 2905, 'edges': 4617}","{'nodes': 315, 'edges': 575}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2802, 'edges': 4463}","{'nodes': 41, 'edges': 52}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
77,"{'nodes': 28, 'edges': 41}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 28, 'edges': 41}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
78,"{'nodes': 2667, 'edges': 4221}","{'nodes': 35, 'edges': 53}","{'nodes': 27, 'edges': 39}","{'nodes': 24, 'edges': 33}","{'nodes': 2880, 'edges': 4548}","{'nodes': 32, 'edges': 47}","{'nodes': 24, 'edges': 33}","{'nodes': 24, 'edges': 33}"
79,"{'nodes': 1992, 'edges': 3085}","{'nodes': 309, 'edges': 572}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2004, 'edges': 3095}","{'nodes': 23, 'edges': 28}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
80,"{'nodes': 515, 'edges': 790}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 10, 'edges': 11}","{'nodes': 527, 'edges': 809}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
81,"{'nodes': 1504, 'edges': 2297}","{'nodes': 87, 'edges': 147}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1718, 'edges': 2591}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
82,"{'nodes': 1690, 'edges': 2593}","{'nodes': 21, 'edges': 30}","{'nodes': 11, 'edges': 13}","{'nodes': 13, 'edges': 16}","{'nodes': 1698, 'edges': 2594}","{'nodes': 13, 'edges': 16}","{'nodes': 14, 'edges': 17}","{'nodes': 14, 'edges': 17}"
83,"{'nodes': 220, 'edges': 373}","{'nodes': 194, 'edges': 345}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 221, 'edges': 373}","{'nodes': 18, 'edges': 23}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
84,"{'nodes': 18, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 18, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
85,"{'nodes': 442, 'edges': 659}","{'nodes': 34, 'edges': 45}","{'nodes': 30, 'edges': 40}","{'nodes': 28, 'edges': 36}","{'nodes': 466, 'edges': 676}","{'nodes': 32, 'edges': 41}","{'nodes': 32, 'edges': 41}","{'nodes': 32, 'edges': 41}"
86,"{'nodes': 328, 'edges': 502}","{'nodes': 191, 'edges': 346}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 355, 'edges': 539}","{'nodes': 7, 'edges': 10}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
87,"{'nodes': 1573, 'edges': 2446}","{'nodes': 214, 'edges': 368}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 1647, 'edges': 2531}","{'nodes': 25, 'edges': 33}","{'nodes': 6, 'edges': 5}","{'nodes': 6, 'edges': 5}"
88,"{'nodes': 109, 'edges': 178}","{'nodes': 90, 'edges': 154}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 111, 'edges': 179}","{'nodes': 15, 'edges': 20}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
89,"{'nodes': 24, 'edges': 33}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 26, 'edges': 36}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
90,"{'nodes': 2467, 'edges': 3892}","{'nodes': 156, 'edges': 275}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}","{'nodes': 2228, 'edges': 3453}","{'nodes': 17, 'edges': 22}","{'nodes': 7, 'edges': 6}","{'nodes': 7, 'edges': 6}"
91,"{'nodes': 1283, 'edges': 2020}","{'nodes': 66, 'edges': 98}","{'nodes': 31, 'edges': 49}","{'nodes': 40, 'edges': 62}","{'nodes': 1200, 'edges': 1868}","{'nodes': 18, 'edges': 24}","{'nodes': 9, 'edges': 10}","{'nodes': 9, 'edges': 10}"
