var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_22,0,1,0
g_67,0,1,1
g_79,0,1,1
g_119,0,1,1
g_39,1,0,0
g_180,1,0,0
g_148,0,1,0
g_71,1,0,0
g_405,0,1,0
g_215,0,1,1
g_400,0,0,1
g_210,1,0,0
g_346,0,2,0
g_348,1,0,0
g_554,2,0,1
g_89,1,2,0
g_398,2,0,0
g_45,2,0,0
g_647,2,0,0
g_212,0,0,2
g_126,0,0,0
g_162,0,0,2
g_214,0,0,2
g_224,0,0,0
g_284,0,0,0
g_285,0,0,2
g_288,0,0,0
g_329,0,0,0
g_341,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
csmith_sink_,32,40,0
_IO_stdin_used,0,0,0
