var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,32
__undefined,0,0,0
g_12,0,0,0
g_17,1,1,20
g_61,1,0,11
g_60,0,1,35
g_63,0,0,0
g_68,5,3,0
g_70,0,0,0
g_73,2,2,0
g_77,0,3,1
g_109,1,0,17
g_120,0,4,8
g_162,3,0,0
g_166,2,0,0
g_186,0,6,0
g_190,0,0,5
g_191,0,4,0
g_206,2,0,4
g_237,0,0,0
g_258,0,0,8
g_257,0,0,8
g_256,0,0,14
g_280,0,1,0
g_359,0,0,0
g_480,0,0,0
g_481,0,0,0
g_483,0,0,0
g_486,0,0,1
g_490,0,0,1
g_507,1,0,6
g_571,0,0,0
g_604,0,0,2
g_603,0,0,3
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
