name, constant_write, var_write, read
g_2, 4, 1, 14
g_5, 7, 1, 35
g_33, 5, 0, 0
g_58, 2, 13, 11
g_112, 4, 14, 10
g_121, 1, 3, 2
g_125, 4, 13, 2
g_146, 0, 3, 0
g_155, 8, 2, 1
g_170, 2, 0, 12
g_188, 6, 15, 2
g_205, 3, 6, 1
g_216, 0, 4, 0
g_230, 3, 8, 2
g_251, 3, 8, 5
g_266, 4, 4, 0
g_305, 2, 7, 0
g_380, 0, 2, 12
g_400, 0, 13, 0
g_460, 2, 15, 1
g_477, 2, 6, 8
g_521, 0, 2, 0
g_569, 0, 2, 0
g_570, 2, 3, 2
g_587, 0, 2, 1
g_588, 0, 1, 0
g_601, 1, 0, 1
g_637, 1, 3, 0
g_638, 2, 0, 5
g_654, 4, 25, 5
g_852, 0, 3, 0
g_976, 0, 0, 0
crc32_context, 0, 4, 41
crc32_tab, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
