var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_2,1,1,9
g_6,0,0,7
g_33,0,0,9
g_63,0,0,6
g_91,0,0,0
g_96,0,0,1
g_107,0,0,0
g_144,0,0,0
g_148,0,0,1
g_162,0,0,2
g_165,0,0,1
g_172,0,0,6
g_174,0,0,1
g_190,0,0,1
g_196,0,0,7
g_198,0,0,1
g_200,0,0,2
g_202,0,0,2
g_208,0,0,1
g_338,0,0,0
g_439,0,0,0
g_518,0,0,7
g_799,0,0,1
g_896,0,0,7
g_910,0,0,1
g_913,0,0,0
g_1022,0,0,1
g_1037,0,0,1
g_1041,0,0,5
g_1051,0,0,1
g_1069,0,0,0
g_1076,0,0,0
g_1190,0,0,0
g_1288,0,1,2
g_1309,0,0,0
g_1324,0,0,0
crc32_context,0,4,45
crc32_tab,0,0,5
g_397,0,0,5
g_396,0,0,3
g_454,0,0,1
g_62,0,0,2
g_155,0,0,1
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
