name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 8, 42
__undefined, 0, 0, 0
g_5, 1, 1, 0
g_13, 3, 0, 6
g_16, 2, 0, 8
g_63, 3, 1, 6
g_93, 0, 0, 0
g_97, 0, 0, 0
g_96, 2, 0, 0
g_103, 1, 2, 0
g_104, 3, 2, 7
g_111, 2, 3, 0
g_115, 6, 2, 8
g_131, 0, 0, 0
g_138, 2, 8, 0
g_141, 0, 0, 3
g_148, 1, 2, 0
g_149, 0, 2, 0
g_192, 0, 0, 6
g_191, 0, 0, 10
g_202, 0, 2, 0
g_203, 1, 2, 2
g_207, 0, 0, 0
g_209, 0, 1, 4
g_249, 0, 0, 0
g_248, 0, 0, 0
g_247, 1, 1, 0
g_265, 0, 0, 1
g_318, 0, 0, 20
g_338, 0, 1, 0
g_346, 0, 0, 5
g_376, 0, 0, 0
g_375, 0, 0, 0
g_392, 0, 2, 0
g_469, 0, 0, 1
g_513, 0, 0, 0
g_556, 0, 0, 0
g_555, 0, 0, 2
g_554, 0, 0, 0
g_568, 0, 0, 0
g_567, 0, 0, 0
g_650, 0, 0, 0
g_649, 1, 1, 1
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
