name, constant_write, var_write, read
g_2, 0, 1, 0
g_4, 2, 1, 1
g_37, 0, 0, 0
g_61, 1, 0, 0
g_78, 0, 0, 0
g_80, 1, 0, 0
g_87, 0, 0, 0
g_97, 1, 0, 0
g_115, 0, 0, 0
g_143, 0, 0, 0
g_145, 0, 0, 0
g_150, 0, 0, 0
g_152, 0, 0, 0
g_190, 1, 0, 0
g_194, 1, 0, 0
g_198, 0, 0, 0
g_208, 0, 0, 0
g_237, 1, 0, 0
g_249, 1, 0, 0
g_369, 1, 0, 0
g_391, 1, 0, 0
g_395, 0, 0, 0
g_640, 0, 0, 0
g_679, 1, 0, 0
g_686, 0, 0, 0
g_728, 1, 0, 0
g_787, 1, 0, 0
g_902, 0, 0, 0
g_920, 1, 0, 0
g_752, 0, 0, 0
g_619, 0, 0, 0
g_620, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 29, 0
_IO_stdin_used, 0, 0, 0
