var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_542,1,0,6
g_727,1,1,0
g_7,0,0,37
g_25,0,2,12
g_66,1,1,10
g_67,0,4,2
g_73,0,0,4
g_78,5,5,11
g_83,0,4,4
g_121,0,0,1
g_146,0,0,0
g_158,1,0,2
g_167,0,0,9
g_248,0,0,1
g_294,0,0,6
g_295,1,1,11
g_297,0,0,1
g_368,0,0,1
g_371,0,0,1
g_374,1,1,5
g_463,0,0,3
g_473,0,0,6
g_485,1,1,1
g_540,0,0,6
g_650,1,1,5
crc32_context,0,8,40
crc32_tab,0,0,9
g_117,0,0,16
g_118,0,0,1
g_456,0,0,25
g_299,0,0,7
g_541,0,0,5
g_331,0,0,9
g_332,0,0,21
g_626,0,1,1
g_300,0,0,1
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
