name, constant_write, var_write, read
g_3, 3, 7, 0
g_12, 3, 3, 11
g_20, 4, 0, 15
g_33, 2, 2, 6
g_57, 2, 1, 9
g_62, 3, 2, 2
g_90, 0, 2, 0
g_101, 1, 27, 7
g_138, 3, 3, 4
g_143, 5, 1, 5
g_144, 6, 2, 5
g_163, 2, 5, 1
g_170, 2, 0, 3
g_172, 0, 5, 3
g_215, 2, 5, 2
g_248, 1, 4, 1
g_273, 0, 4, 0
g_274, 1, 1, 3
g_291, 3, 3, 4
g_303, 1, 3, 1
g_304, 1, 5, 2
g_320, 1, 4, 1
g_334, 0, 1, 2
g_335, 2, 4, 6
g_350, 3, 2, 3
g_355, 1, 2, 3
g_360, 3, 2, 7
g_420, 0, 2, 1
g_506, 2, 2, 4
g_692, 3, 1, 1
g_819, 1, 1, 1
g_860, 0, 0, 0
g_864, 1, 1, 0
g_901, 0, 0, 0
g_902, 1, 1, 1
g_931, 0, 0, 0
g_963, 0, 2, 0
g_1019, 3, 2, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 37, 0
_IO_stdin_used, 0, 0, 0
