name, constant_write, var_write, read
g_91, 2, 0, 7
g_7, 3, 1, 13
g_44, 0, 0, 10
g_47, 2, 1, 1
g_106, 1, 1, 3
g_119, 2, 4, 3
g_126, 0, 0, 4
g_128, 1, 3, 1
g_138, 1, 2, 2
g_248, 4, 4, 8
g_250, 0, 0, 1
g_256, 2, 0, 3
g_262, 5, 5, 0
g_270, 2, 2, 4
g_278, 2, 0, 0
g_300, 1, 3, 1
g_468, 0, 0, 1
g_474, 0, 0, 0
g_546, 1, 1, 0
g_564, 0, 0, 1
g_724, 2, 2, 3
g_748, 0, 0, 0
g_750, 0, 0, 0
g_839, 0, 0, 1
g_857, 0, 0, 2
g_876, 0, 0, 0
crc32_context, 0, 8, 42
crc32_tab, 0, 0, 0
g_585, 2, 0, 3
g_261, 0, 0, 35
g_123, 0, 0, 27
g_90, 0, 0, 37
g_378, 0, 0, 15
g_379, 0, 0, 13
g_710, 0, 0, 14
g_711, 0, 0, 3
g_277, 0, 2, 43
g_89, 1, 0, 23
g_122, 0, 0, 8
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
