name, constant_write, var_write, read
g_10, 5, 4, 19
g_76, 2, 2, 5
g_80, 1, 1, 12
g_113, 1, 3, 0
g_161, 3, 7, 9
g_169, 1, 0, 0
g_170, 1, 2, 7
g_286, 1, 1, 0
g_287, 0, 1, 2
g_290, 0, 0, 0
g_291, 1, 1, 14
g_292, 0, 0, 4
g_294, 0, 6, 7
g_296, 0, 4, 4
g_297, 5, 6, 10
g_299, 0, 2, 6
g_301, 3, 4, 10
g_314, 1, 5, 7
g_408, 1, 2, 2
g_447, 3, 2, 6
g_512, 0, 0, 0
g_686, 0, 1, 3
g_705, 1, 0, 5
g_740, 2, 10, 3
g_772, 1, 3, 4
g_937, 0, 1, 1
g_1019, 0, 0, 2
g_1080, 0, 1, 2
crc32_context, 0, 4, 49
crc32_tab, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
