var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_2,3,5,13
g_5,2,2,3
g_55,0,1,2
g_66,0,1,7
g_77,0,0,8
g_110,0,3,7
g_149,0,0,7
g_164,1,1,0
g_165,0,6,3
g_172,0,1,1
g_173,0,6,0
g_175,2,4,12
g_176,0,1,6
g_189,0,0,7
g_213,0,1,3
g_223,0,0,6
g_229,0,3,2
g_267,0,0,3
g_273,2,7,4
g_396,2,3,1
g_398,0,7,1
g_534,1,1,11
g_540,2,5,2
g_625,0,1,0
g_661,0,1,1
g_684,0,1,1
g_733,0,3,0
g_773,0,0,3
g_774,2,1,0
g_779,0,0,6
g_780,0,1,4
g_795,0,0,9
g_846,0,2,3
g_852,0,3,2
g_956,1,3,2
g_996,0,2,0
g_997,0,2,1
g_1000,0,2,0
g_1002,0,1,1
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
csmith_sink_,0,38,0
_IO_stdin_used,0,0,0
