var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,39
__undefined,0,0,0
g_2,0,0,0
g_36,0,0,0
g_37,0,0,0
g_105,0,4,5
g_106,0,0,0
g_107,0,0,0
g_108,0,0,0
g_130,0,1,5
g_135,0,1,3
g_138,0,1,0
g_142,1,1,4
g_167,0,0,3
g_211,0,0,0
g_212,0,2,0
g_223,0,1,2
g_245,0,1,0
g_294,0,0,0
g_318,0,0,1
g_405,0,0,0
g_411,0,0,0
g_511,0,0,0
g_649,0,0,3
g_796,0,1,0
g_824,0,2,4
g_989,0,1,5
g_1007,0,2,0
g_1008,0,1,0
g_1009,0,1,0
g_1010,0,2,0
g_1012,0,1,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
