name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 0, 0
__undefined, 0, 0, 0
g_33, 1, 1, 0
g_52, 7, 4, 5
g_53, 2, 2, 5
g_60, 1, 0, 3
g_62, 9, 2, 7
g_64, 0, 0, 0
g_77, 0, 0, 0
g_76, 0, 0, 48
g_87, 0, 1, 0
g_125, 1, 2, 0
g_128, 1, 1, 0
g_135, 1, 1, 0
g_150, 0, 0, 9
g_149, 1, 0, 11
g_155, 1, 1, 0
g_162, 2, 1, 1
g_186, 1, 0, 4
g_203, 0, 1, 0
g_205, 0, 0, 6
g_204, 0, 0, 4
g_216, 0, 0, 1
g_229, 0, 0, 0
g_244, 1, 1, 0
g_247, 0, 2, 11
g_363, 0, 0, 7
g_362, 1, 0, 12
g_376, 0, 0, 0
g_375, 0, 0, 1
g_420, 1, 0, 0
g_421, 0, 0, 19
g_485, 0, 0, 0
g_484, 0, 0, 2
g_483, 0, 0, 3
g_555, 0, 0, 1
g_554, 0, 0, 4
g_561, 0, 1, 0
g_579, 4, 2, 4
g_622, 0, 0, 0
g_679, 0, 0, 0
g_685, 0, 0, 0
g_684, 0, 0, 5
g_696, 0, 0, 0
g_695, 0, 0, 0
g_694, 0, 0, 0
g_704, 2, 0, 3
g_703, 0, 0, 1
g_702, 0, 0, 3
g_711, 0, 0, 3
g_716, 0, 0, 4
g_804, 8, 3, 5
g_855, 0, 0, 0
g_854, 0, 0, 1
g_853, 0, 0, 8
g_875, 0, 1, 1
g_970, 0, 0, 0
g_969, 0, 0, 0
g_968, 0, 0, 0
g_999, 0, 0, 4
g_1023, 0, 0, 2
g_1022, 0, 0, 11
g_1080, 0, 0, 1
g_1094, 0, 0, 1
g_1214, 0, 2, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 21, 0
_IO_stdin_used, 0, 0, 0
