name, constant_write, var_write, read
g_53, 4, 12, 2
g_62, 6, 12, 0
g_420, 0, 1, 1
g_804, 5, 1, 0
g_33, 2, 0, 0
g_64, 1, 0, 0
g_216, 1, 1, 0
g_60, 4, 4, 0
g_244, 0, 1, 0
g_52, 6, 4, 0
g_247, 1, 2, 1
g_125, 0, 0, 0
g_162, 3, 1, 0
g_149, 4, 0, 3
g_204, 1, 0, 1
g_87, 2, 1, 0
g_155, 3, 1, 0
g_203, 1, 1, 0
g_150, 1, 0, 1
g_484, 1, 0, 0
g_363, 0, 2, 1
g_135, 0, 1, 0
g_703, 2, 0, 2
g_579, 4, 0, 0
g_555, 0, 1, 1
g_128, 0, 0, 0
g_1023, 1, 0, 0
g_1214, 1, 0, 0
g_704, 1, 0, 0
g_561, 0, 0, 0
g_205, 0, 0, 0
g_485, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 12, 51, 0
_IO_stdin_used, 0, 0, 0
