var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_2,1,1,19
g_8,0,0,4
g_11,0,1,3
g_13,1,1,10
g_17,0,1,4
g_24,0,1,2
g_26,0,1,4
g_62,0,0,11
g_65,0,0,8
g_98,0,0,30
g_107,1,4,13
g_116,0,3,4
g_127,0,0,8
g_155,0,1,1
g_161,0,2,5
g_182,0,0,2
g_185,0,0,2
g_229,0,1,4
g_248,0,0,1
g_309,0,0,1
g_424,0,0,1
g_474,0,0,0
g_552,0,0,0
g_555,0,0,0
g_620,0,0,0
g_635,0,0,0
g_637,0,0,0
g_653,0,0,0
g_658,0,0,0
g_726,1,1,1
crc32_context,0,8,47
crc32_tab,0,0,9
g_67,0,0,4
g_259,0,0,1
g_298,0,0,2
g_810,0,0,2
g_66,0,0,15
g_243,0,0,2
g_257,0,0,2
g_252,0,0,5
g_295,0,1,0
g_258,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
