name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 0, 0
__undefined, 0, 0, 0
g_9, 0, 1, 11
g_8, 0, 0, 10
g_78, 1, 1, 0
g_80, 0, 0, 0
g_90, 1, 1, 0
g_107, 0, 0, 0
g_111, 3, 2, 2
g_132, 0, 0, 4
g_131, 0, 0, 4
g_130, 0, 0, 5
g_135, 1, 0, 2
g_142, 0, 0, 0
g_144, 0, 1, 0
g_151, 0, 0, 4
g_150, 0, 0, 13
g_155, 0, 0, 0
g_159, 2, 1, 0
g_208, 1, 0, 0
g_210, 1, 1, 3
g_209, 0, 0, 4
g_272, 0, 0, 0
g_279, 0, 0, 0
g_369, 0, 0, 0
g_368, 2, 1, 2
g_439, 1, 1, 0
g_442, 0, 0, 0
g_441, 0, 0, 1
g_553, 0, 0, 0
__PRETTY_FUNCTION__.4, 0, 0, 0
__PRETTY_FUNCTION__.3, 0, 0, 0
__PRETTY_FUNCTION__.0, 0, 0, 0
__PRETTY_FUNCTION__.1, 0, 0, 0
__PRETTY_FUNCTION__.6, 0, 0, 0
__PRETTY_FUNCTION__.2, 0, 0, 0
__PRETTY_FUNCTION__.5, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 16, 0
_IO_stdin_used, 0, 0, 0
