name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 0, 0
__undefined, 0, 0, 0
g_2, 3, 2, 6
g_28, 0, 0, 0
g_27, 0, 0, 2
g_29, 1, 0, 0
g_39, 1, 0, 0
g_57, 1, 0, 1
g_63, 1, 0, 0
g_96, 1, 0, 0
g_98, 0, 0, 0
g_115, 0, 0, 0
g_139, 0, 0, 0
g_138, 0, 0, 0
g_137, 0, 0, 0
g_136, 0, 0, 0
g_142, 1, 0, 0
g_163, 0, 0, 0
g_180, 1, 0, 0
g_185, 1, 0, 0
g_199, 0, 0, 0
g_198, 0, 0, 1
g_205, 2, 1, 0
g_210, 1, 0, 0
g_211, 1, 0, 0
g_214, 1, 0, 0
g_216, 0, 0, 0
g_226, 0, 0, 0
g_227, 0, 0, 1
g_247, 1, 0, 0
g_250, 1, 0, 0
g_291, 1, 0, 0
g_357, 0, 0, 0
g_391, 1, 0, 0
g_419, 0, 0, 0
g_422, 0, 0, 0
g_458, 0, 0, 0
g_624, 0, 0, 0
g_625, 0, 0, 0
g_642, 0, 0, 0
g_641, 0, 0, 0
g_648, 1, 1, 0
g_653, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 25, 0
_IO_stdin_used, 0, 0, 0
