var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_context,0,4,5
crc32_tab,0,0,0
g_27,4,2,1
g_43,1,0,1
g_461,2,0,0
g_77,1,1,0
g_116,1,1,0
g_31,1,0,0
g_123,3,0,0
g_34,4,1,3
g_176,0,0,4
g_175,1,0,1
g_548,1,0,0
g_138,0,0,0
g_512,0,0,4
g_235,0,0,7
g_329,1,0,0
g_559,1,0,0
g_517,3,0,0
g_140,0,0,0
g_511,0,0,1
g_630,1,0,1
g_400,1,0,0
g_221,3,0,0
g_236,0,0,0
g_604,0,0,1
__PRETTY_FUNCTION__.6,0,0,0
g_811,1,0,1
__PRETTY_FUNCTION__.8,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
