name, constant_write, var_write, read
g_51, 1, 0, 5
g_147, 1, 0, 1
g_266, 1, 1, 6
g_330, 1, 1, 3
g_393, 1, 1, 2
g_479, 1, 1, 0
g_13, 0, 0, 0
g_49, 2, 3, 4
g_71, 0, 0, 0
g_77, 0, 0, 0
g_80, 0, 0, 0
g_82, 0, 0, 0
g_83, 1, 1, 2
g_91, 0, 1, 1
g_96, 1, 0, 0
g_122, 1, 2, 1
g_152, 5, 0, 0
g_170, 0, 0, 0
g_235, 4, 4, 3
g_238, 1, 0, 1
g_241, 2, 2, 2
g_243, 1, 0, 2
g_285, 0, 0, 0
g_354, 0, 2, 0
g_523, 0, 0, 0
g_529, 1, 0, 0
g_534, 1, 0, 1
g_573, 0, 0, 0
g_331, 0, 0, 10
g_146, 2, 0, 16
g_195, 0, 0, 9
g_264, 0, 0, 3
g_194, 0, 0, 6
g_466, 0, 0, 0
g_143, 0, 1, 0
g_265, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 22, 0
_IO_stdin_used, 0, 0, 0
