var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_9,0,0,33
g_11,0,0,7
g_41,1,3,10
g_62,0,0,7
g_73,3,3,1
g_74,0,0,6
g_77,0,0,27
g_169,0,0,5
g_176,1,1,1
g_217,3,2,16
g_282,3,3,12
g_337,0,1,1
g_411,4,4,14
g_618,0,2,4
g_686,0,1,1
g_691,0,0,1
g_693,0,1,2
g_700,0,0,1
g_614,0,1,2
g_365,0,1,7
g_309,0,0,2
g_117,0,0,10
g_602,0,1,1
g_242,0,0,3
g_241,0,0,1
g_593,0,1,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
csmith_sink_,0,18,0
_IO_stdin_used,0,0,0
