var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,8,60
__undefined,0,0,0
g_6,0,1,0
g_21,0,1,4
g_44,0,3,0
g_63,2,5,15
g_75,1,5,20
g_95,1,2,13
g_118,1,3,0
g_154,0,3,0
g_157,1,1,0
g_158,0,3,9
g_160,2,2,0
g_165,0,3,10
g_200,0,0,0
g_220,0,0,5
g_221,2,2,12
g_222,1,1,6
g_256,1,0,0
g_261,1,4,0
g_349,0,1,4
g_351,0,3,4
g_440,1,0,4
g_475,1,3,0
g_510,0,2,0
g_522,0,0,4
g_535,0,1,0
g_554,1,0,0
g_575,0,1,3
g_621,0,2,6
g_642,0,1,0
g_643,0,1,0
g_646,0,1,1
g_661,0,0,0
g_663,0,0,0
g_664,0,0,0
g_665,0,0,0
g_667,0,0,0
g_669,0,1,0
g_702,0,1,0
g_717,0,1,2
g_720,0,0,0
g_722,0,2,0
g_739,0,0,2
g_782,0,1,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
