name, constant_write, var_write, read
g_2, 1, 2, 3
g_6, 0, 0, 1
g_15, 0, 0, 0
g_25, 0, 1, 1
g_38, 0, 0, 0
g_61, 7, 7, 0
g_66, 0, 0, 0
g_69, 1, 7, 0
g_75, 0, 9, 10
g_101, 1, 0, 2
g_128, 0, 0, 0
g_130, 1, 0, 2
g_164, 1, 8, 9
g_203, 0, 7, 7
g_232, 0, 0, 1
g_251, 0, 0, 0
g_253, 7, 7, 1
g_344, 0, 0, 0
g_354, 0, 0, 1
g_366, 1, 0, 1
g_383, 0, 0, 2
g_399, 0, 1, 2
g_402, 0, 0, 4
g_499, 0, 0, 0
g_545, 0, 0, 0
g_756, 1, 1, 2
g_856, 0, 0, 0
g_955, 0, 0, 1
g_1023, 0, 0, 1
g_1029, 0, 0, 1
g_1035, 0, 0, 0
g_1039, 0, 0, 0
g_1045, 0, 0, 1
g_1047, 0, 0, 1
g_1054, 0, 1, 1
g_1117, 0, 1, 2
g_1184, 0, 1, 1
crc32_context, 0, 4, 46
crc32_tab, 0, 0, 0
g_37, 0, 0, 42
g_67, 0, 0, 4
g_788, 0, 0, 15
g_1238, 0, 0, 1
g_1121, 0, 0, 0
g_1120, 1, 2, 1
g_581, 0, 0, 3
g_442, 1, 1, 7
g_465, 1, 0, 9
g_481, 0, 4, 9
g_580, 0, 0, 1
g_1239, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
