name, constant_write, var_write, read
g_17, 1, 0, 10
g_67, 9, 8, 12
g_91, 1, 4, 0
g_100, 2, 1, 3
g_103, 3, 0, 3
g_110, 1, 2, 0
g_139, 0, 3, 1
g_141, 0, 2, 0
g_142, 0, 5, 0
g_144, 0, 2, 1
g_145, 2, 3, 5
g_146, 1, 5, 0
g_151, 4, 3, 5
g_190, 2, 11, 2
g_191, 1, 2, 3
g_192, 2, 0, 1
g_225, 1, 2, 0
g_255, 6, 2, 8
g_351, 1, 1, 6
g_353, 6, 2, 9
g_360, 1, 1, 2
g_374, 5, 19, 4
g_376, 2, 14, 3
g_409, 0, 3, 0
g_472, 0, 3, 0
g_488, 1, 3, 3
g_496, 3, 11, 1
g_564, 3, 2, 1
g_806, 1, 3, 2
g_902, 2, 0, 0
g_905, 1, 1, 2
g_1076, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 31, 0
_IO_stdin_used, 0, 0, 0
