var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
g_8,1,1,30
g_24,0,0,10
g_46,2,2,21
g_89,1,3,6
g_98,1,3,23
g_106,1,1,7
g_113,0,0,5
g_116,0,0,5
g_143,1,1,12
g_181,1,0,3
g_216,0,0,3
g_220,0,0,7
g_267,0,0,5
g_333,0,0,7
g_358,1,0,8
g_403,1,1,7
g_425,0,1,1
g_457,0,0,4
g_462,0,0,2
g_464,0,1,3
g_801,0,0,2
g_850,0,0,0
g_927,0,0,0
g_1051,0,0,1
g_1053,0,0,1
crc32_context,0,8,47
crc32_tab,0,0,9
g_97,0,7,30
g_559,0,1,8
g_83,0,0,15
g_150,0,1,31
g_159,0,0,18
g_431,0,0,2
g_414,0,0,1
g_82,0,0,7
g_158,0,0,16
g_430,0,0,6
g_432,0,0,7
g_281,0,0,1
g_365,0,1,2
g_521,0,1,3
g_566,0,1,0
g_623,0,0,2
g_681,2,0,0
g_363,0,0,1
g_130,0,0,1
g_129,1,0,0
g_131,1,0,0
g_282,0,0,1
g_66,0,0,6
g_567,0,0,0
g_682,0,0,0
g_404,0,0,0
g_283,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
