name, constant_write, var_write, read
g_2, 2, 2, 11
g_5, 5, 2, 14
g_84, 2, 4, 0
g_110, 0, 4, 0
g_113, 3, 8, 10
g_114, 4, 5, 9
g_117, 1, 2, 3
g_141, 1, 6, 0
g_146, 1, 11, 1
g_147, 1, 1, 4
g_173, 2, 8, 5
g_186, 0, 2, 7
g_245, 2, 6, 3
g_283, 3, 1, 8
g_348, 2, 6, 4
g_393, 4, 12, 0
g_394, 2, 6, 1
g_481, 2, 2, 6
g_486, 0, 5, 4
g_505, 0, 2, 3
g_535, 3, 2, 3
g_550, 2, 2, 8
g_589, 2, 3, 0
g_590, 1, 1, 9
g_608, 7, 4, 3
g_760, 0, 3, 2
g_865, 0, 8, 3
g_900, 0, 1, 2
g_946, 0, 2, 2
g_1033, 0, 0, 1
g_1072, 0, 2, 1
g_1121, 0, 0, 0
g_1122, 1, 1, 1
crc32_context, 0, 4, 42
crc32_tab, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
