name, constant_write, var_write, read
crc32_context, 0, 37, 38
crc32_tab, 0, 0, 0
g_3, 0, 1, 1
g_538, 0, 1, 0
g_219, 0, 1, 0
g_5, 0, 1, 0
g_84, 1, 1, 0
g_78, 1, 1, 1
g_72, 1, 0, 0
g_81, 1, 0, 1
g_126, 1, 3, 1
g_133, 1, 0, 1
g_138, 1, 0, 0
g_140, 0, 0, 1
g_176, 0, 1, 0
g_204, 1, 0, 0
g_209, 1, 0, 0
g_300, 1, 0, 0
g_417, 1, 0, 1
g_422, 0, 1, 0
g_431, 0, 1, 2
g_447, 1, 0, 0
g_546, 0, 1, 1
g_548, 0, 1, 1
g_549, 1, 0, 0
g_550, 0, 0, 1
g_559, 1, 0, 0
g_562, 1, 0, 0
g_564, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
